year,id,fips_number,county_name,judicial_circuit,region,community_type,percent_rural,population,court_evalation,new_court_and_court_evaluation,offense_class_felony,offense_class_misdemeanor_and_unknown,offense_type_drug,offense_type_person,offense_type_property,offense_type_sex,offense_type_weapons,race_ethnicity_black,race_ethnicity_hispanic,race_ethnicity_white,sex_female,sex_male,technical_violation,court_evalation_rate,new_court_and_court_evaluation_rate,offense_class_felony_rate,offense_class_misdemeanor_and_unknown_rate,offense_type_drug_rate,offense_type_person_rate,offense_type_property_rate,offense_type_sex_rate,offense_type_weapons_rate,race_ethnicity_black_rate,race_ethnicity_hispanic_rate,race_ethnicity_white_rate,sex_female_rate,sex_male_rate,technical_violation_rate
1998,79,157.0,Randolph,20,Southern,Mostly Urban,42.6,3718,,7.0,1.0,6.0,,,6.0,1.0,,1.0,,6.0,1.0,6.0,,,188.3,26.9,161.4,,,161.4,26.9,,26.9,,161.4,26.9,161.4,
1998,80,159.0,Richland,2,Southern,Mostly Urban,43.5,1968,9.0,11.0,1.0,10.0,,5.0,6.0,,,,,11.0,1.0,10.0,1.0,457.3,558.9,50.8,508.1,,254.1,304.9,,,,,558.9,50.8,508.1,50.8
1998,81,161.0,Rock Island,14,Central,Mostly Urban,10.9,16699,11.0,35.0,,35.0,4.0,8.0,22.0,,1.0,17.0,4.0,12.0,3.0,32.0,3.0,65.9,209.6,,209.6,24.0,47.9,131.7,,6.0,101.8,24.0,71.9,18.0,191.6,18.0
1998,82,163.0,St. Clair,20,Southern,Mostly Urban,9.8,33200,38.0,59.0,2.0,57.0,1.0,12.0,33.0,2.0,3.0,38.0,,21.0,7.0,52.0,14.0,114.5,177.7,6.0,171.7,3.0,36.1,99.4,6.0,9.0,114.5,,63.3,21.1,156.6,42.2
1998,83,165.0,Saline,1,Southern,Mostly Urban,43.7,3257,,7.0,1.0,6.0,,2.0,4.0,,1.0,1.0,,6.0,2.0,5.0,,,214.9,30.7,184.2,,61.4,122.8,,30.7,30.7,,184.2,61.4,153.5,
1998,84,167.0,Sangamon,7,Central,Mostly Urban,14.1,21697,7.0,29.0,4.0,25.0,1.0,10.0,12.0,3.0,1.0,18.0,,11.0,1.0,28.0,17.0,32.3,133.7,18.4,115.2,4.6,46.1,55.3,13.8,4.6,83.0,,50.7,4.6,129.1,78.4
1998,85,169.0,Schuyler,8,Central,Mostly Rural,57.6,812,3.0,3.0,,3.0,,,2.0,1.0,,,,3.0,1.0,2.0,,369.5,369.5,,369.5,,,246.3,123.2,,,,369.5,123.2,246.3,
1998,87,173.0,Shelby,4,Central,Mostly Rural,77.7,2805,2.0,3.0,,3.0,,1.0,2.0,,,,,3.0,1.0,2.0,,71.3,107.0,,107.0,,35.7,71.3,,,,,107.0,35.7,71.3,
1998,88,175.0,Stark,10,Central,Completely Rural,100.0,756,3.0,4.0,,4.0,,,4.0,,,,,4.0,,4.0,,396.8,529.1,,529.1,,,529.1,,,,,529.1,,529.1,
1998,89,177.0,Stephenson,15,Northern - Other,Mostly Urban,40.1,5903,22.0,41.0,,41.0,,13.0,24.0,,1.0,13.0,,28.0,12.0,29.0,3.0,372.7,694.6,,694.6,,220.2,406.6,,16.9,220.2,,474.3,203.3,491.3,50.8
1998,90,179.0,Tazewell,10,Central,Mostly Urban,20.4,14844,,21.0,4.0,17.0,,5.0,13.0,3.0,,1.0,,20.0,3.0,18.0,2.0,,141.5,26.9,114.5,,33.7,87.6,20.2,,6.7,,134.7,20.2,121.3,13.5
1998,92,183.0,Vermilion,5,Central,Mostly Urban,31.3,9741,9.0,33.0,1.0,32.0,,7.0,23.0,2.0,1.0,7.0,1.0,25.0,5.0,28.0,10.0,92.4,338.8,10.3,328.5,,71.9,236.1,20.5,10.3,71.9,10.3,256.6,51.3,287.4,102.7
1998,93,185.0,Wabash,2,Southern,Mostly Urban,38.9,1547,2.0,2.0,,2.0,,1.0,1.0,,,,,2.0,1.0,1.0,1.0,129.3,129.3,,129.3,,64.6,64.6,,,,,129.3,64.6,64.6,64.6
1998,94,187.0,Warren,9,Central,Mostly Urban,45.5,2207,5.0,5.0,,5.0,,1.0,3.0,,,3.0,,2.0,,5.0,,226.6,226.6,,226.6,,45.3,135.9,,,135.9,,90.6,,226.6,
1998,95,189.0,Washington,20,Southern,Mostly Rural,73.6,1961,3.0,3.0,,3.0,,1.0,1.0,,1.0,,,3.0,,3.0,,153.0,153.0,,153.0,,51.0,51.0,,51.0,,,153.0,,153.0,
1998,96,191.0,Wayne,2,Southern,Mostly Rural,69.9,1975,,1.0,,1.0,,,1.0,,,,,1.0,,1.0,,,50.6,,50.6,,,50.6,,,,,50.6,,50.6,
1998,97,193.0,White,2,Southern,Mostly Rural,62.0,1684,,1.0,,1.0,,,1.0,,,,,1.0,,1.0,1.0,,59.4,,59.4,,,59.4,,,,,59.4,,59.4,59.4
1998,98,195.0,Whiteside,14,Northern - Other,Mostly Urban,37.3,7222,3.0,12.0,1.0,11.0,1.0,2.0,9.0,,,,3.0,9.0,3.0,9.0,5.0,41.5,166.2,13.8,152.3,13.8,27.7,124.6,,,,41.5,124.6,41.5,124.6,69.2
1998,99,197.0,Will,12,Northern - Collar,Mostly Urban,3.9,60052,5.0,31.0,2.0,29.0,1.0,9.0,17.0,,4.0,14.0,7.0,10.0,2.0,29.0,12.0,8.3,51.6,3.3,48.3,1.7,15.0,28.3,,6.7,23.3,11.7,16.7,3.3,48.3,20.0
1998,100,199.0,Williamson,1,Southern,Mostly Urban,34.8,6584,2.0,6.0,1.0,5.0,,3.0,3.0,,,,,6.0,,6.0,,30.4,91.1,15.2,75.9,,45.6,45.6,,,,,91.1,,91.1,
1998,101,201.0,Winnebago,17,Northern - Other,Mostly Urban,7.9,32443,47.0,103.0,12.0,91.0,17.0,26.0,41.0,5.0,8.0,56.0,10.0,37.0,13.0,90.0,11.0,144.9,317.5,37.0,280.5,52.4,80.1,126.4,15.4,24.7,172.6,30.8,114.0,40.1,277.4,33.9
1998,102,203.0,Woodford,11,Central,Mostly Rural,54.9,4548,3.0,5.0,,5.0,,1.0,2.0,1.0,,,,5.0,1.0,4.0,,66.0,109.9,,109.9,,22.0,44.0,22.0,,,,109.9,22.0,88.0,
1999,1,1.0,Adams,8,Central,Mostly Urban,32.6,8079,7.0,22.0,,22.0,,5.0,15.0,2.0,,7.0,,15.0,2.0,20.0,2.0,86.6,272.3,,272.3,,61.9,185.7,24.8,,86.6,,185.7,24.8,247.6,24.8
1999,2,3.0,Alexander,1,Southern,Mostly Rural,61.9,1194,,3.0,2.0,1.0,,3.0,,,,3.0,,,,3.0,,,251.3,167.5,83.8,,251.3,,,,251.3,,,,251.3,
1999,3,5.0,Bond,3,Southern,Mostly Rural,60.7,1798,4.0,6.0,,6.0,,,6.0,,,,,6.0,2.0,4.0,,222.5,333.7,,333.7,,,333.7,,,,,333.7,111.2,222.5,
1999,4,7.0,Boone,17,Northern - Other,Mostly Urban,19.4,5475,2.0,7.0,,7.0,1.0,3.0,2.0,,,,2.0,5.0,1.0,6.0,,36.5,127.9,,127.9,18.3,54.8,36.5,,,,36.5,91.3,18.3,109.6,
1999,6,11.0,Bureau,13,Central,Mostly Rural,57.4,4290,4.0,6.0,,6.0,1.0,2.0,3.0,,,1.0,,5.0,1.0,5.0,2.0,93.2,139.9,,139.9,23.3,46.6,69.9,,,23.3,,116.6,23.3,116.6,46.6
1999,8,15.0,Carroll,15,Northern - Other,Mostly Rural,81.9,2067,,6.0,,6.0,,2.0,4.0,,,,,5.0,,6.0,1.0,,290.3,,290.3,,96.8,193.5,,,,,241.9,,290.3,48.4
1999,9,17.0,Cass,8,Central,Mostly Rural,52.1,1626,4.0,4.0,,4.0,,1.0,3.0,,,,,4.0,,4.0,2.0,246.0,246.0,,246.0,,61.5,184.5,,,,,246.0,,246.0,123.0
1999,10,19.0,Champaign,6,Central,Mostly Urban,12.7,16711,9.0,54.0,,54.0,7.0,21.0,14.0,2.0,4.0,43.0,,11.0,8.0,46.0,12.0,53.9,323.1,,323.1,41.9,125.7,83.8,12.0,23.9,257.3,,65.8,47.9,275.3,71.8
1999,11,21.0,Christian,4,Central,Mostly Urban,43.5,4004,2.0,8.0,2.0,6.0,1.0,2.0,5.0,,,,,8.0,,8.0,1.0,50.0,199.8,50.0,149.9,25.0,50.0,124.9,,,,,199.8,,199.8,25.0
1999,12,23.0,Clark,5,Southern,Mostly Rural,59.5,1985,3.0,4.0,,4.0,,,4.0,,,,,4.0,,4.0,,151.1,201.5,,201.5,,,201.5,,,,,201.5,,201.5,
1999,14,27.0,Clinton,4,Southern,Mostly Urban,48.8,4226,2.0,2.0,,2.0,,,2.0,,,,,2.0,,2.0,1.0,47.3,47.3,,47.3,,,47.3,,,,,47.3,,47.3,23.7
1999,15,29.0,Coles,5,Central,Mostly Urban,24.3,4945,6.0,9.0,,9.0,,5.0,3.0,1.0,,,,9.0,1.0,8.0,,121.3,182.0,,182.0,,101.1,60.7,20.2,,,,182.0,20.2,161.8,
1999,16,31.0,Cook,co,Northern - Cook,Completely Urban,0.0,599286,24.0,741.0,93.0,648.0,235.0,228.0,168.0,18.0,90.0,570.0,134.0,33.0,29.0,712.0,67.0,4.0,123.6,15.5,108.1,39.2,38.0,28.0,3.0,15.0,95.1,22.4,5.5,4.8,118.8,11.2
1999,19,37.0,DeKalb,23,Northern - Other,Mostly Urban,20.3,9094,,5.0,1.0,4.0,,1.0,2.0,1.0,,,1.0,4.0,,5.0,,,55.0,11.0,44.0,,11.0,22.0,11.0,,,11.0,44.0,,55.0,
1999,20,39.0,De Witt,6,Central,Mostly Urban,48.8,1915,4.0,6.0,,6.0,,,5.0,,1.0,,1.0,5.0,2.0,4.0,,208.9,313.3,,313.3,,,261.1,,52.2,,52.2,261.1,104.4,208.9,
1999,21,41.0,Douglas,6,Central,Mostly Rural,61.6,2579,4.0,4.0,,4.0,,,4.0,,,,1.0,3.0,,4.0,,155.1,155.1,,155.1,,,155.1,,,,38.8,116.3,,155.1,
1999,22,43.0,DuPage,18,Northern - Collar,Completely Urban,0.0,105753,4.0,29.0,1.0,28.0,2.0,8.0,15.0,1.0,3.0,13.0,5.0,9.0,1.0,28.0,4.0,3.8,27.4,0.9,26.5,1.9,7.6,14.2,0.9,2.8,12.3,4.7,8.5,0.9,26.5,3.8
1999,23,45.0,Edgar,5,Central,Mostly Rural,51.8,2329,9.0,14.0,,14.0,,1.0,11.0,2.0,,,,14.0,,14.0,,386.4,601.1,,601.1,,42.9,472.3,85.9,,,,601.1,,601.1,
1999,24,47.0,Edwards,2,Southern,Completely Rural,100.0,752,1.0,3.0,,3.0,,1.0,2.0,,,,,3.0,1.0,2.0,,133.0,398.9,,398.9,,133.0,266.0,,,,,398.9,133.0,266.0,
1999,25,49.0,Effingham,4,Southern,Mostly Rural,59.7,4573,1.0,3.0,,3.0,,2.0,1.0,,,,,3.0,1.0,2.0,,21.9,65.6,,65.6,,43.7,21.9,,,,,65.6,21.9,43.7,
1999,26,51.0,Fayette,4,Southern,Mostly Rural,67.0,2491,1.0,2.0,,2.0,,,2.0,,,,,2.0,,2.0,,40.1,80.3,,80.3,,,80.3,,,,,80.3,,80.3,
1999,27,53.0,Ford,11,Central,Mostly Urban,41.8,1797,1.0,4.0,1.0,3.0,,1.0,2.0,1.0,,,,4.0,,4.0,,55.6,222.6,55.6,166.9,,55.6,111.3,55.6,,,,222.6,,222.6,
1999,28,55.0,Franklin,2,Southern,Mostly Urban,48.6,4330,5.0,15.0,,15.0,,3.0,12.0,,,,,15.0,2.0,13.0,2.0,115.5,346.4,,346.4,,69.3,277.1,,,,,346.4,46.2,300.2,46.2
1999,31,61.0,Greene,7,Central,Mostly Rural,70.8,1833,1.0,1.0,,1.0,,,1.0,,,,,1.0,,1.0,,54.6,54.6,,54.6,,,54.6,,,,,54.6,,54.6,
1999,32,63.0,Grundy,13,Northern - Other,Mostly Urban,24.4,4704,,1.0,,1.0,,,1.0,,,,,1.0,,1.0,,,21.3,,21.3,,,21.3,,,,,21.3,,21.3,
1999,34,67.0,Hancock,9,Central,Mostly Rural,71.0,2458,,2.0,1.0,1.0,,,1.0,1.0,,,,2.0,,2.0,,,81.4,40.7,40.7,,,40.7,40.7,,,,81.4,,81.4,
1999,37,73.0,Henry,14,Central,Mostly Rural,50.3,6388,4.0,9.0,,9.0,,2.0,6.0,,,1.0,,8.0,1.0,8.0,2.0,62.6,140.9,,140.9,,31.3,93.9,,,15.7,,125.2,15.7,125.2,31.3
1999,38,75.0,Iroquois,21,Central,Mostly Rural,71.7,3927,7.0,12.0,1.0,11.0,1.0,1.0,8.0,1.0,,,3.0,9.0,1.0,11.0,2.0,178.3,305.6,25.5,280.1,25.5,25.5,203.7,25.5,,,76.4,229.2,25.5,280.1,50.9
1999,39,77.0,Jackson,1,Southern,Mostly Urban,37.2,5423,,4.0,,4.0,,,2.0,2.0,,1.0,,3.0,,4.0,3.0,,73.8,,73.8,,,36.9,36.9,,18.4,,55.3,,73.8,55.3
1999,40,79.0,Jasper,4,Southern,Mostly Rural,69.9,1375,1.0,1.0,,1.0,,,1.0,,,1.0,,,,1.0,,72.7,72.7,,72.7,,,72.7,,,72.7,,,,72.7,
1999,41,81.0,Jefferson,2,Southern,Mostly Rural,58.8,4624,1.0,7.0,1.0,6.0,1.0,3.0,2.0,,1.0,5.0,,2.0,1.0,6.0,,21.6,151.4,21.6,129.8,21.6,64.9,43.3,,21.6,108.1,,43.3,21.6,129.8,
1999,42,83.0,Jersey,7,Southern,Mostly Rural,60.6,2759,3.0,3.0,1.0,2.0,,,1.0,2.0,,,,3.0,,3.0,,108.7,108.7,36.2,72.5,,,36.2,72.5,,,,108.7,,108.7,
1999,43,85.0,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,2536,1.0,1.0,,1.0,,,1.0,,,,,,,1.0,,39.4,39.4,,39.4,,,39.4,,,,,,,39.4,
1999,44,87.0,Johnson,1,Southern,Completely Rural,100.0,1108,,2.0,,2.0,,,2.0,,,,,2.0,,2.0,,,180.5,,180.5,,,180.5,,,,,180.5,,180.5,
1999,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,50870,1.0,10.0,1.0,9.0,,4.0,3.0,,3.0,5.0,3.0,2.0,2.0,8.0,3.0,2.0,19.7,2.0,17.7,,7.9,5.9,,5.9,9.8,5.9,3.9,3.9,15.7,5.9
1999,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,12756,23.0,40.0,1.0,39.0,6.0,10.0,19.0,,3.0,25.0,5.0,10.0,12.0,28.0,13.0,180.3,313.6,7.8,305.7,47.0,78.4,148.9,,23.5,196.0,39.2,78.4,94.1,219.5,101.9
1999,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,6912,1.0,3.0,,3.0,,1.0,,,,,,3.0,1.0,2.0,,14.5,43.4,,43.4,,14.5,,,,,,43.4,14.5,28.9,
1999,48,95.0,Knox,9,Central,Mostly Urban,24.3,5760,9.0,10.0,1.0,9.0,,4.0,4.0,2.0,,1.0,2.0,7.0,1.0,9.0,,156.2,173.6,17.4,156.2,,69.4,69.4,34.7,,17.4,34.7,121.5,17.4,156.2,
1999,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,78597,,83.0,7.0,76.0,7.0,21.0,34.0,6.0,12.0,35.0,25.0,22.0,6.0,77.0,13.0,,105.6,8.9,96.7,8.9,26.7,43.3,7.6,15.3,44.5,31.8,28.0,7.6,98.0,16.5
1999,50,99.0,LaSalle,13,Northern - Other,Mostly Urban,30.2,13329,20.0,29.0,,29.0,,3.0,24.0,2.0,,2.0,3.0,24.0,4.0,25.0,3.0,150.0,217.6,,217.6,,22.5,180.1,15.0,,15.0,22.5,180.1,30.0,187.6,22.5
1999,51,101.0,Lawrence,2,Southern,Mostly Rural,58.0,1689,1.0,1.0,,1.0,,,1.0,,,,,1.0,,1.0,1.0,59.2,59.2,,59.2,,,59.2,,,,,59.2,,59.2,59.2
1999,52,103.0,Lee,15,Northern - Other,Mostly Rural,53.2,4322,2.0,4.0,,4.0,,1.0,1.0,,,1.0,,3.0,,4.0,1.0,46.3,92.5,,92.5,,23.1,23.1,,,23.1,,69.4,,92.5,23.1
1999,53,105.0,Livingston,11,Central,Mostly Urban,40.8,4835,4.0,5.0,,5.0,,,5.0,,,1.0,,4.0,,5.0,1.0,82.7,103.4,,103.4,,,103.4,,,20.7,,82.7,,103.4,20.7
1999,54,107.0,Logan,11,Central,Mostly Urban,39.9,3287,9.0,16.0,2.0,14.0,,3.0,12.0,1.0,,,,16.0,,16.0,1.0,273.8,486.8,60.8,425.9,,91.3,365.1,30.4,,,,486.8,,486.8,30.4
1999,56,111.0,McHenry,22,Northern - Collar,Mostly Urban,9.9,33555,4.0,7.0,2.0,5.0,,4.0,1.0,2.0,,,2.0,5.0,2.0,5.0,2.0,11.9,20.9,6.0,14.9,,11.9,3.0,6.0,,,6.0,14.9,6.0,14.9,6.0
1999,57,113.0,McLean,11,Central,Mostly Urban,16.5,15258,21.0,37.0,3.0,34.0,4.0,9.0,21.0,1.0,,12.0,3.0,22.0,3.0,34.0,5.0,137.6,242.5,19.7,222.8,26.2,59.0,137.6,6.6,,78.6,19.7,144.2,19.7,222.8,32.8
1999,58,115.0,Macon,6,Central,Mostly Urban,15.3,13048,1.0,48.0,4.0,44.0,1.0,12.0,30.0,1.0,2.0,28.0,,20.0,13.0,35.0,12.0,7.7,367.9,30.7,337.2,7.7,92.0,229.9,7.7,15.3,214.6,,153.3,99.6,268.2,92.0
1999,59,117.0,Macoupin,7,Central,Mostly Rural,58.5,6017,,7.0,,7.0,,2.0,4.0,1.0,,,,7.0,2.0,5.0,1.0,,116.3,,116.3,,33.2,66.5,16.6,,,,116.3,33.2,83.1,16.6
1999,60,119.0,Madison,3,Southern,Mostly Urban,13.3,30170,9.0,17.0,1.0,16.0,1.0,9.0,5.0,1.0,1.0,12.0,,5.0,3.0,14.0,2.0,29.8,56.3,3.3,53.0,3.3,29.8,16.6,3.3,3.3,39.8,,16.6,9.9,46.4,6.6
1999,61,121.0,Marion,4,Southern,Mostly Urban,45.1,4980,3.0,7.0,,7.0,,1.0,4.0,2.0,,,,7.0,,7.0,2.0,60.2,140.6,,140.6,,20.1,80.3,40.2,,,,140.6,,140.6,40.2
1999,62,123.0,Marshall,10,Central,Completely Rural,100.0,1454,,1.0,,1.0,,,1.0,,,1.0,,,,1.0,,,68.8,,68.8,,,68.8,,,68.8,,,,68.8,
1999,63,125.0,Mason,8,Central,Mostly Rural,77.5,1897,1.0,2.0,,2.0,1.0,,1.0,,,,,2.0,,2.0,2.0,52.7,105.4,,105.4,52.7,,52.7,,,,,105.4,,105.4,105.4
1999,64,127.0,Massac,1,Southern,Mostly Rural,50.5,1587,,2.0,,2.0,,,2.0,,,,,2.0,,2.0,1.0,,126.0,,126.0,,,126.0,,,,,126.0,,126.0,63.0
1999,65,129.0,Menard,8,Central,Mostly Rural,75.7,1608,1.0,1.0,,1.0,,,1.0,,,,,1.0,1.0,,,62.2,62.2,,62.2,,,62.2,,,,,62.2,62.2,,
1999,67,133.0,Monroe,20,Southern,Mostly Urban,41.4,3447,,1.0,,1.0,,,1.0,,,,,1.0,1.0,,,,29.0,,29.0,,,29.0,,,,,29.0,29.0,,
1999,68,135.0,Montgomery,4,Central,Mostly Urban,41.6,3520,,1.0,,1.0,,,1.0,,,,,1.0,,1.0,2.0,,28.4,,28.4,,,28.4,,,,,28.4,,28.4,56.8
1999,69,137.0,Morgan,7,Central,Mostly Urban,36.2,4127,,4.0,,4.0,,1.0,2.0,1.0,,3.0,,1.0,,4.0,1.0,,96.9,,96.9,,24.2,48.5,24.2,,72.7,,24.2,,96.9,24.2
1999,70,139.0,Moultrie,6,Central,Mostly Rural,69.2,1731,2.0,3.0,,3.0,,1.0,2.0,,,,,3.0,1.0,2.0,,115.5,173.3,,173.3,,57.8,115.5,,,,,173.3,57.8,115.5,
1999,71,141.0,Ogle,15,Northern - Other,Mostly Urban,47.1,6763,3.0,10.0,,10.0,1.0,4.0,5.0,,,1.0,1.0,8.0,2.0,8.0,2.0,44.4,147.9,,147.9,14.8,59.1,73.9,,,14.8,14.8,118.3,29.6,118.3,29.6
1999,72,143.0,Peoria,10,Central,Mostly Urban,14.6,20493,16.0,79.0,7.0,72.0,3.0,20.0,51.0,4.0,1.0,60.0,1.0,18.0,9.0,70.0,21.0,78.1,385.5,34.2,351.3,14.6,97.6,248.9,19.5,4.9,292.8,4.9,87.8,43.9,341.6,102.5
1999,73,145.0,Perry,20,Southern,Mostly Urban,43.6,2499,,7.0,,7.0,,2.0,5.0,,,2.0,,5.0,1.0,6.0,,,280.1,,280.1,,80.0,200.1,,,80.0,,200.1,40.0,240.1,
1999,75,149.0,Pike,8,Central,Mostly Rural,72.3,2041,3.0,5.0,,5.0,,1.0,3.0,1.0,,,,5.0,,5.0,,147.0,245.0,,245.0,,49.0,147.0,49.0,,,,245.0,,245.0,
1999,76,151.0,Pope,1,Southern,Completely Rural,100.0,513,,1.0,,1.0,,,,,1.0,,,1.0,,1.0,,,194.9,,194.9,,,,,194.9,,,194.9,,194.9,
1999,77,153.0,Pulaski,1,Southern,Completely Rural,100.0,1004,1.0,1.0,,1.0,,1.0,,,,1.0,,,,1.0,,99.6,99.6,,99.6,,99.6,,,,99.6,,,,99.6,
1999,79,157.0,Randolph,20,Southern,Mostly Urban,42.6,3682,1.0,11.0,,11.0,,,11.0,,,,1.0,10.0,4.0,7.0,1.0,27.2,298.8,,298.8,,,298.8,,,,27.2,271.6,108.6,190.1,27.2
1999,80,159.0,Richland,2,Southern,Mostly Urban,43.5,1944,3.0,5.0,,5.0,,,5.0,,,,,5.0,,5.0,3.0,154.3,257.2,,257.2,,,257.2,,,,,257.2,,257.2,154.3
1999,81,161.0,Rock Island,14,Central,Mostly Urban,10.9,16585,19.0,38.0,4.0,34.0,2.0,12.0,16.0,5.0,2.0,12.0,7.0,19.0,3.0,35.0,9.0,114.6,229.1,24.1,205.0,12.1,72.4,96.5,30.1,12.1,72.4,42.2,114.6,18.1,211.0,54.3
1999,82,163.0,St. Clair,20,Southern,Mostly Urban,9.8,33061,37.0,62.0,3.0,59.0,3.0,18.0,35.0,3.0,3.0,40.0,3.0,19.0,19.0,43.0,6.0,111.9,187.5,9.1,178.5,9.1,54.4,105.9,9.1,9.1,121.0,9.1,57.5,57.5,130.1,18.1
1999,83,165.0,Saline,1,Southern,Mostly Urban,43.7,3255,1.0,1.0,,1.0,,,1.0,,,,,1.0,,1.0,,30.7,30.7,,30.7,,,30.7,,,,,30.7,,30.7,
1999,84,167.0,Sangamon,7,Central,Mostly Urban,14.1,21699,1.0,26.0,1.0,25.0,1.0,6.0,15.0,,2.0,20.0,,6.0,5.0,21.0,7.0,4.6,119.8,4.6,115.2,4.6,27.7,69.1,,9.2,92.2,,27.7,23.0,96.8,32.3
1999,87,173.0,Shelby,4,Central,Mostly Rural,77.7,2768,1.0,1.0,,1.0,,1.0,,,,,,1.0,,1.0,,36.1,36.1,,36.1,,36.1,,,,,,36.1,,36.1,
1999,89,177.0,Stephenson,15,Northern - Other,Mostly Urban,40.1,5925,15.0,41.0,,41.0,1.0,7.0,27.0,,,27.0,2.0,12.0,10.0,31.0,1.0,253.2,692.0,,692.0,16.9,118.1,455.7,,,455.7,33.8,202.5,168.8,523.2,16.9
1999,90,179.0,Tazewell,10,Central,Mostly Urban,20.4,14723,3.0,19.0,1.0,18.0,,5.0,11.0,2.0,,,,19.0,2.0,17.0,6.0,20.4,129.0,6.8,122.3,,34.0,74.7,13.6,,,,129.0,13.6,115.5,40.8
1999,92,183.0,Vermilion,5,Central,Mostly Urban,31.3,9566,5.0,25.0,,25.0,1.0,10.0,13.0,1.0,,13.0,,12.0,7.0,18.0,11.0,52.3,261.3,,261.3,10.5,104.5,135.9,10.5,,135.9,,125.4,73.2,188.2,115.0
1999,93,185.0,Wabash,2,Southern,Mostly Urban,38.9,1540,6.0,11.0,,11.0,,2.0,9.0,,,,,11.0,1.0,10.0,1.0,389.6,714.3,,714.3,,129.9,584.4,,,,,714.3,64.9,649.4,64.9
1999,94,187.0,Warren,9,Central,Mostly Urban,45.5,2184,8.0,14.0,,14.0,,6.0,8.0,,,4.0,,10.0,2.0,12.0,,366.3,641.0,,641.0,,274.7,366.3,,,183.2,,457.9,91.6,549.5,
1999,95,189.0,Washington,20,Southern,Mostly Rural,73.6,1956,3.0,8.0,,8.0,,1.0,7.0,,,,,8.0,,8.0,1.0,153.4,409.0,,409.0,,51.1,357.9,,,,,409.0,,409.0,51.1
1999,96,191.0,Wayne,2,Southern,Mostly Rural,69.9,1979,,3.0,,3.0,,1.0,2.0,,,,,3.0,2.0,1.0,1.0,,151.6,,151.6,,50.5,101.1,,,,,151.6,101.1,50.5,50.5
1999,97,193.0,White,2,Southern,Mostly Rural,62.0,1672,,2.0,,2.0,,,2.0,,,,,2.0,,2.0,,,119.6,,119.6,,,119.6,,,,,119.6,,119.6,
1999,98,195.0,Whiteside,14,Northern - Other,Mostly Urban,37.3,7133,5.0,23.0,2.0,21.0,2.0,3.0,14.0,1.0,1.0,2.0,4.0,17.0,7.0,16.0,3.0,70.1,322.4,28.0,294.4,28.0,42.1,196.3,14.0,14.0,28.0,56.1,238.3,98.1,224.3,42.1
1999,99,197.0,Will,12,Northern - Collar,Mostly Urban,3.9,62399,13.0,43.0,1.0,42.0,2.0,8.0,27.0,2.0,4.0,21.0,3.0,18.0,3.0,40.0,12.0,20.8,68.9,1.6,67.3,3.2,12.8,43.3,3.2,6.4,33.7,4.8,28.8,4.8,64.1,19.2
1999,100,199.0,Williamson,1,Southern,Mostly Urban,34.8,6564,,6.0,1.0,5.0,,2.0,4.0,,,1.0,1.0,4.0,,6.0,1.0,,91.4,15.2,76.2,,30.5,60.9,,,15.2,15.2,60.9,,91.4,15.2
1999,101,201.0,Winnebago,17,Northern - Other,Mostly Urban,7.9,32726,42.0,140.0,19.0,121.0,22.0,48.0,52.0,6.0,9.0,80.0,18.0,41.0,17.0,123.0,6.0,128.3,427.8,58.1,369.7,67.2,146.7,158.9,18.3,27.5,244.5,55.0,125.3,51.9,375.8,18.3
1999,102,203.0,Woodford,11,Central,Mostly Rural,54.9,4542,2.0,2.0,1.0,1.0,1.0,,,1.0,,,,2.0,,2.0,,44.0,44.0,22.0,22.0,22.0,,,22.0,,,,44.0,,44.0,
2000,1,1.0,Adams,8,Central,Mostly Urban,32.6,8085,7.0,18.0,,18.0,,4.0,12.0,1.0,,3.0,,15.0,4.0,14.0,5.0,86.6,222.6,,222.6,,49.5,148.4,12.4,,37.1,,185.5,49.5,173.2,61.8
2000,2,3.0,Alexander,1,Southern,Mostly Rural,61.9,1203,1.0,4.0,1.0,3.0,1.0,,3.0,,,2.0,1.0,1.0,,4.0,,83.1,332.5,83.1,249.4,83.1,,249.4,,,166.3,83.1,83.1,,332.5,
2000,3,5.0,Bond,3,Southern,Mostly Rural,60.7,1807,5.0,9.0,,9.0,,1.0,8.0,,,,,9.0,3.0,6.0,,276.7,498.1,,498.1,,55.3,442.7,,,,,498.1,166.0,332.0,
2000,4,7.0,Boone,17,Northern - Other,Mostly Urban,19.4,5687,6.0,15.0,1.0,14.0,3.0,5.0,5.0,1.0,,,3.0,12.0,4.0,11.0,2.0,105.5,263.8,17.6,246.2,52.8,87.9,87.9,17.6,,,52.8,211.0,70.3,193.4,35.2
2000,5,9.0,Brown,8,Central,Mostly Urban,41.1,605,1.0,1.0,,1.0,,,1.0,,,,,1.0,,1.0,,165.3,165.3,,165.3,,,165.3,,,,,165.3,,165.3,
