year,id,fips_number,county_name,judicial_circuit,region,community_type,percent_rural,population,total_in_poverty,total_in_poverty_rate
2009,77,153.0,Pulaski,1,Southern,Completely Rural,100.0,6218,1489.0,23946.6
2009,78,155.0,Putnam,10,Central,Completely Rural,100.0,6009,510.0,8487.3
2009,79,157.0,Randolph,20,Southern,Mostly Urban,42.6,32686,3847.0,11769.6
2009,80,159.0,Richland,2,Southern,Mostly Urban,43.5,15523,2294.0,14778.1
2009,81,161.0,Rock Island,14,Central,Mostly Urban,10.9,146826,15862.0,10803.3
2009,82,163.0,St. Clair,20,Southern,Mostly Urban,9.8,263617,44084.0,16722.7
2009,83,165.0,Saline,1,Southern,Mostly Urban,43.7,25738,4058.0,15766.6
2009,84,167.0,Sangamon,7,Central,Mostly Urban,14.1,195716,25308.0,12931.0
2009,85,169.0,Schuyler,8,Central,Mostly Rural,57.6,6730,879.0,13060.9
2009,86,171.0,Scott,7,Central,Completely Rural,100.0,5193,534.0,10283.1
2009,87,173.0,Shelby,4,Central,Mostly Rural,77.7,21803,2334.0,10704.9
2009,88,175.0,Stark,10,Central,Completely Rural,100.0,6019,676.0,11231.1
2009,89,177.0,Stephenson,15,Northern - Other,Mostly Urban,40.1,46537,5966.0,12819.9
2009,90,179.0,Tazewell,10,Central,Mostly Urban,20.4,132466,10710.0,8085.1
2009,91,181.0,Union,1,Southern,Mostly Rural,65.9,18005,3539.0,19655.7
2009,92,183.0,Vermilion,5,Central,Mostly Urban,31.3,80067,16655.0,20801.3
2009,93,185.0,Wabash,2,Southern,Mostly Urban,38.9,11997,1506.0,12553.1
2009,94,187.0,Warren,9,Central,Mostly Urban,45.5,17409,2154.0,12372.9
2009,95,189.0,Washington,20,Southern,Mostly Rural,73.6,14560,1376.0,9450.5
2009,96,191.0,Wayne,2,Southern,Mostly Rural,69.9,16294,2356.0,14459.3
2009,97,193.0,White,2,Southern,Mostly Rural,62.0,14661,2213.0,15094.5
2009,98,195.0,Whiteside,14,Northern - Other,Mostly Urban,37.3,58961,6787.0,11511.0
2009,99,197.0,Will,12,Northern - Collar,Mostly Urban,3.9,685251,47438.0,6922.7
2009,100,199.0,Williamson,1,Southern,Mostly Urban,34.8,65169,11631.0,17847.4
2009,101,201.0,Winnebago,17,Northern - Other,Mostly Urban,7.9,299702,52161.0,17404.3
2009,102,203.0,Woodford,11,Central,Mostly Rural,54.9,38862,2576.0,6628.6
2010,1,1.0,Adams,8,Central,Mostly Urban,32.6,67160,8547.0,12726.3
2010,2,3.0,Alexander,1,Southern,Mostly Rural,61.9,8206,2401.0,29259.1
2010,3,5.0,Bond,3,Southern,Mostly Rural,60.7,17787,2145.0,12059.4
2010,4,7.0,Boone,17,Northern - Other,Mostly Urban,19.4,54103,6228.0,11511.4
2010,5,9.0,Brown,8,Central,Mostly Urban,41.1,6919,687.0,9929.2
2010,6,11.0,Bureau,13,Central,Mostly Rural,57.4,34959,3849.0,11010.0
2010,7,13.0,Calhoun,8,Southern,Completely Rural,100.0,5096,548.0,10753.5
2010,8,15.0,Carroll,15,Northern - Other,Mostly Rural,81.9,15392,1969.0,12792.4
2010,9,17.0,Cass,8,Central,Mostly Rural,52.1,13638,1721.0,12619.2
2010,10,19.0,Champaign,6,Central,Mostly Urban,12.7,201541,36343.0,18032.6
2010,11,21.0,Christian,4,Central,Mostly Urban,43.5,34764,4686.0,13479.5
2010,12,23.0,Clark,5,Southern,Mostly Rural,59.5,16291,1934.0,11871.6
2010,13,25.0,Clay,4,Southern,Mostly Rural,64.7,13827,2072.0,14985.2
2010,14,27.0,Clinton,4,Southern,Mostly Urban,48.8,37840,3016.0,7970.4
2010,15,29.0,Coles,5,Central,Mostly Urban,24.3,53868,9253.0,17177.2
2010,16,31.0,Cook,co,Northern - Cook,Completely Urban,0.0,5199166,858392.0,16510.2
2010,17,33.0,Crawford,2,Southern,Mostly Rural,60.2,19802,2734.0,13806.7
2010,18,35.0,Cumberland,5,Southern,Completely Rural,100.0,11053,1258.0,11381.5
2010,19,37.0,DeKalb,23,Northern - Other,Mostly Urban,20.3,105147,14083.0,13393.6
2010,20,39.0,De Witt,6,Central,Mostly Urban,48.8,16590,1765.0,10638.9
2010,21,41.0,Douglas,6,Central,Mostly Rural,61.6,19982,2184.0,10929.8
2010,22,43.0,DuPage,18,Northern - Collar,Completely Urban,0.0,918029,62484.0,6806.3
2010,23,45.0,Edgar,5,Central,Mostly Rural,51.8,18507,2598.0,14037.9
2010,24,47.0,Edwards,2,Southern,Completely Rural,100.0,6734,752.0,11167.2
2010,25,49.0,Effingham,4,Southern,Mostly Rural,59.7,34223,3353.0,9797.5
2010,26,51.0,Fayette,4,Southern,Mostly Rural,67.0,22130,3200.0,14460.0
2010,27,53.0,Ford,11,Central,Mostly Urban,41.8,14081,1502.0,10666.9
2010,28,55.0,Franklin,2,Southern,Mostly Urban,48.6,40035,7888.0,19702.8
2010,29,57.0,Fulton,9,Central,Mostly Rural,60.0,37074,4974.0,13416.4
2010,30,59.0,Gallatin,2,Southern,Completely Rural,100.0,5574,1023.0,18353.1
2010,31,61.0,Greene,7,Central,Mostly Rural,70.8,13890,2011.0,14478.0
2010,32,63.0,Grundy,13,Northern - Other,Mostly Urban,24.4,50152,3992.0,7959.8
2010,33,65.0,Hamilton,2,Southern,Mostly Rural,68.1,8446,1215.0,14385.5
2010,34,67.0,Hancock,9,Central,Mostly Rural,71.0,19091,2531.0,13257.6
2010,35,69.0,Hardin,2,Southern,Completely Rural,100.0,4318,831.0,19245.0
2010,36,71.0,Henderson,9,Central,Mostly Rural,99.7,7343,891.0,12134.0
2010,37,73.0,Henry,14,Central,Mostly Rural,50.3,50453,5367.0,10637.6
2010,38,75.0,Iroquois,21,Central,Mostly Rural,71.7,29701,3269.0,11006.4
2010,39,77.0,Jackson,1,Southern,Mostly Urban,37.2,60376,13271.0,21980.6
2010,40,79.0,Jasper,4,Southern,Mostly Rural,69.9,9725,1038.0,10673.5
2010,41,81.0,Jefferson,2,Southern,Mostly Rural,58.8,38759,6199.0,15993.7
2010,42,83.0,Jersey,7,Southern,Mostly Rural,60.6,22970,2204.0,9595.1
2010,43,85.0,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,22648,2094.0,9245.8
2010,44,87.0,Johnson,1,Southern,Completely Rural,100.0,12608,1561.0,12381.0
2010,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,516144,56233.0,10894.8
2010,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,113419,16152.0,14241.0
2010,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,115377,5341.0,4629.2
2010,48,95.0,Knox,9,Central,Mostly Urban,24.3,52913,7519.0,14210.1
2010,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,704192,61515.0,8735.5
2010,50,99.0,LaSalle,13,Northern - Other,Mostly Urban,30.2,113816,14566.0,12797.8
2010,51,101.0,Lawrence,2,Southern,Mostly Rural,58.0,16940,2512.0,14828.8
2010,52,103.0,Lee,15,Northern - Other,Mostly Rural,53.2,35976,3633.0,10098.4
2010,53,105.0,Livingston,11,Central,Mostly Urban,40.8,38856,4096.0,10541.5
2010,54,107.0,Logan,11,Central,Mostly Urban,39.9,30284,2985.0,9856.7
2010,55,109.0,McDonough,9,Central,Mostly Urban,29.5,32628,6264.0,19198.2
2010,56,111.0,McHenry,22,Northern - Collar,Mostly Urban,9.9,309061,22381.0,7241.6
2010,57,113.0,McLean,11,Central,Mostly Urban,16.5,169810,18665.0,10991.7
2010,58,115.0,Macon,6,Central,Mostly Urban,15.3,110784,18973.0,17126.1
2010,59,117.0,Macoupin,7,Central,Mostly Rural,58.5,47799,6075.0,12709.5
2010,60,119.0,Madison,3,Southern,Mostly Urban,13.3,269346,38068.0,14133.5
2010,61,121.0,Marion,4,Southern,Mostly Urban,45.1,39419,6350.0,16109.0
2010,62,123.0,Marshall,10,Central,Completely Rural,100.0,12629,1401.0,11093.5
2010,63,125.0,Mason,8,Central,Mostly Rural,77.5,14651,2153.0,14695.2
2010,64,127.0,Massac,1,Southern,Mostly Rural,50.5,15380,2528.0,16436.9
2010,65,129.0,Menard,8,Central,Mostly Rural,75.7,12696,1123.0,8845.3
2010,66,131.0,Mercer,14,Central,Mostly Rural,77.8,16410,1823.0,11109.1
2010,67,133.0,Monroe,20,Southern,Mostly Urban,41.4,32997,1588.0,4812.6
2010,68,135.0,Montgomery,4,Central,Mostly Urban,41.6,30095,3961.0,13161.7
2010,69,137.0,Morgan,7,Central,Mostly Urban,36.2,35505,4831.0,13606.5
2010,70,139.0,Moultrie,6,Central,Mostly Rural,69.2,14860,1511.0,10168.2
2010,71,141.0,Ogle,15,Northern - Other,Mostly Urban,47.1,53423,5696.0,10662.1
2010,72,143.0,Peoria,10,Central,Mostly Urban,14.6,186221,25892.0,13903.9
2010,73,145.0,Perry,20,Southern,Mostly Urban,43.6,22315,3434.0,15388.8
2010,74,147.0,Piatt,6,Central,Mostly Rural,67.7,16709,1219.0,7295.5
2010,75,149.0,Pike,8,Central,Mostly Rural,72.3,16394,2669.0,16280.3
2010,76,151.0,Pope,1,Southern,Completely Rural,100.0,4470,757.0,16935.1
2010,77,153.0,Pulaski,1,Southern,Completely Rural,100.0,6122,1276.0,20842.9
2010,78,155.0,Putnam,10,Central,Completely Rural,100.0,6012,469.0,7801.1
2010,79,157.0,Randolph,20,Southern,Mostly Urban,42.6,33463,3941.0,11777.2
2010,80,159.0,Richland,2,Southern,Mostly Urban,43.5,16194,2302.0,14215.1
2010,81,161.0,Rock Island,14,Central,Mostly Urban,10.9,147616,17881.0,12113.2
2010,82,163.0,St. Clair,20,Southern,Mostly Urban,9.8,270342,42224.0,15618.7
2010,83,165.0,Saline,1,Southern,Mostly Urban,43.7,24901,4687.0,18822.5
2010,84,167.0,Sangamon,7,Central,Mostly Urban,14.1,197767,25678.0,12984.0
2010,85,169.0,Schuyler,8,Central,Mostly Rural,57.6,7535,892.0,11838.1
2010,86,171.0,Scott,7,Central,Completely Rural,100.0,5327,509.0,9555.1
2010,87,173.0,Shelby,4,Central,Mostly Rural,77.7,22358,2710.0,12120.9
2010,88,175.0,Stark,10,Central,Completely Rural,100.0,5970,623.0,10435.5
2010,89,177.0,Stephenson,15,Northern - Other,Mostly Urban,40.1,47607,6275.0,13180.8
2010,90,179.0,Tazewell,10,Central,Mostly Urban,20.4,135486,13147.0,9703.6
2010,91,181.0,Union,1,Southern,Mostly Rural,65.9,17735,3231.0,18218.2
2010,92,183.0,Vermilion,5,Central,Mostly Urban,31.3,81639,16426.0,20120.3
2010,93,185.0,Wabash,2,Southern,Mostly Urban,38.9,11916,1693.0,14207.8
2010,94,187.0,Warren,9,Central,Mostly Urban,45.5,17719,2292.0,12935.3
2010,95,189.0,Washington,20,Southern,Mostly Rural,73.6,14712,1183.0,8041.1
2010,96,191.0,Wayne,2,Southern,Mostly Rural,69.9,16738,2473.0,14774.8
2010,97,193.0,White,2,Southern,Mostly Rural,62.0,14600,2402.0,16452.1
2010,98,195.0,Whiteside,14,Northern - Other,Mostly Urban,37.3,58478,6722.0,11494.9
2010,99,197.0,Will,12,Northern - Collar,Mostly Urban,3.9,678818,57207.0,8427.4
2010,100,199.0,Williamson,1,Southern,Mostly Urban,34.8,66432,10287.0,15485.0
2010,101,201.0,Winnebago,17,Northern - Other,Mostly Urban,7.9,295088,50817.0,17221.0
2010,102,203.0,Woodford,11,Central,Mostly Rural,54.9,38670,2804.0,7251.1
2011,1,1.0,Adams,8,Central,Mostly Urban,32.6,67201,10322.0,15359.9
2011,2,3.0,Alexander,1,Southern,Mostly Rural,61.9,7992,2360.0,29529.5
2011,3,5.0,Bond,3,Southern,Mostly Rural,60.7,17724,2226.0,12559.2
2011,4,7.0,Boone,17,Northern - Other,Mostly Urban,19.4,54132,5528.0,10212.1
2011,5,9.0,Brown,8,Central,Mostly Urban,41.1,6879,724.0,10524.8
2011,6,11.0,Bureau,13,Central,Mostly Rural,57.4,34623,3653.0,10550.8
2011,7,13.0,Calhoun,8,Southern,Completely Rural,100.0,5048,620.0,12282.1
2011,8,15.0,Carroll,15,Northern - Other,Mostly Rural,81.9,15226,2232.0,14659.1
2011,9,17.0,Cass,8,Central,Mostly Rural,52.1,13632,1977.0,14502.6
2011,10,19.0,Champaign,6,Central,Mostly Urban,12.7,203174,43484.0,21402.3
2011,11,21.0,Christian,4,Central,Mostly Urban,43.5,34699,4446.0,12813.0
2011,12,23.0,Clark,5,Southern,Mostly Rural,59.5,16200,1965.0,12129.6
2011,13,25.0,Clay,4,Southern,Mostly Rural,64.7,13725,2006.0,14615.7
2011,14,27.0,Clinton,4,Southern,Mostly Urban,48.8,38023,3276.0,8615.8
2011,15,29.0,Coles,5,Central,Mostly Urban,24.3,53620,10809.0,20158.5
2011,16,31.0,Cook,co,Northern - Cook,Completely Urban,0.0,5219977,912067.0,17472.6
2011,17,33.0,Crawford,2,Southern,Mostly Rural,60.2,19773,2770.0,14009.0
2011,18,35.0,Cumberland,5,Southern,Completely Rural,100.0,11079,1357.0,12248.4
2011,19,37.0,DeKalb,23,Northern - Other,Mostly Urban,20.3,104438,15572.0,14910.3
2011,20,39.0,De Witt,6,Central,Mostly Urban,48.8,16546,1888.0,11410.6
2011,21,41.0,Douglas,6,Central,Mostly Rural,61.6,19867,1953.0,9830.4
2011,22,43.0,DuPage,18,Northern - Collar,Completely Urban,0.0,924852,71040.0,7681.2
2011,23,45.0,Edgar,5,Central,Mostly Rural,51.8,18387,2599.0,14135.0
2011,24,47.0,Edwards,2,Southern,Completely Rural,100.0,6668,789.0,11832.6
2011,25,49.0,Effingham,4,Southern,Mostly Rural,59.7,34265,3616.0,10553.0
2011,26,51.0,Fayette,4,Southern,Mostly Rural,67.0,22374,3788.0,16930.4
2011,27,53.0,Ford,11,Central,Mostly Urban,41.8,13878,1507.0,10858.9
2011,28,55.0,Franklin,2,Southern,Mostly Urban,48.6,40027,7253.0,18120.3
2011,29,57.0,Fulton,9,Central,Mostly Rural,60.0,36907,4452.0,12062.8
2011,30,59.0,Gallatin,2,Southern,Completely Rural,100.0,5490,1006.0,18324.2
2011,31,61.0,Greene,7,Central,Mostly Rural,70.8,13856,2012.0,14520.8
2011,32,63.0,Grundy,13,Northern - Other,Mostly Urban,24.4,50095,3512.0,7010.7
2011,33,65.0,Hamilton,2,Southern,Mostly Rural,68.1,8423,1287.0,15279.6
2011,34,67.0,Hancock,9,Central,Mostly Rural,71.0,18997,2280.0,12001.9
2011,35,69.0,Hardin,2,Southern,Completely Rural,100.0,4293,870.0,20265.5
2011,36,71.0,Henderson,9,Central,Mostly Rural,99.7,7215,853.0,11822.6
2011,37,73.0,Henry,14,Central,Mostly Rural,50.3,50283,5051.0,10045.1
2011,38,75.0,Iroquois,21,Central,Mostly Rural,71.7,29497,3854.0,13065.7
2011,39,77.0,Jackson,1,Southern,Mostly Urban,37.2,60365,19057.0,31569.6
2011,40,79.0,Jasper,4,Southern,Mostly Rural,69.9,9753,1028.0,10540.3
2011,41,81.0,Jefferson,2,Southern,Mostly Rural,58.8,38749,6393.0,16498.5
2011,42,83.0,Jersey,7,Southern,Mostly Rural,60.6,22852,2176.0,9522.1
2011,43,85.0,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,22635,2176.0,9613.4
2011,44,87.0,Johnson,1,Southern,Completely Rural,100.0,12854,1707.0,13279.9
2011,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,519211,64580.0,12438.1
2011,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,113513,17910.0,15777.9
2011,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,116813,5973.0,5113.3
2011,48,95.0,Knox,9,Central,Mostly Urban,24.3,52699,9894.0,18774.5
2011,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,701647,76376.0,10885.2
2011,50,99.0,LaSalle,13,Northern - Other,Mostly Urban,30.2,113521,12857.0,11325.7
2011,51,101.0,Lawrence,2,Southern,Mostly Rural,58.0,16899,2056.0,12166.4
2011,52,103.0,Lee,15,Northern - Other,Mostly Rural,53.2,35597,3670.0,10309.9
2011,53,105.0,Livingston,11,Central,Mostly Urban,40.8,38803,4246.0,10942.5
2011,54,107.0,Logan,11,Central,Mostly Urban,39.9,30269,3503.0,11572.9
2011,55,109.0,McDonough,9,Central,Mostly Urban,29.5,32511,5780.0,17778.6
2011,56,111.0,McHenry,22,Northern - Collar,Mostly Urban,9.9,308433,24568.0,7965.4
2011,57,113.0,McLean,11,Central,Mostly Urban,16.5,170893,24148.0,14130.5
2011,58,115.0,Macon,6,Central,Mostly Urban,15.3,110671,15842.0,14314.5
2011,59,117.0,Macoupin,7,Central,Mostly Rural,58.5,47734,5835.0,12224.0
2011,60,119.0,Madison,3,Southern,Mostly Urban,13.3,268650,37085.0,13804.2
2011,61,121.0,Marion,4,Southern,Mostly Urban,45.1,39140,6567.0,16778.2
2011,62,123.0,Marshall,10,Central,Completely Rural,100.0,12477,1309.0,10491.3
2011,63,125.0,Mason,8,Central,Mostly Rural,77.5,14469,1959.0,13539.3
2011,64,127.0,Massac,1,Southern,Mostly Rural,50.5,15279,2853.0,18672.7
2011,65,129.0,Menard,8,Central,Mostly Rural,75.7,12697,1152.0,9073.0
2011,66,131.0,Mercer,14,Central,Mostly Rural,77.8,16316,1499.0,9187.3
2011,67,133.0,Monroe,20,Southern,Mostly Urban,41.4,33214,1701.0,5121.3
2011,68,135.0,Montgomery,4,Central,Mostly Urban,41.6,29860,3954.0,13241.8
2011,69,137.0,Morgan,7,Central,Mostly Urban,36.2,35479,4674.0,13174.0
2011,70,139.0,Moultrie,6,Central,Mostly Rural,69.2,14855,1655.0,11141.0
2011,71,141.0,Ogle,15,Northern - Other,Mostly Urban,47.1,53070,5475.0,10316.6
2011,72,143.0,Peoria,10,Central,Mostly Urban,14.6,186741,33143.0,17748.1
2011,73,145.0,Perry,20,Southern,Mostly Urban,43.6,22262,3650.0,16395.7
2011,74,147.0,Piatt,6,Central,Mostly Rural,67.7,16677,1205.0,7225.5
2011,75,149.0,Pike,8,Central,Mostly Rural,72.3,16346,2537.0,15520.6
2011,76,151.0,Pope,1,Southern,Completely Rural,100.0,4494,808.0,17979.5
2011,77,153.0,Pulaski,1,Southern,Completely Rural,100.0,5981,1353.0,22621.6
2011,78,155.0,Putnam,10,Central,Completely Rural,100.0,5975,495.0,8284.5
2011,79,157.0,Randolph,20,Southern,Mostly Urban,42.6,33419,4959.0,14838.9
2011,80,159.0,Richland,2,Southern,Mostly Urban,43.5,16189,2330.0,14392.5
2011,81,161.0,Rock Island,14,Central,Mostly Urban,10.9,147462,20095.0,13627.2
2011,82,163.0,St. Clair,20,Southern,Mostly Urban,9.8,270006,50598.0,18739.6
2011,83,165.0,Saline,1,Southern,Mostly Urban,43.7,24903,5016.0,20142.2
2011,84,167.0,Sangamon,7,Central,Mostly Urban,14.1,199016,31318.0,15736.4
2011,85,169.0,Schuyler,8,Central,Mostly Rural,57.6,7462,903.0,12101.3
2011,86,171.0,Scott,7,Central,Completely Rural,100.0,5228,587.0,11228.0
2011,87,173.0,Shelby,4,Central,Mostly Rural,77.7,22281,2381.0,10686.2
2011,88,175.0,Stark,10,Central,Completely Rural,100.0,5842,579.0,9911.0
2011,89,177.0,Stephenson,15,Northern - Other,Mostly Urban,40.1,47319,6791.0,14351.5
2011,90,179.0,Tazewell,10,Central,Mostly Urban,20.4,135839,15016.0,11054.3
2011,91,181.0,Union,1,Southern,Mostly Rural,65.9,17695,3461.0,19559.2
2011,92,183.0,Vermilion,5,Central,Mostly Urban,31.3,81407,15544.0,19094.2
2011,93,185.0,Wabash,2,Southern,Mostly Urban,38.9,11793,1576.0,13363.9
2011,94,187.0,Warren,9,Central,Mostly Urban,45.5,17839,2357.0,13212.6
2011,95,189.0,Washington,20,Southern,Mostly Rural,73.6,14574,1363.0,9352.3
2011,96,191.0,Wayne,2,Southern,Mostly Rural,69.9,16658,2092.0,12558.5
2011,97,193.0,White,2,Southern,Mostly Rural,62.0,14590,2396.0,16422.2
2011,98,195.0,Whiteside,14,Northern - Other,Mostly Urban,37.3,58272,7576.0,13001.1
2011,99,197.0,Will,12,Northern - Collar,Mostly Urban,3.9,680799,56362.0,8278.8
2011,100,199.0,Williamson,1,Southern,Mostly Urban,34.8,66726,10345.0,15503.7
2011,101,201.0,Winnebago,17,Northern - Other,Mostly Urban,7.9,293634,55353.0,18851.0
2011,102,203.0,Woodford,11,Central,Mostly Rural,54.9,38849,2631.0,6772.4
2012,1,1.0,Adams,8,Central,Mostly Urban,32.6,67135,8070.0,12020.6
2012,2,3.0,Alexander,1,Southern,Mostly Rural,61.9,7719,2385.0,30897.8
2012,3,5.0,Bond,3,Southern,Mostly Rural,60.7,17534,2409.0,13739.0
2012,4,7.0,Boone,17,Northern - Other,Mostly Urban,19.4,53750,5426.0,10094.9
2012,5,9.0,Brown,8,Central,Mostly Urban,41.1,6888,780.0,11324.0
2012,6,11.0,Bureau,13,Central,Mostly Rural,57.4,34345,4061.0,11824.1
2012,7,13.0,Calhoun,8,Southern,Completely Rural,100.0,4985,599.0,12016.0
2012,8,15.0,Carroll,15,Northern - Other,Mostly Rural,81.9,15119,1866.0,12342.1
2012,9,17.0,Cass,8,Central,Mostly Rural,52.1,13434,1779.0,13242.5
2012,10,19.0,Champaign,6,Central,Mostly Urban,12.7,204626,38301.0,18717.6
2012,11,21.0,Christian,4,Central,Mostly Urban,43.5,34516,5081.0,14720.7
2012,12,23.0,Clark,5,Southern,Mostly Rural,59.5,16258,2078.0,12781.4
2012,13,25.0,Clay,4,Southern,Mostly Rural,64.7,13715,1929.0,14064.9
2012,14,27.0,Clinton,4,Southern,Mostly Urban,48.8,37912,3558.0,9384.9
2012,15,29.0,Coles,5,Central,Mostly Urban,24.3,53314,11309.0,21212.1
2012,16,31.0,Cook,co,Northern - Cook,Completely Urban,0.0,5240505,926826.0,17685.8
2012,17,33.0,Crawford,2,Southern,Mostly Rural,60.2,19587,2607.0,13309.8
2012,18,35.0,Cumberland,5,Southern,Completely Rural,100.0,10949,1335.0,12192.9
2012,19,37.0,DeKalb,23,Northern - Other,Mostly Urban,20.3,104360,16599.0,15905.5
2012,20,39.0,De Witt,6,Central,Mostly Urban,48.8,16490,1805.0,10946.0
2012,21,41.0,Douglas,6,Central,Mostly Rural,61.6,19886,1991.0,10012.1
2012,22,43.0,DuPage,18,Northern - Collar,Completely Urban,0.0,928823,66852.0,7197.5
2012,23,45.0,Edgar,5,Central,Mostly Rural,51.8,18154,3028.0,16679.5
2012,24,47.0,Edwards,2,Southern,Completely Rural,100.0,6721,736.0,10950.8
2012,25,49.0,Effingham,4,Southern,Mostly Rural,59.7,34270,3282.0,9576.9
2012,26,51.0,Fayette,4,Southern,Mostly Rural,67.0,22157,3542.0,15985.9
2012,27,53.0,Ford,11,Central,Mostly Urban,41.8,13878,1582.0,11399.3
2012,28,55.0,Franklin,2,Southern,Mostly Urban,48.6,39862,6611.0,16584.7
2012,29,57.0,Fulton,9,Central,Mostly Rural,60.0,36585,5194.0,14197.1
2012,30,59.0,Gallatin,2,Southern,Completely Rural,100.0,5391,959.0,17788.9
2012,31,61.0,Greene,7,Central,Mostly Rural,70.8,13657,1868.0,13678.0
2012,32,63.0,Grundy,13,Northern - Other,Mostly Urban,24.4,50159,4152.0,8277.7
2012,33,65.0,Hamilton,2,Southern,Mostly Rural,68.1,8387,1211.0,14439.0
2012,34,67.0,Hancock,9,Central,Mostly Rural,71.0,18828,2446.0,12991.3
2012,35,69.0,Hardin,2,Southern,Completely Rural,100.0,4280,875.0,20443.9
2012,36,71.0,Henderson,9,Central,Mostly Rural,99.7,7043,831.0,11798.9
2012,37,73.0,Henry,14,Central,Mostly Rural,50.3,50252,5313.0,10572.7
2012,38,75.0,Iroquois,21,Central,Mostly Rural,71.7,29267,4036.0,13790.3
2012,39,77.0,Jackson,1,Southern,Mostly Urban,37.2,59063,16548.0,28017.5
2012,40,79.0,Jasper,4,Southern,Mostly Rural,69.9,9671,1032.0,10671.1
2012,41,81.0,Jefferson,2,Southern,Mostly Rural,58.8,38658,5801.0,15005.9
2012,42,83.0,Jersey,7,Southern,Mostly Rural,60.6,22683,2183.0,9623.9
2012,43,85.0,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,22540,2702.0,11987.6
2012,44,87.0,Johnson,1,Southern,Completely Rural,100.0,12860,1544.0,12006.2
2012,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,520885,61375.0,11782.8
2012,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,112980,18614.0,16475.5
2012,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,118257,5958.0,5038.2
2012,48,95.0,Knox,9,Central,Mostly Urban,24.3,52297,7209.0,13784.7
2012,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,702213,64229.0,9146.7
2012,50,99.0,LaSalle,13,Northern - Other,Mostly Urban,30.2,112913,15753.0,13951.4
2012,51,101.0,Lawrence,2,Southern,Mostly Rural,58.0,16725,2377.0,14212.3
2012,52,103.0,Lee,15,Northern - Other,Mostly Rural,53.2,35207,4018.0,11412.5
2012,53,105.0,Livingston,11,Central,Mostly Urban,40.8,38510,4398.0,11420.4
2012,54,107.0,Logan,11,Central,Mostly Urban,39.9,30357,3747.0,12343.1
2012,55,109.0,McDonough,9,Central,Mostly Urban,29.5,32550,6334.0,19459.3
2012,56,111.0,McHenry,22,Northern - Collar,Mostly Urban,9.9,308180,23277.0,7553.1
2012,57,113.0,McLean,11,Central,Mostly Urban,16.5,172718,23938.0,13859.6
2012,58,115.0,Macon,6,Central,Mostly Urban,15.3,110130,23220.0,21084.2
2012,59,117.0,Macoupin,7,Central,Mostly Rural,58.5,47052,6339.0,13472.3
2012,60,119.0,Madison,3,Southern,Mostly Urban,13.3,268103,34325.0,12802.9
2012,61,121.0,Marion,4,Southern,Mostly Urban,45.1,39009,6842.0,17539.5
2012,62,123.0,Marshall,10,Central,Completely Rural,100.0,12252,1196.0,9761.7
2012,63,125.0,Mason,8,Central,Mostly Rural,77.5,14320,2148.0,15000.0
2012,64,127.0,Massac,1,Southern,Mostly Rural,50.5,15064,2597.0,17239.8
2012,65,129.0,Menard,8,Central,Mostly Rural,75.7,12690,1260.0,9929.1
2012,66,131.0,Mercer,14,Central,Mostly Rural,77.8,16163,1349.0,8346.2
2012,67,133.0,Monroe,20,Southern,Mostly Urban,41.4,33261,1485.0,4464.7
2012,68,135.0,Montgomery,4,Central,Mostly Urban,41.6,29614,3652.0,12332.0
2012,69,137.0,Morgan,7,Central,Mostly Urban,36.2,35313,4383.0,12411.9
2012,70,139.0,Moultrie,6,Central,Mostly Rural,69.2,14873,1501.0,10092.1
2012,71,141.0,Ogle,15,Northern - Other,Mostly Urban,47.1,52786,5412.0,10252.7
2012,72,143.0,Peoria,10,Central,Mostly Urban,14.6,187314,35224.0,18804.8
2012,73,145.0,Perry,20,Southern,Mostly Urban,43.6,21844,3393.0,15532.9
2012,74,147.0,Piatt,6,Central,Mostly Rural,67.7,16500,1182.0,7163.6
2012,75,149.0,Pike,8,Central,Mostly Rural,72.3,16233,2519.0,15517.8
2012,76,151.0,Pope,1,Southern,Completely Rural,100.0,4454,877.0,19690.2
2012,77,153.0,Pulaski,1,Southern,Completely Rural,100.0,5957,1462.0,24542.6
2012,78,155.0,Putnam,10,Central,Completely Rural,100.0,5910,510.0,8629.4
2012,79,157.0,Randolph,20,Southern,Mostly Urban,42.6,33073,4140.0,12517.8
2012,80,159.0,Richland,2,Southern,Mostly Urban,43.5,16133,2273.0,14089.1
2012,81,161.0,Rock Island,14,Central,Mostly Urban,10.9,147699,19943.0,13502.5
