year,id,fips_number,county_name,judicial_circuit,region,community_type,percent_rural,population,new_court,offense_type_drug,offense_type_other,offense_type_person,offense_type_property,offense_type_sex,offense_type_violent,sex_female,sex_male,technical_violation_other,new_court_rate,offense_type_drug_rate,offense_type_other_rate,offense_type_person_rate,offense_type_property_rate,offense_type_sex_rate,offense_type_violent_rate,sex_female_rate,sex_male_rate,technical_violation_other_rate
1997,40,79.0,Jasper,4,Southern,Mostly Rural,69.9,13059.0,5.0,1.0,1.0,,3.0,,,,5.0,2.0,38.3,7.7,7.7,,23.0,,,,38.3,15.3
1997,41,81.0,Jefferson,2,Southern,Mostly Rural,58.8,49040.0,42.0,13.0,1.0,12.0,14.0,2.0,14.0,1.0,41.0,5.0,85.6,26.5,2.0,24.5,28.5,4.1,28.5,2.0,83.6,10.2
1997,42,83.0,Jersey,7,Southern,Mostly Rural,60.6,26722.0,20.0,,1.0,7.0,11.0,1.0,8.0,1.0,19.0,1.0,74.8,,3.7,26.2,41.2,3.7,29.9,3.7,71.1,3.7
1997,43,85.0,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,27357.0,11.0,2.0,1.0,1.0,5.0,2.0,3.0,1.0,10.0,,40.2,7.3,3.7,3.7,18.3,7.3,11.0,3.7,36.6,
1997,44,87.0,Johnson,1,Southern,Completely Rural,100.0,14903.0,22.0,2.0,3.0,3.0,12.0,2.0,5.0,1.0,21.0,,147.6,13.4,20.1,20.1,80.5,13.4,33.6,6.7,140.9,
1997,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,485729.0,511.0,132.0,14.0,164.0,174.0,27.0,188.0,46.0,465.0,21.0,105.2,27.2,2.9,33.8,35.8,5.6,38.7,9.5,95.7,4.3
1997,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,130035.0,195.0,59.0,1.0,49.0,69.0,17.0,65.0,17.0,178.0,14.0,150.0,45.4,0.8,37.7,53.1,13.1,50.0,13.1,136.9,10.8
1997,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,63050.0,26.0,2.0,1.0,5.0,16.0,2.0,6.0,,26.0,4.0,41.2,3.2,1.6,7.9,25.4,3.2,9.5,,41.2,6.3
1997,48,95.0,Knox,9,Central,Mostly Urban,24.3,68163.0,83.0,22.0,2.0,19.0,37.0,3.0,22.0,7.0,76.0,9.0,121.8,32.3,2.9,27.9,54.3,4.4,32.3,10.3,111.5,13.2
1997,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,779287.0,841.0,291.0,41.0,183.0,291.0,35.0,212.0,80.0,761.0,33.0,107.9,37.3,5.3,23.5,37.3,4.5,27.2,10.3,97.7,4.2
1997,50,99.0,LaSalle,13,Northern - Other,Mostly Urban,30.2,137727.0,139.0,24.0,9.0,26.0,70.0,10.0,35.0,13.0,126.0,13.0,100.9,17.4,6.5,18.9,50.8,7.3,25.4,9.4,91.5,9.4
1997,51,101.0,Lawrence,2,Southern,Mostly Rural,58.0,19303.0,10.0,,1.0,3.0,6.0,,3.0,,10.0,1.0,51.8,,5.2,15.5,31.1,,15.5,,51.8,5.2
1997,52,103.0,Lee,15,Northern - Other,Mostly Rural,53.2,44766.0,39.0,3.0,6.0,7.0,22.0,1.0,8.0,5.0,34.0,6.0,87.1,6.7,13.4,15.6,49.1,2.2,17.9,11.2,76.0,13.4
1997,53,105.0,Livingston,11,Central,Mostly Urban,40.8,49335.0,43.0,12.0,3.0,7.0,18.0,3.0,10.0,7.0,36.0,2.0,87.2,24.3,6.1,14.2,36.5,6.1,20.3,14.2,73.0,4.1
1997,54,107.0,Logan,11,Central,Mostly Urban,39.9,37745.0,41.0,7.0,7.0,7.0,18.0,2.0,8.0,3.0,38.0,2.0,108.6,18.5,18.5,18.5,47.7,5.3,21.2,7.9,100.7,5.3
1997,55,109.0,McDonough,9,Central,Mostly Urban,29.5,39207.0,21.0,2.0,1.0,6.0,10.0,2.0,8.0,2.0,19.0,2.0,53.6,5.1,2.6,15.3,25.5,5.1,20.4,5.1,48.5,5.1
1997,56,111.0,McHenry,22,Northern - Collar,Mostly Urban,9.9,312152.0,159.0,58.0,10.0,27.0,55.0,9.0,36.0,17.0,142.0,10.0,50.9,18.6,3.2,8.6,17.6,2.9,11.5,5.4,45.5,3.2
1997,57,113.0,McLean,11,Central,Mostly Urban,16.5,176984.0,294.0,86.0,31.0,57.0,105.0,15.0,72.0,31.0,263.0,25.0,166.1,48.6,17.5,32.2,59.3,8.5,40.7,17.5,148.6,14.1
1997,58,115.0,Macon,6,Central,Mostly Urban,15.3,143480.0,417.0,68.0,21.0,116.0,195.0,17.0,128.0,38.0,379.0,23.0,290.6,47.4,14.6,80.8,135.9,11.8,89.2,26.5,264.1,16.0
1997,59,117.0,Macoupin,7,Central,Mostly Rural,58.5,60457.0,49.0,7.0,2.0,5.0,29.0,6.0,11.0,6.0,43.0,5.0,81.0,11.6,3.3,8.3,48.0,9.9,18.2,9.9,71.1,8.3
1997,60,119.0,Madison,3,Southern,Mostly Urban,13.3,320683.0,344.0,84.0,7.0,76.0,162.0,15.0,91.0,27.0,317.0,51.0,107.3,26.2,2.2,23.7,50.5,4.7,28.4,8.4,98.9,15.9
1997,61,121.0,Marion,4,Southern,Mostly Urban,45.1,52412.0,82.0,21.0,8.0,14.0,34.0,5.0,19.0,7.0,75.0,8.0,156.5,40.1,15.3,26.7,64.9,9.5,36.3,13.4,143.1,15.3
1997,62,123.0,Marshall,10,Central,Completely Rural,100.0,15991.0,3.0,,,1.0,2.0,,1.0,,3.0,,18.8,,,6.3,12.5,,6.3,,18.8,
1997,63,125.0,Mason,8,Central,Mostly Rural,77.5,20181.0,20.0,5.0,,1.0,9.0,5.0,6.0,,20.0,1.0,99.1,24.8,,5.0,44.6,24.8,29.7,,99.1,5.0
1997,64,127.0,Massac,1,Southern,Mostly Rural,50.5,18769.0,21.0,3.0,5.0,3.0,9.0,1.0,4.0,,21.0,3.0,111.9,16.0,26.6,16.0,48.0,5.3,21.3,,111.9,16.0
1997,65,129.0,Menard,8,Central,Mostly Rural,75.7,15378.0,7.0,,,,6.0,1.0,1.0,,7.0,7.0,45.5,,,,39.0,6.5,6.5,,45.5,45.5
1997,66,131.0,Mercer,14,Central,Mostly Rural,77.8,21095.0,10.0,2.0,,4.0,3.0,1.0,5.0,,10.0,,47.4,9.5,,19.0,14.2,4.7,23.7,,47.4,
1997,67,133.0,Monroe,20,Southern,Mostly Urban,41.4,32463.0,8.0,,,4.0,4.0,,4.0,,8.0,2.0,24.6,,,12.3,12.3,,12.3,,24.6,6.2
1997,68,135.0,Montgomery,4,Central,Mostly Urban,41.6,38198.0,47.0,2.0,7.0,7.0,26.0,5.0,12.0,1.0,46.0,7.0,123.0,5.2,18.3,18.3,68.1,13.1,31.4,2.6,120.4,18.3
1997,69,137.0,Morgan,7,Central,Mostly Urban,36.2,44929.0,48.0,15.0,1.0,12.0,17.0,3.0,15.0,6.0,42.0,10.0,106.8,33.4,2.2,26.7,37.8,6.7,33.4,13.4,93.5,22.3
1997,70,139.0,Moultrie,6,Central,Mostly Rural,69.2,17733.0,13.0,3.0,3.0,1.0,5.0,1.0,2.0,1.0,12.0,4.0,73.3,16.9,16.9,5.6,28.2,5.6,11.3,5.6,67.7,22.6
1997,71,141.0,Ogle,15,Northern - Other,Mostly Urban,47.1,63155.0,34.0,8.0,1.0,5.0,16.0,4.0,9.0,,34.0,4.0,53.8,12.7,1.6,7.9,25.3,6.3,14.3,,53.8,6.3
1997,72,143.0,Peoria,10,Central,Mostly Urban,14.6,229327.0,301.0,48.0,5.0,95.0,118.0,35.0,112.0,56.0,245.0,28.0,131.3,20.9,2.2,41.4,51.5,15.3,48.8,24.4,106.8,12.2
1997,73,145.0,Perry,20,Southern,Mostly Urban,43.6,26379.0,18.0,3.0,,6.0,9.0,,6.0,,18.0,4.0,68.2,11.4,,22.7,34.1,,22.7,,68.2,15.2
1997,74,147.0,Piatt,6,Central,Mostly Rural,67.7,20222.0,9.0,2.0,,4.0,3.0,,4.0,1.0,8.0,,44.5,9.9,,19.8,14.8,,19.8,4.9,39.6,
1997,75,149.0,Pike,8,Central,Mostly Rural,72.3,21674.0,26.0,5.0,2.0,3.0,15.0,1.0,4.0,2.0,24.0,1.0,120.0,23.1,9.2,13.8,69.2,4.6,18.5,9.2,110.7,4.6
1997,76,151.0,Pope,1,Southern,Completely Rural,100.0,5272.0,1.0,,,1.0,,,1.0,,1.0,1.0,19.0,,,19.0,,,19.0,,19.0,19.0
1997,77,153.0,Pulaski,1,Southern,Completely Rural,100.0,9298.0,9.0,3.0,,,5.0,1.0,1.0,,9.0,4.0,96.8,32.3,,,53.8,10.8,10.8,,96.8,43.0
1997,78,155.0,Putnam,10,Central,Completely Rural,100.0,7397.0,2.0,1.0,,1.0,,,1.0,,2.0,,27.0,13.5,,13.5,,,13.5,,27.0,
1997,79,157.0,Randolph,20,Southern,Mostly Urban,42.6,41224.0,52.0,6.0,11.0,5.0,26.0,4.0,9.0,6.0,46.0,6.0,126.1,14.6,26.7,12.1,63.1,9.7,21.8,14.6,111.6,14.6
1997,80,159.0,Richland,2,Southern,Mostly Urban,43.5,20455.0,27.0,5.0,2.0,3.0,16.0,1.0,4.0,2.0,25.0,5.0,132.0,24.4,9.8,14.7,78.2,4.9,19.6,9.8,122.2,24.4
1997,81,161.0,Rock Island,14,Central,Mostly Urban,10.9,184629.0,322.0,80.0,16.0,80.0,128.0,18.0,97.0,41.0,281.0,11.0,174.4,43.3,8.7,43.3,69.3,9.7,52.5,22.2,152.2,6.0
1997,82,163.0,St. Clair,20,Southern,Mostly Urban,9.8,330529.0,303.0,38.0,11.0,106.0,134.0,14.0,120.0,17.0,286.0,42.0,91.7,11.5,3.3,32.1,40.5,4.2,36.3,5.1,86.5,12.7
1997,83,165.0,Saline,1,Southern,Mostly Urban,43.7,32961.0,37.0,4.0,6.0,2.0,17.0,8.0,10.0,3.0,34.0,4.0,112.3,12.1,18.2,6.1,51.6,24.3,30.3,9.1,103.2,12.1
1997,84,167.0,Sangamon,7,Central,Mostly Urban,14.1,235348.0,299.0,66.0,13.0,78.0,121.0,21.0,90.0,34.0,265.0,49.0,127.0,28.0,5.5,33.1,51.4,8.9,38.2,14.4,112.6,20.8
1997,85,169.0,Schuyler,8,Central,Mostly Rural,57.6,9081.0,4.0,,,,3.0,1.0,1.0,,4.0,,44.0,,,,33.0,11.0,11.0,,44.0,
1997,86,171.0,Scott,7,Central,Completely Rural,100.0,6887.0,3.0,,,,3.0,,,,3.0,1.0,43.6,,,,43.6,,,,43.6,14.5
1997,87,173.0,Shelby,4,Central,Mostly Rural,77.7,28623.0,7.0,,,1.0,5.0,1.0,2.0,,7.0,,24.5,,,3.5,17.5,3.5,7.0,,24.5,
1997,88,175.0,Stark,10,Central,Completely Rural,100.0,7949.0,3.0,,2.0,,1.0,,,,3.0,,37.7,,25.2,,12.6,,,,37.7,
1997,89,177.0,Stephenson,15,Northern - Other,Mostly Urban,40.1,61290.0,113.0,14.0,4.0,27.0,62.0,6.0,32.0,14.0,99.0,12.0,184.4,22.8,6.5,44.1,101.2,9.8,52.2,22.8,161.5,19.6
1997,90,179.0,Tazewell,10,Central,Mostly Urban,20.4,158445.0,108.0,3.0,4.0,28.0,65.0,8.0,36.0,10.0,98.0,6.0,68.2,1.9,2.5,17.7,41.0,5.0,22.7,6.3,61.9,3.8
1997,91,181.0,Union,1,Southern,Mostly Rural,65.9,22347.0,20.0,1.0,,5.0,12.0,2.0,7.0,,20.0,2.0,89.5,4.5,,22.4,53.7,8.9,31.3,,89.5,8.9
1997,92,183.0,Vermilion,5,Central,Mostly Urban,31.3,105876.0,130.0,42.0,10.0,24.0,44.0,10.0,34.0,15.0,115.0,24.0,122.8,39.7,9.4,22.7,41.6,9.4,32.1,14.2,108.6,22.7
1997,93,185.0,Wabash,2,Southern,Mostly Urban,38.9,16083.0,23.0,3.0,1.0,6.0,13.0,,6.0,2.0,21.0,1.0,143.0,18.7,6.2,37.3,80.8,,37.3,12.4,130.6,6.2
1997,94,187.0,Warren,9,Central,Mostly Urban,45.5,23278.0,20.0,,,3.0,15.0,2.0,5.0,,20.0,4.0,85.9,,,12.9,64.4,8.6,21.5,,85.9,17.2
1997,95,189.0,Washington,20,Southern,Mostly Rural,73.6,19008.0,15.0,,4.0,2.0,7.0,2.0,4.0,2.0,13.0,3.0,78.9,,21.0,10.5,36.8,10.5,21.0,10.5,68.4,15.8
1997,96,191.0,Wayne,2,Southern,Mostly Rural,69.9,21063.0,30.0,4.0,4.0,1.0,15.0,6.0,7.0,2.0,28.0,6.0,142.4,19.0,19.0,4.7,71.2,28.5,33.2,9.5,132.9,28.5
1997,97,193.0,White,2,Southern,Mostly Rural,62.0,18869.0,9.0,1.0,1.0,,6.0,1.0,1.0,,9.0,2.0,47.7,5.3,5.3,,31.8,5.3,5.3,,47.7,10.6
1997,98,195.0,Whiteside,14,Northern - Other,Mostly Urban,37.3,75674.0,161.0,31.0,25.0,21.0,71.0,13.0,34.0,14.0,147.0,15.0,212.8,41.0,33.0,27.8,93.8,17.2,44.9,18.5,194.3,19.8
1997,99,197.0,Will,12,Northern - Collar,Mostly Urban,3.9,580062.0,443.0,131.0,11.0,137.0,149.0,15.0,152.0,44.0,399.0,26.0,76.4,22.6,1.9,23.6,25.7,2.6,26.2,7.6,68.8,4.5
1997,100,199.0,Williamson,1,Southern,Mostly Urban,34.8,74739.0,47.0,3.0,1.0,14.0,24.0,5.0,19.0,2.0,45.0,15.0,62.9,4.0,1.3,18.7,32.1,6.7,25.4,2.7,60.2,20.1
1997,101,201.0,Winnebago,17,Northern - Other,Mostly Urban,7.9,342531.0,461.0,121.0,6.0,148.0,161.0,25.0,171.0,47.0,414.0,58.0,134.6,35.3,1.8,43.2,47.0,7.3,49.9,13.7,120.9,16.9
1997,102,203.0,Woodford,11,Central,Mostly Rural,54.9,43860.0,20.0,1.0,5.0,2.0,9.0,3.0,4.0,3.0,17.0,,45.6,2.3,11.4,4.6,20.5,6.8,9.1,6.8,38.8,
1998,1,1.0,Adams,8,Central,Mostly Urban,32.6,85013.0,163.0,46.0,12.0,40.0,54.0,11.0,50.0,11.0,152.0,19.0,191.7,54.1,14.1,47.1,63.5,12.9,58.8,12.9,178.8,22.3
1998,2,3.0,Alexander,1,Southern,Mostly Rural,61.9,12052.0,15.0,2.0,1.0,7.0,3.0,2.0,9.0,,15.0,6.0,124.5,16.6,8.3,58.1,24.9,16.6,74.7,,124.5,49.8
1998,3,5.0,Bond,3,Southern,Mostly Rural,60.7,21275.0,12.0,,,2.0,9.0,1.0,3.0,2.0,10.0,1.0,56.4,,,9.4,42.3,4.7,14.1,9.4,47.0,4.7
1998,4,7.0,Boone,17,Northern - Other,Mostly Urban,19.4,51036.0,55.0,18.0,1.0,9.0,24.0,3.0,12.0,7.0,48.0,3.0,107.8,35.3,2.0,17.6,47.0,5.9,23.5,13.7,94.1,5.9
1998,5,9.0,Brown,8,Central,Mostly Urban,41.1,8083.0,2.0,,1.0,,,1.0,1.0,,2.0,1.0,24.7,,12.4,,,12.4,12.4,,24.7,12.4
1998,6,11.0,Bureau,13,Central,Mostly Rural,57.4,43988.0,55.0,26.0,2.0,5.0,17.0,5.0,10.0,6.0,49.0,2.0,125.0,59.1,4.5,11.4,38.6,11.4,22.7,13.6,111.4,4.5
1998,7,13.0,Calhoun,8,Southern,Completely Rural,100.0,6196.0,6.0,,1.0,2.0,3.0,,2.0,,6.0,,96.8,,16.1,32.3,48.4,,32.3,,96.8,
1998,8,15.0,Carroll,15,Northern - Other,Mostly Rural,81.9,20869.0,28.0,4.0,2.0,6.0,14.0,2.0,8.0,3.0,25.0,3.0,134.2,19.2,9.6,28.8,67.1,9.6,38.3,14.4,119.8,14.4
1998,9,17.0,Cass,8,Central,Mostly Rural,52.1,16946.0,16.0,3.0,2.0,,8.0,3.0,3.0,,16.0,1.0,94.4,17.7,11.8,,47.2,17.7,17.7,,94.4,5.9
1998,10,19.0,Champaign,6,Central,Mostly Urban,12.7,213127.0,468.0,134.0,27.0,116.0,173.0,18.0,129.0,57.0,411.0,65.0,219.6,62.9,12.7,54.4,81.2,8.4,60.5,26.7,192.8,30.5
1998,11,21.0,Christian,4,Central,Mostly Urban,43.5,43691.0,46.0,4.0,1.0,11.0,20.0,10.0,20.0,3.0,43.0,11.0,105.3,9.2,2.3,25.2,45.8,22.9,45.8,6.9,98.4,25.2
1998,12,23.0,Clark,5,Southern,Mostly Rural,59.5,20941.0,5.0,1.0,,1.0,3.0,,1.0,,5.0,2.0,23.9,4.8,,4.8,14.3,,4.8,,23.9,9.6
1998,13,25.0,Clay,4,Southern,Mostly Rural,64.7,18069.0,23.0,4.0,,3.0,12.0,4.0,7.0,3.0,20.0,,127.3,22.1,,16.6,66.4,22.1,38.7,16.6,110.7,
1998,14,27.0,Clinton,4,Southern,Mostly Urban,48.8,44087.0,46.0,1.0,4.0,5.0,29.0,7.0,12.0,5.0,41.0,7.0,104.3,2.3,9.1,11.3,65.8,15.9,27.2,11.3,93.0,15.9
1998,15,29.0,Coles,5,Central,Mostly Urban,24.3,63563.0,86.0,17.0,9.0,17.0,33.0,10.0,25.0,3.0,83.0,8.0,135.3,26.7,14.2,26.7,51.9,15.7,39.3,4.7,130.6,12.6
1998,16,31.0,Cook,co,Northern - Cook,Completely Urban,0.0,6662832.0,14932.0,7152.0,153.0,3602.0,3671.0,354.0,3933.0,1421.0,13511.0,858.0,224.1,107.3,2.3,54.1,55.1,5.3,59.0,21.3,202.8,12.9
1998,17,33.0,Crawford,2,Southern,Mostly Rural,60.2,25241.0,23.0,9.0,1.0,3.0,9.0,1.0,4.0,2.0,21.0,3.0,91.1,35.7,4.0,11.9,35.7,4.0,15.8,7.9,83.2,11.9
1998,18,35.0,Cumberland,5,Southern,Completely Rural,100.0,13996.0,4.0,,1.0,,3.0,,,,4.0,3.0,28.6,,7.1,,21.4,,,,28.6,21.4
1998,19,37.0,DeKalb,23,Northern - Other,Mostly Urban,20.3,105257.0,75.0,16.0,2.0,12.0,42.0,3.0,15.0,6.0,69.0,19.0,71.3,15.2,1.9,11.4,39.9,2.9,14.3,5.7,65.6,18.1
1998,20,39.0,De Witt,6,Central,Mostly Urban,48.8,20722.0,21.0,1.0,1.0,4.0,14.0,1.0,5.0,1.0,20.0,2.0,101.3,4.8,4.8,19.3,67.6,4.8,24.1,4.8,96.5,9.7
1998,21,41.0,Douglas,6,Central,Mostly Rural,61.6,25026.0,13.0,2.0,,2.0,7.0,2.0,4.0,,13.0,2.0,51.9,8.0,,8.0,28.0,8.0,16.0,,51.9,8.0
1998,22,43.0,DuPage,18,Northern - Collar,Completely Urban,0.0,1111765.0,624.0,123.0,44.0,93.0,336.0,28.0,117.0,95.0,529.0,30.0,56.1,11.1,4.0,8.4,30.2,2.5,10.5,8.5,47.6,2.7
1998,23,45.0,Edgar,5,Central,Mostly Rural,51.8,24592.0,22.0,,1.0,7.0,13.0,1.0,8.0,,22.0,6.0,89.5,,4.1,28.5,52.9,4.1,32.5,,89.5,24.4
1998,24,47.0,Edwards,2,Southern,Completely Rural,100.0,8570.0,6.0,,,2.0,4.0,,2.0,,6.0,,70.0,,,23.3,46.7,,23.3,,70.0,
1998,25,49.0,Effingham,4,Southern,Mostly Rural,59.7,43211.0,25.0,9.0,1.0,6.0,7.0,2.0,8.0,,25.0,7.0,57.9,20.8,2.3,13.9,16.2,4.6,18.5,,57.9,16.2
1998,26,51.0,Fayette,4,Southern,Mostly Rural,67.0,26868.0,21.0,2.0,2.0,2.0,13.0,2.0,4.0,2.0,19.0,4.0,78.2,7.4,7.4,7.4,48.4,7.4,14.9,7.4,70.7,14.9
1998,27,53.0,Ford,11,Central,Mostly Urban,41.8,17725.0,9.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,8.0,6.0,50.8,5.6,11.3,5.6,22.6,5.6,11.3,5.6,45.1,33.9
1998,28,55.0,Franklin,2,Southern,Mostly Urban,48.6,47980.0,31.0,3.0,3.0,5.0,19.0,1.0,6.0,2.0,29.0,8.0,64.6,6.3,6.3,10.4,39.6,2.1,12.5,4.2,60.4,16.7
1998,29,57.0,Fulton,9,Central,Mostly Rural,60.0,46612.0,37.0,6.0,1.0,8.0,19.0,3.0,11.0,2.0,35.0,8.0,79.4,12.9,2.1,17.2,40.8,6.4,23.6,4.3,75.1,17.2
1998,30,59.0,Gallatin,2,Southern,Completely Rural,100.0,7879.0,6.0,,,,4.0,2.0,2.0,,6.0,1.0,76.2,,,,50.8,25.4,25.4,,76.2,12.7
1998,31,61.0,Greene,7,Central,Mostly Rural,70.8,18626.0,6.0,,2.0,1.0,3.0,,1.0,,6.0,3.0,32.2,,10.7,5.4,16.1,,5.4,,32.2,16.1
1998,32,63.0,Grundy,13,Northern - Other,Mostly Urban,24.4,46036.0,23.0,4.0,2.0,7.0,8.0,2.0,9.0,3.0,20.0,1.0,50.0,8.7,4.3,15.2,17.4,4.3,19.5,6.5,43.4,2.2
1998,33,65.0,Hamilton,2,Southern,Mostly Rural,68.1,10665.0,5.0,,,1.0,4.0,,1.0,,5.0,1.0,46.9,,,9.4,37.5,,9.4,,46.9,9.4
1998,34,67.0,Hancock,9,Central,Mostly Rural,71.0,25357.0,11.0,,,1.0,9.0,1.0,2.0,1.0,10.0,1.0,43.4,,,3.9,35.5,3.9,7.9,3.9,39.4,3.9
1998,35,69.0,Hardin,2,Southern,Completely Rural,100.0,5803.0,3.0,,,2.0,1.0,,2.0,1.0,2.0,1.0,51.7,,,34.5,17.2,,34.5,17.2,34.5,17.2
1998,36,71.0,Henderson,9,Central,Mostly Rural,99.7,10132.0,9.0,2.0,1.0,2.0,4.0,,2.0,,9.0,1.0,88.8,19.7,9.9,19.7,39.5,,19.7,,88.8,9.9
1998,37,73.0,Henry,14,Central,Mostly Rural,50.3,63076.0,83.0,25.0,11.0,14.0,27.0,6.0,20.0,10.0,73.0,7.0,131.6,39.6,17.4,22.2,42.8,9.5,31.7,15.9,115.7,11.1
1998,38,75.0,Iroquois,21,Central,Mostly Rural,71.7,39099.0,16.0,1.0,,3.0,10.0,2.0,5.0,1.0,15.0,4.0,40.9,2.6,,7.7,25.6,5.1,12.8,2.6,38.4,10.2
1998,39,77.0,Jackson,1,Southern,Mostly Urban,37.2,71316.0,58.0,5.0,,12.0,38.0,3.0,14.0,5.0,53.0,25.0,81.3,7.0,,16.8,53.3,4.2,19.6,7.0,74.3,35.1
1998,40,79.0,Jasper,4,Southern,Mostly Rural,69.9,12971.0,12.0,3.0,1.0,4.0,4.0,,4.0,2.0,10.0,,92.5,23.1,7.7,30.8,30.8,,30.8,15.4,77.1,
1998,41,81.0,Jefferson,2,Southern,Mostly Rural,58.8,48965.0,29.0,11.0,1.0,8.0,8.0,1.0,9.0,,29.0,9.0,59.2,22.5,2.0,16.3,16.3,2.0,18.4,,59.2,18.4
1998,42,83.0,Jersey,7,Southern,Mostly Rural,60.6,26914.0,20.0,3.0,,6.0,11.0,,6.0,,20.0,3.0,74.3,11.1,,22.3,40.9,,22.3,,74.3,11.1
1998,43,85.0,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,27097.0,9.0,2.0,,5.0,1.0,1.0,6.0,2.0,7.0,1.0,33.2,7.4,,18.5,3.7,3.7,22.1,7.4,25.8,3.7
1998,44,87.0,Johnson,1,Southern,Completely Rural,100.0,15183.0,29.0,3.0,3.0,2.0,20.0,1.0,3.0,3.0,26.0,4.0,191.0,19.8,19.8,13.2,131.7,6.6,19.8,19.8,171.2,26.3
1998,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,497264.0,496.0,158.0,13.0,159.0,142.0,24.0,180.0,39.0,457.0,56.0,99.7,31.8,2.6,32.0,28.6,4.8,36.2,7.8,91.9,11.3
1998,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,130057.0,188.0,37.0,6.0,64.0,65.0,16.0,80.0,16.0,172.0,13.0,144.6,28.4,4.6,49.2,50.0,12.3,61.5,12.3,132.2,10.0
1998,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,65368.0,45.0,11.0,2.0,9.0,21.0,2.0,11.0,6.0,39.0,2.0,68.8,16.8,3.1,13.8,32.1,3.1,16.8,9.2,59.7,3.1
1998,48,95.0,Knox,9,Central,Mostly Urban,24.3,68032.0,62.0,17.0,1.0,16.0,22.0,6.0,21.0,4.0,58.0,13.0,91.1,25.0,1.5,23.5,32.3,8.8,30.9,5.9,85.3,19.1
1998,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,794345.0,836.0,263.0,47.0,200.0,286.0,40.0,238.0,82.0,754.0,57.0,105.2,33.1,5.9,25.2,36.0,5.0,30.0,10.3,94.9,7.2
1998,50,99.0,LaSalle,13,Northern - Other,Mostly Urban,30.2,138065.0,163.0,52.0,10.0,18.0,69.0,14.0,30.0,15.0,148.0,23.0,118.1,37.7,7.2,13.0,50.0,10.1,21.7,10.9,107.2,16.7
1998,51,101.0,Lawrence,2,Southern,Mostly Rural,58.0,19075.0,17.0,,2.0,3.0,11.0,1.0,4.0,,17.0,,89.1,,10.5,15.7,57.7,5.2,21.0,,89.1,
1998,52,103.0,Lee,15,Northern - Other,Mostly Rural,53.2,44643.0,41.0,5.0,12.0,4.0,18.0,2.0,5.0,5.0,36.0,7.0,91.8,11.2,26.9,9.0,40.3,4.5,11.2,11.2,80.6,15.7
1998,53,105.0,Livingston,11,Central,Mostly Urban,40.8,49069.0,39.0,8.0,3.0,5.0,18.0,5.0,10.0,6.0,33.0,2.0,79.5,16.3,6.1,10.2,36.7,10.2,20.4,12.2,67.3,4.1
1998,54,107.0,Logan,11,Central,Mostly Urban,39.9,38074.0,43.0,8.0,5.0,12.0,16.0,2.0,14.0,8.0,35.0,8.0,112.9,21.0,13.1,31.5,42.0,5.3,36.8,21.0,91.9,21.0
1998,55,109.0,McDonough,9,Central,Mostly Urban,29.5,39039.0,25.0,4.0,,11.0,8.0,2.0,13.0,1.0,24.0,7.0,64.0,10.2,,28.2,20.5,5.1,33.3,2.6,61.5,17.9
1998,56,111.0,McHenry,22,Northern - Collar,Mostly Urban,9.9,319743.0,144.0,38.0,8.0,21.0,63.0,14.0,33.0,9.0,135.0,13.0,45.0,11.9,2.5,6.6,19.7,4.4,10.3,2.8,42.2,4.1
1998,57,113.0,McLean,11,Central,Mostly Urban,16.5,179416.0,294.0,107.0,20.0,44.0,104.0,19.0,62.0,40.0,254.0,28.0,163.9,59.6,11.1,24.5,58.0,10.6,34.6,22.3,141.6,15.6
1998,58,115.0,Macon,6,Central,Mostly Urban,15.3,142772.0,452.0,80.0,19.0,123.0,214.0,16.0,132.0,50.0,402.0,50.0,316.6,56.0,13.3,86.2,149.9,11.2,92.5,35.0,281.6,35.0
1998,59,117.0,Macoupin,7,Central,Mostly Rural,58.5,60129.0,40.0,5.0,4.0,2.0,28.0,1.0,3.0,1.0,39.0,11.0,66.5,8.3,6.7,3.3,46.6,1.7,5.0,1.7,64.9,18.3
1998,60,119.0,Madison,3,Southern,Mostly Urban,13.3,320211.0,356.0,62.0,8.0,78.0,163.0,45.0,121.0,28.0,328.0,65.0,111.2,19.4,2.5,24.4,50.9,14.1,37.8,8.7,102.4,20.3
1998,61,121.0,Marion,4,Southern,Mostly Urban,45.1,52051.0,142.0,33.0,9.0,28.0,66.0,6.0,31.0,11.0,131.0,20.0,272.8,63.4,17.3,53.8,126.8,11.5,59.6,21.1,251.7,38.4
1998,62,123.0,Marshall,10,Central,Completely Rural,100.0,16028.0,10.0,1.0,,4.0,1.0,4.0,8.0,,10.0,2.0,62.4,6.2,,25.0,6.2,25.0,49.9,,62.4,12.5
