year,id,fips_number,county_name,judicial_circuit,region,community_type,percent_rural,population,new_court,offense_type_drug,offense_type_other,offense_type_person,offense_type_property,offense_type_sex,offense_type_violent,sex_female,sex_male,technical_violation_other,new_court_rate,offense_type_drug_rate,offense_type_other_rate,offense_type_person_rate,offense_type_property_rate,offense_type_sex_rate,offense_type_violent_rate,sex_female_rate,sex_male_rate,technical_violation_other_rate
2005,62,123.0,Marshall,10,Central,Completely Rural,100.0,15818.0,13.0,6.0,1.0,2.0,2.0,2.0,4.0,,13.0,1.0,82.2,37.9,6.3,12.6,12.6,12.6,25.3,,82.2,6.3
2005,63,125.0,Mason,8,Central,Mostly Rural,77.5,18932.0,17.0,8.0,2.0,,3.0,4.0,4.0,2.0,15.0,9.0,89.8,42.3,10.6,,15.8,21.1,21.1,10.6,79.2,47.5
2005,64,127.0,Massac,1,Southern,Mostly Rural,50.5,18505.0,42.0,10.0,4.0,9.0,17.0,2.0,11.0,1.0,41.0,18.0,227.0,54.0,21.6,48.6,91.9,10.8,59.4,5.4,221.6,97.3
2005,65,129.0,Menard,8,Central,Mostly Rural,75.7,15210.0,7.0,3.0,,1.0,2.0,1.0,2.0,,7.0,7.0,46.0,19.7,,6.6,13.1,6.6,13.1,,46.0,46.0
2005,66,131.0,Mercer,14,Central,Mostly Rural,77.8,20160.0,13.0,2.0,3.0,,2.0,6.0,5.0,1.0,12.0,7.0,64.5,9.9,14.9,,9.9,29.8,24.8,5.0,59.5,34.7
2005,67,133.0,Monroe,20,Southern,Mostly Urban,41.4,38798.0,22.0,4.0,4.0,3.0,11.0,,3.0,1.0,21.0,8.0,56.7,10.3,10.3,7.7,28.4,,7.7,2.6,54.1,20.6
2005,68,135.0,Montgomery,4,Central,Mostly Urban,41.6,36103.0,87.0,25.0,13.0,16.0,32.0,1.0,17.0,14.0,73.0,38.0,241.0,69.2,36.0,44.3,88.6,2.8,47.1,38.8,202.2,105.3
2005,69,137.0,Morgan,7,Central,Mostly Urban,36.2,42843.0,71.0,20.0,7.0,8.0,30.0,6.0,12.0,8.0,63.0,16.0,165.7,46.7,16.3,18.7,70.0,14.0,28.0,18.7,147.0,37.3
2005,70,139.0,Moultrie,6,Central,Mostly Rural,69.2,17674.0,28.0,11.0,5.0,3.0,8.0,1.0,4.0,1.0,27.0,3.0,158.4,62.2,28.3,17.0,45.3,5.7,22.6,5.7,152.8,17.0
2005,71,141.0,Ogle,15,Northern - Other,Mostly Urban,47.1,67078.0,39.0,5.0,3.0,8.0,18.0,5.0,13.0,3.0,36.0,8.0,58.1,7.5,4.5,11.9,26.8,7.5,19.4,4.5,53.7,11.9
2005,72,143.0,Peoria,10,Central,Mostly Urban,14.6,224292.0,450.0,125.0,9.0,128.0,161.0,27.0,143.0,69.0,381.0,203.0,200.6,55.7,4.0,57.1,71.8,12.0,63.8,30.8,169.9,90.5
2005,73,145.0,Perry,20,Southern,Mostly Urban,43.6,27078.0,36.0,12.0,,11.0,9.0,4.0,15.0,4.0,32.0,7.0,132.9,44.3,,40.6,33.2,14.8,55.4,14.8,118.2,25.9
2005,74,147.0,Piatt,6,Central,Mostly Rural,67.7,20237.0,10.0,,5.0,1.0,4.0,,1.0,1.0,9.0,4.0,49.4,,24.7,4.9,19.8,,4.9,4.9,44.5,19.8
2005,75,149.0,Pike,8,Central,Mostly Rural,72.3,20305.0,60.0,17.0,3.0,7.0,27.0,6.0,11.0,6.0,54.0,7.0,295.5,83.7,14.8,34.5,133.0,29.5,54.2,29.5,265.9,34.5
2005,76,151.0,Pope,1,Southern,Completely Rural,100.0,4762.0,9.0,1.0,1.0,3.0,4.0,,3.0,,9.0,,189.0,21.0,21.0,63.0,84.0,,63.0,,189.0,
2005,77,153.0,Pulaski,1,Southern,Completely Rural,100.0,8237.0,13.0,1.0,4.0,5.0,3.0,,5.0,2.0,11.0,11.0,157.8,12.1,48.6,60.7,36.4,,60.7,24.3,133.5,133.5
2005,78,155.0,Putnam,10,Central,Completely Rural,100.0,7225.0,8.0,1.0,2.0,3.0,1.0,1.0,3.0,1.0,7.0,1.0,110.7,13.8,27.7,41.5,13.8,13.8,41.5,13.8,96.9,13.8
2005,79,157.0,Randolph,20,Southern,Mostly Urban,42.6,39676.0,65.0,23.0,3.0,6.0,25.0,8.0,12.0,4.0,61.0,21.0,163.8,58.0,7.6,15.1,63.0,20.2,30.2,10.1,153.7,52.9
2005,80,159.0,Richland,2,Southern,Mostly Urban,43.5,19228.0,56.0,31.0,2.0,10.0,9.0,4.0,13.0,6.0,50.0,11.0,291.2,161.2,10.4,52.0,46.8,20.8,67.6,31.2,260.0,57.2
2005,81,161.0,Rock Island,14,Central,Mostly Urban,10.9,177816.0,242.0,64.0,17.0,50.0,101.0,10.0,57.0,34.0,208.0,91.0,136.1,36.0,9.6,28.1,56.8,5.6,32.1,19.1,117.0,51.2
2005,82,163.0,St. Clair,20,Southern,Mostly Urban,9.8,322886.0,591.0,125.0,43.0,156.0,230.0,37.0,172.0,58.0,533.0,164.0,183.0,38.7,13.3,48.3,71.2,11.5,53.3,18.0,165.1,50.8
2005,83,165.0,Saline,1,Southern,Mostly Urban,43.7,31607.0,84.0,31.0,5.0,15.0,30.0,3.0,18.0,14.0,70.0,29.0,265.8,98.1,15.8,47.5,94.9,9.5,56.9,44.3,221.5,91.8
2005,84,167.0,Sangamon,7,Central,Mostly Urban,14.1,236480.0,452.0,137.0,18.0,111.0,159.0,27.0,128.0,60.0,392.0,129.0,191.1,57.9,7.6,46.9,67.2,11.4,54.1,25.4,165.8,54.6
2005,85,169.0,Schuyler,8,Central,Mostly Rural,57.6,8551.0,11.0,2.0,1.0,3.0,5.0,,3.0,1.0,10.0,6.0,128.6,23.4,11.7,35.1,58.5,,35.1,11.7,116.9,70.2
2005,86,171.0,Scott,7,Central,Completely Rural,100.0,6481.0,2.0,,,1.0,,1.0,2.0,,2.0,,30.9,,,15.4,,15.4,30.9,,30.9,
2005,87,173.0,Shelby,4,Central,Mostly Rural,77.7,26900.0,78.0,29.0,4.0,9.0,29.0,7.0,16.0,9.0,69.0,23.0,290.0,107.8,14.9,33.5,107.8,26.0,59.5,33.5,256.5,85.5
2005,88,175.0,Stark,10,Central,Completely Rural,100.0,7466.0,3.0,2.0,,,1.0,,,1.0,2.0,,40.2,26.8,,,13.4,,,13.4,26.8,
2005,89,177.0,Stephenson,15,Northern - Other,Mostly Urban,40.1,57795.0,144.0,66.0,11.0,19.0,46.0,2.0,20.0,23.0,121.0,34.0,249.2,114.2,19.0,32.9,79.6,3.5,34.6,39.8,209.4,58.8
2005,90,179.0,Tazewell,10,Central,Mostly Urban,20.4,157777.0,237.0,48.0,11.0,54.0,108.0,16.0,66.0,30.0,207.0,69.0,150.2,30.4,7.0,34.2,68.5,10.1,41.8,19.0,131.2,43.7
2005,91,181.0,Union,1,Southern,Mostly Rural,65.9,21902.0,15.0,6.0,5.0,,4.0,,,2.0,13.0,10.0,68.5,27.4,22.8,,18.3,,,9.1,59.4,45.7
2005,92,183.0,Vermilion,5,Central,Mostly Urban,31.3,100569.0,247.0,90.0,18.0,49.0,82.0,8.0,57.0,28.0,219.0,61.0,245.6,89.5,17.9,48.7,81.5,8.0,56.7,27.8,217.8,60.7
2005,93,185.0,Wabash,2,Southern,Mostly Urban,38.9,15063.0,29.0,15.0,,5.0,7.0,2.0,7.0,1.0,28.0,6.0,192.5,99.6,,33.2,46.5,13.3,46.5,6.6,185.9,39.8
2005,94,187.0,Warren,9,Central,Mostly Urban,45.5,21256.0,19.0,3.0,1.0,6.0,7.0,2.0,6.0,1.0,18.0,10.0,89.4,14.1,4.7,28.2,32.9,9.4,28.2,4.7,84.7,47.0
2005,95,189.0,Washington,20,Southern,Mostly Rural,73.6,18121.0,25.0,4.0,2.0,5.0,13.0,1.0,6.0,3.0,22.0,5.0,138.0,22.1,11.0,27.6,71.7,5.5,33.1,16.6,121.4,27.6
2005,96,191.0,Wayne,2,Southern,Mostly Rural,69.9,20188.0,32.0,15.0,1.0,8.0,6.0,2.0,10.0,4.0,28.0,20.0,158.5,74.3,5.0,39.6,29.7,9.9,49.5,19.8,138.7,99.1
2005,97,193.0,White,2,Southern,Mostly Rural,62.0,17890.0,94.0,55.0,7.0,9.0,18.0,5.0,14.0,16.0,78.0,7.0,525.4,307.4,39.1,50.3,100.6,27.9,78.3,89.4,436.0,39.1
2005,98,195.0,Whiteside,14,Northern - Other,Mostly Urban,37.3,72655.0,220.0,24.0,44.0,52.0,93.0,7.0,59.0,39.0,181.0,73.0,302.8,33.0,60.6,71.6,128.0,9.6,81.2,53.7,249.1,100.5
2005,99,197.0,Will,12,Northern - Collar,Mostly Urban,3.9,808703.0,773.0,233.0,43.0,182.0,276.0,39.0,209.0,78.0,695.0,158.0,95.6,28.8,5.3,22.5,34.1,4.8,25.8,9.6,85.9,19.5
2005,100,199.0,Williamson,1,Southern,Mostly Urban,34.8,76667.0,89.0,25.0,5.0,18.0,35.0,6.0,22.0,8.0,81.0,24.0,116.1,32.6,6.5,23.5,45.7,7.8,28.7,10.4,105.7,31.3
2005,101,201.0,Winnebago,17,Northern - Other,Mostly Urban,7.9,359456.0,860.0,200.0,59.0,205.0,334.0,62.0,240.0,110.0,750.0,256.0,239.3,55.6,16.4,57.0,92.9,17.2,66.8,30.6,208.6,71.2
2005,102,203.0,Woodford,11,Central,Mostly Rural,54.9,45898.0,55.0,15.0,9.0,6.0,19.0,6.0,10.0,5.0,50.0,15.0,119.8,32.7,19.6,13.1,41.4,13.1,21.8,10.9,108.9,32.7
2006,1,1.0,Adams,8,Central,Mostly Urban,32.6,81496.0,194.0,80.0,24.0,28.0,50.0,12.0,37.0,25.0,169.0,59.0,238.0,98.2,29.4,34.4,61.4,14.7,45.4,30.7,207.4,72.4
2006,2,3.0,Alexander,1,Southern,Mostly Rural,61.9,10312.0,24.0,4.0,3.0,3.0,13.0,1.0,4.0,4.0,20.0,6.0,232.7,38.8,29.1,29.1,126.1,9.7,38.8,38.8,193.9,58.2
2006,3,5.0,Bond,3,Southern,Mostly Rural,60.7,21665.0,25.0,5.0,3.0,4.0,9.0,4.0,8.0,3.0,22.0,13.0,115.4,23.1,13.8,18.5,41.5,18.5,36.9,13.8,101.5,60.0
2006,4,7.0,Boone,17,Northern - Other,Mostly Urban,19.4,65937.0,69.0,17.0,4.0,13.0,26.0,9.0,21.0,7.0,62.0,17.0,104.6,25.8,6.1,19.7,39.4,13.6,31.8,10.6,94.0,25.8
2006,5,9.0,Brown,8,Central,Mostly Urban,41.1,7633.0,4.0,1.0,,1.0,2.0,,1.0,,4.0,1.0,52.4,13.1,,13.1,26.2,,13.1,,52.4,13.1
2006,6,11.0,Bureau,13,Central,Mostly Rural,57.4,42711.0,58.0,23.0,4.0,6.0,21.0,4.0,8.0,7.0,51.0,9.0,135.8,53.9,9.4,14.0,49.2,9.4,18.7,16.4,119.4,21.1
2006,7,13.0,Calhoun,8,Southern,Completely Rural,100.0,6132.0,6.0,1.0,1.0,1.0,3.0,,1.0,2.0,4.0,,97.8,16.3,16.3,16.3,48.9,,16.3,32.6,65.2,
2006,8,15.0,Carroll,15,Northern - Other,Mostly Rural,81.9,19138.0,27.0,9.0,3.0,3.0,11.0,1.0,4.0,4.0,23.0,10.0,141.1,47.0,15.7,15.7,57.5,5.2,20.9,20.9,120.2,52.3
2006,9,17.0,Cass,8,Central,Mostly Rural,52.1,16738.0,20.0,1.0,6.0,2.0,11.0,,2.0,2.0,18.0,9.0,119.5,6.0,35.8,11.9,65.7,,11.9,11.9,107.5,53.8
2006,10,19.0,Champaign,6,Central,Mostly Urban,12.7,226015.0,621.0,149.0,56.0,150.0,235.0,31.0,171.0,74.0,547.0,138.0,274.8,65.9,24.8,66.4,104.0,13.7,75.7,32.7,242.0,61.1
2006,11,21.0,Christian,4,Central,Mostly Urban,43.5,42247.0,84.0,52.0,6.0,4.0,18.0,4.0,8.0,12.0,72.0,30.0,198.8,123.1,14.2,9.5,42.6,9.5,18.9,28.4,170.4,71.0
2006,12,23.0,Clark,5,Southern,Mostly Rural,59.5,20493.0,35.0,16.0,4.0,5.0,6.0,4.0,9.0,5.0,30.0,15.0,170.8,78.1,19.5,24.4,29.3,19.5,43.9,24.4,146.4,73.2
2006,13,25.0,Clay,4,Southern,Mostly Rural,64.7,16862.0,28.0,13.0,2.0,2.0,7.0,4.0,6.0,2.0,26.0,12.0,166.1,77.1,11.9,11.9,41.5,23.7,35.6,11.9,154.2,71.2
2006,14,27.0,Clinton,4,Southern,Mostly Urban,48.8,44101.0,51.0,11.0,3.0,7.0,24.0,6.0,11.0,7.0,44.0,23.0,115.6,24.9,6.8,15.9,54.4,13.6,24.9,15.9,99.8,52.2
2006,15,29.0,Coles,5,Central,Mostly Urban,24.3,61166.0,186.0,67.0,20.0,30.0,61.0,8.0,38.0,25.0,161.0,30.0,304.1,109.5,32.7,49.0,99.7,13.1,62.1,40.9,263.2,49.0
2006,16,31.0,Cook,co,Northern - Cook,Completely Urban,0.0,6470063.0,15072.0,6569.0,641.0,3264.0,3747.0,851.0,3563.0,1752.0,13320.0,6886.0,232.9,101.5,9.9,50.4,57.9,13.2,55.1,27.1,205.9,106.4
2006,17,33.0,Crawford,2,Southern,Mostly Rural,60.2,23486.0,58.0,28.0,4.0,11.0,12.0,3.0,14.0,8.0,50.0,5.0,247.0,119.2,17.0,46.8,51.1,12.8,59.6,34.1,212.9,21.3
2006,18,35.0,Cumberland,5,Southern,Completely Rural,100.0,13258.0,18.0,5.0,2.0,4.0,3.0,4.0,8.0,1.0,17.0,,135.8,37.7,15.1,30.2,22.6,30.2,60.3,7.5,128.2,
2006,19,37.0,DeKalb,23,Northern - Other,Mostly Urban,20.3,124200.0,120.0,46.0,6.0,16.0,45.0,7.0,22.0,9.0,111.0,29.0,96.6,37.0,4.8,12.9,36.2,5.6,17.7,7.2,89.4,23.3
2006,20,39.0,De Witt,6,Central,Mostly Urban,48.8,20159.0,42.0,13.0,2.0,6.0,20.0,1.0,7.0,4.0,38.0,8.0,208.3,64.5,9.9,29.8,99.2,5.0,34.7,19.8,188.5,39.7
2006,21,41.0,Douglas,6,Central,Mostly Rural,61.6,24417.0,37.0,6.0,5.0,7.0,17.0,2.0,8.0,7.0,30.0,4.0,151.5,24.6,20.5,28.7,69.6,8.2,32.8,28.7,122.9,16.4
2006,22,43.0,DuPage,18,Northern - Collar,Completely Urban,0.0,1144698.0,980.0,205.0,144.0,124.0,454.0,53.0,166.0,143.0,837.0,168.0,85.6,17.9,12.6,10.8,39.7,4.6,14.5,12.5,73.1,14.7
2006,23,45.0,Edgar,5,Central,Mostly Rural,51.8,22804.0,75.0,35.0,7.0,9.0,20.0,4.0,12.0,9.0,66.0,27.0,328.9,153.5,30.7,39.5,87.7,17.5,52.6,39.5,289.4,118.4
2006,24,47.0,Edwards,2,Southern,Completely Rural,100.0,7832.0,9.0,3.0,,3.0,3.0,,3.0,1.0,8.0,,114.9,38.3,,38.3,38.3,,38.3,12.8,102.1,
2006,25,49.0,Effingham,4,Southern,Mostly Rural,59.7,42727.0,61.0,26.0,4.0,10.0,15.0,6.0,16.0,6.0,55.0,16.0,142.8,60.9,9.4,23.4,35.1,14.0,37.4,14.0,128.7,37.4
2006,26,51.0,Fayette,4,Southern,Mostly Rural,67.0,25564.0,54.0,21.0,7.0,8.0,18.0,,8.0,12.0,42.0,20.0,211.2,82.1,27.4,31.3,70.4,,31.3,46.9,164.3,78.2
2006,27,53.0,Ford,11,Central,Mostly Urban,41.8,17180.0,12.0,1.0,,3.0,5.0,3.0,5.0,,12.0,3.0,69.8,5.8,,17.5,29.1,17.5,29.1,,69.8,17.5
2006,28,55.0,Franklin,2,Southern,Mostly Urban,48.6,47766.0,61.0,26.0,2.0,7.0,19.0,7.0,15.0,5.0,56.0,12.0,127.7,54.4,4.2,14.7,39.8,14.7,31.4,10.5,117.2,25.1
2006,29,57.0,Fulton,9,Central,Mostly Rural,60.0,44378.0,47.0,8.0,5.0,12.0,16.0,6.0,17.0,8.0,39.0,35.0,105.9,18.0,11.3,27.0,36.1,13.5,38.3,18.0,87.9,78.9
2006,30,59.0,Gallatin,2,Southern,Completely Rural,100.0,7249.0,11.0,7.0,,,4.0,,,1.0,10.0,2.0,151.7,96.6,,,55.2,,,13.8,138.0,27.6
2006,31,61.0,Greene,7,Central,Mostly Rural,70.8,16982.0,12.0,5.0,2.0,,1.0,4.0,3.0,1.0,11.0,4.0,70.7,29.4,11.8,,5.9,23.6,17.7,5.9,64.8,23.6
2006,32,63.0,Grundy,13,Northern - Other,Mostly Urban,24.4,57160.0,39.0,7.0,5.0,7.0,20.0,,7.0,6.0,33.0,7.0,68.2,12.2,8.7,12.2,35.0,,12.2,10.5,57.7,12.2
2006,33,65.0,Hamilton,2,Southern,Mostly Rural,68.1,10005.0,9.0,3.0,,1.0,5.0,,1.0,1.0,8.0,1.0,90.0,30.0,,10.0,50.0,,10.0,10.0,80.0,10.0
2006,34,67.0,Hancock,9,Central,Mostly Rural,71.0,22898.0,19.0,5.0,2.0,2.0,9.0,1.0,3.0,,19.0,13.0,83.0,21.8,8.7,8.7,39.3,4.4,13.1,,83.0,56.8
2006,35,69.0,Hardin,2,Southern,Completely Rural,100.0,5336.0,6.0,2.0,,1.0,3.0,,1.0,1.0,5.0,3.0,112.4,37.5,,18.7,56.2,,18.7,18.7,93.7,56.2
2006,36,71.0,Henderson,9,Central,Mostly Rural,99.7,9022.0,12.0,5.0,,2.0,5.0,,2.0,,12.0,3.0,133.0,55.4,,22.2,55.4,,22.2,,133.0,33.3
2006,37,73.0,Henry,14,Central,Mostly Rural,50.3,60559.0,154.0,51.0,19.0,30.0,46.0,8.0,34.0,21.0,133.0,46.0,254.3,84.2,31.4,49.5,76.0,13.2,56.1,34.7,219.6,76.0
2006,38,75.0,Iroquois,21,Central,Mostly Rural,71.7,36907.0,60.0,20.0,4.0,5.0,22.0,9.0,11.0,5.0,55.0,10.0,162.6,54.2,10.8,13.5,59.6,24.4,29.8,13.5,149.0,27.1
2006,39,77.0,Jackson,1,Southern,Mostly Urban,37.2,68948.0,96.0,18.0,8.0,27.0,41.0,2.0,29.0,9.0,87.0,47.0,139.2,26.1,11.6,39.2,59.5,2.9,42.1,13.1,126.2,68.2
2006,40,79.0,Jasper,4,Southern,Mostly Rural,69.9,11741.0,12.0,3.0,2.0,2.0,4.0,1.0,2.0,1.0,11.0,2.0,102.2,25.6,17.0,17.0,34.1,8.5,17.0,8.5,93.7,17.0
2006,41,81.0,Jefferson,2,Southern,Mostly Rural,58.8,48585.0,62.0,16.0,7.0,21.0,17.0,1.0,22.0,7.0,55.0,57.0,127.6,32.9,14.4,43.2,35.0,2.1,45.3,14.4,113.2,117.3
2006,42,83.0,Jersey,7,Southern,Mostly Rural,60.6,27199.0,47.0,11.0,8.0,9.0,18.0,1.0,9.0,6.0,41.0,16.0,172.8,40.4,29.4,33.1,66.2,3.7,33.1,22.1,150.7,58.8
2006,43,85.0,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,26729.0,19.0,5.0,2.0,3.0,3.0,6.0,8.0,1.0,18.0,5.0,71.1,18.7,7.5,11.2,11.2,22.4,29.9,3.7,67.3,18.7
2006,44,87.0,Johnson,1,Southern,Completely Rural,100.0,15982.0,24.0,5.0,6.0,2.0,10.0,1.0,3.0,5.0,19.0,7.0,150.2,31.3,37.5,12.5,62.6,6.3,18.8,31.3,118.9,43.8
2006,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,623564.0,654.0,221.0,44.0,171.0,173.0,45.0,190.0,62.0,592.0,183.0,104.9,35.4,7.1,27.4,27.7,7.2,30.5,9.9,94.9,29.3
2006,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,136855.0,321.0,62.0,12.0,68.0,152.0,27.0,82.0,28.0,293.0,93.0,234.6,45.3,8.8,49.7,111.1,19.7,59.9,20.5,214.1,68.0
2006,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,113191.0,82.0,18.0,12.0,13.0,36.0,3.0,14.0,12.0,70.0,27.0,72.4,15.9,10.6,11.5,31.8,2.7,12.4,10.6,61.8,23.9
2006,48,95.0,Knox,9,Central,Mostly Urban,24.3,62715.0,64.0,13.0,1.0,19.0,29.0,2.0,21.0,3.0,61.0,32.0,102.0,20.7,1.6,30.3,46.2,3.2,33.5,4.8,97.3,51.0
2006,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,886133.0,860.0,184.0,91.0,206.0,318.0,61.0,254.0,69.0,791.0,246.0,97.1,20.8,10.3,23.2,35.9,6.9,28.7,7.8,89.3,27.8
2006,50,99.0,LaSalle,13,Northern - Other,Mostly Urban,30.2,137406.0,304.0,117.0,18.0,49.0,102.0,18.0,58.0,31.0,273.0,58.0,221.2,85.1,13.1,35.7,74.2,13.1,42.2,22.6,198.7,42.2
2006,51,101.0,Lawrence,2,Southern,Mostly Rural,58.0,19535.0,37.0,22.0,2.0,7.0,3.0,3.0,10.0,8.0,29.0,16.0,189.4,112.6,10.2,35.8,15.4,15.4,51.2,41.0,148.5,81.9
2006,52,103.0,Lee,15,Northern - Other,Mostly Rural,53.2,42314.0,79.0,14.0,5.0,24.0,29.0,7.0,28.0,9.0,70.0,33.0,186.7,33.1,11.8,56.7,68.5,16.5,66.2,21.3,165.4,78.0
2006,53,105.0,Livingston,11,Central,Mostly Urban,40.8,46724.0,112.0,42.0,25.0,20.0,22.0,3.0,23.0,29.0,83.0,34.0,239.7,89.9,53.5,42.8,47.1,6.4,49.2,62.1,177.6,72.8
2006,54,107.0,Logan,11,Central,Mostly Urban,39.9,35664.0,69.0,16.0,7.0,16.0,26.0,4.0,18.0,9.0,60.0,32.0,193.5,44.9,19.6,44.9,72.9,11.2,50.5,25.2,168.2,89.7
2006,55,109.0,McDonough,9,Central,Mostly Urban,29.5,37663.0,35.0,9.0,3.0,8.0,12.0,3.0,10.0,1.0,34.0,12.0,92.9,23.9,8.0,21.2,31.9,8.0,26.6,2.7,90.3,31.9
2006,56,111.0,McHenry,22,Northern - Collar,Mostly Urban,9.9,391040.0,171.0,35.0,28.0,31.0,65.0,12.0,39.0,16.0,155.0,48.0,43.7,9.0,7.2,7.9,16.6,3.1,10.0,4.1,39.6,12.3
2006,57,113.0,McLean,11,Central,Mostly Urban,16.5,196880.0,316.0,112.0,32.0,67.0,98.0,7.0,71.0,46.0,270.0,172.0,160.5,56.9,16.3,34.0,49.8,3.6,36.1,23.4,137.1,87.4
2006,58,115.0,Macon,6,Central,Mostly Urban,15.3,132818.0,656.0,144.0,45.0,163.0,277.0,27.0,180.0,100.0,556.0,143.0,493.9,108.4,33.9,122.7,208.6,20.3,135.5,75.3,418.6,107.7
2006,59,117.0,Macoupin,7,Central,Mostly Rural,58.5,58452.0,97.0,22.0,4.0,15.0,49.0,7.0,18.0,11.0,86.0,25.0,165.9,37.6,6.8,25.7,83.8,12.0,30.8,18.8,147.1,42.8
2006,60,119.0,Madison,3,Southern,Mostly Urban,13.3,324791.0,498.0,112.0,18.0,115.0,228.0,25.0,128.0,45.0,453.0,210.0,153.3,34.5,5.5,35.4,70.2,7.7,39.4,13.9,139.5,64.7
2006,61,121.0,Marion,4,Southern,Mostly Urban,45.1,48755.0,187.0,81.0,25.0,24.0,51.0,6.0,27.0,26.0,161.0,80.0,383.6,166.1,51.3,49.2,104.6,12.3,55.4,53.3,330.2,164.1
2006,62,123.0,Marshall,10,Central,Completely Rural,100.0,15671.0,10.0,,1.0,3.0,3.0,3.0,5.0,,10.0,3.0,63.8,,6.4,19.1,19.1,19.1,31.9,,63.8,19.1
2006,63,125.0,Mason,8,Central,Mostly Rural,77.5,18468.0,35.0,17.0,1.0,3.0,9.0,5.0,8.0,2.0,33.0,7.0,189.5,92.1,5.4,16.2,48.7,27.1,43.3,10.8,178.7,37.9
2006,64,127.0,Massac,1,Southern,Mostly Rural,50.5,18324.0,44.0,8.0,2.0,13.0,21.0,,13.0,2.0,42.0,12.0,240.1,43.7,10.9,70.9,114.6,,70.9,10.9,229.2,65.5
2006,65,129.0,Menard,8,Central,Mostly Rural,75.7,15130.0,11.0,3.0,1.0,3.0,3.0,1.0,3.0,1.0,10.0,4.0,72.7,19.8,6.6,19.8,19.8,6.6,19.8,6.6,66.1,26.4
2006,66,131.0,Mercer,14,Central,Mostly Rural,77.8,20021.0,15.0,1.0,2.0,4.0,5.0,3.0,7.0,,15.0,5.0,74.9,5.0,10.0,20.0,25.0,15.0,35.0,,74.9,25.0
2006,67,133.0,Monroe,20,Southern,Mostly Urban,41.4,39518.0,32.0,4.0,6.0,1.0,19.0,2.0,3.0,6.0,26.0,3.0,81.0,10.1,15.2,2.5,48.1,5.1,7.6,15.2,65.8,7.6
2006,68,135.0,Montgomery,4,Central,Mostly Urban,41.6,36055.0,110.0,39.0,9.0,15.0,42.0,5.0,18.0,18.0,92.0,28.0,305.1,108.2,25.0,41.6,116.5,13.9,49.9,49.9,255.2,77.7
2006,69,137.0,Morgan,7,Central,Mostly Urban,36.2,42468.0,43.0,13.0,3.0,8.0,16.0,3.0,11.0,9.0,34.0,25.0,101.3,30.6,7.1,18.8,37.7,7.1,25.9,21.2,80.1,58.9
2006,70,139.0,Moultrie,6,Central,Mostly Rural,69.2,17549.0,28.0,6.0,3.0,3.0,16.0,,3.0,2.0,26.0,6.0,159.6,34.2,17.1,17.1,91.2,,17.1,11.4,148.2,34.2
2006,71,141.0,Ogle,15,Northern - Other,Mostly Urban,47.1,67748.0,33.0,7.0,1.0,2.0,19.0,4.0,5.0,1.0,32.0,20.0,48.7,10.3,1.5,3.0,28.0,5.9,7.4,1.5,47.2,29.5
2006,72,143.0,Peoria,10,Central,Mostly Urban,14.6,224859.0,406.0,113.0,11.0,123.0,123.0,36.0,138.0,66.0,340.0,209.0,180.6,50.3,4.9,54.7,54.7,16.0,61.4,29.4,151.2,92.9
2006,73,145.0,Perry,20,Southern,Mostly Urban,43.6,27167.0,25.0,4.0,3.0,2.0,12.0,4.0,5.0,3.0,22.0,11.0,92.0,14.7,11.0,7.4,44.2,14.7,18.4,11.0,81.0,40.5
2006,74,147.0,Piatt,6,Central,Mostly Rural,67.7,20236.0,12.0,1.0,1.0,1.0,7.0,2.0,3.0,2.0,10.0,8.0,59.3,4.9,4.9,4.9,34.6,9.9,14.8,9.9,49.4,39.5
2006,75,149.0,Pike,8,Central,Mostly Rural,72.3,19994.0,64.0,28.0,3.0,14.0,17.0,2.0,16.0,9.0,55.0,11.0,320.1,140.0,15.0,70.0,85.0,10.0,80.0,45.0,275.1,55.0
2006,76,151.0,Pope,1,Southern,Completely Rural,100.0,4774.0,8.0,1.0,1.0,1.0,5.0,,1.0,1.0,7.0,,167.6,20.9,20.9,20.9,104.7,,20.9,20.9,146.6,
2006,77,153.0,Pulaski,1,Southern,Completely Rural,100.0,8041.0,13.0,,3.0,5.0,3.0,2.0,6.0,,13.0,6.0,161.7,,37.3,62.2,37.3,24.9,74.6,,161.7,74.6
2006,78,155.0,Putnam,10,Central,Completely Rural,100.0,7127.0,2.0,,,1.0,1.0,,1.0,,2.0,3.0,28.1,,,14.0,14.0,,14.0,,28.1,42.1
2006,79,157.0,Randolph,20,Southern,Mostly Urban,42.6,39621.0,40.0,11.0,4.0,5.0,18.0,2.0,7.0,3.0,37.0,21.0,101.0,27.8,10.1,12.6,45.4,5.0,17.7,7.6,93.4,53.0
2006,80,159.0,Richland,2,Southern,Mostly Urban,43.5,19005.0,63.0,37.0,1.0,10.0,14.0,1.0,11.0,18.0,45.0,10.0,331.5,194.7,5.3,52.6,73.7,5.3,57.9,94.7,236.8,52.6
