year,id,fips_number,county_name,judicial_circuit,region,community_type,percent_rural,population,court_evalation,new_court_and_court_evaluation,offense_class_felony,offense_class_misdemeanor_and_unknown,offense_type_drug,offense_type_person,offense_type_property,offense_type_sex,offense_type_weapons,race_ethnicity_black,race_ethnicity_hispanic,race_ethnicity_white,sex_female,sex_male,technical_violation,court_evalation_rate,new_court_and_court_evaluation_rate,offense_class_felony_rate,offense_class_misdemeanor_and_unknown_rate,offense_type_drug_rate,offense_type_person_rate,offense_type_property_rate,offense_type_sex_rate,offense_type_weapons_rate,race_ethnicity_black_rate,race_ethnicity_hispanic_rate,race_ethnicity_white_rate,sex_female_rate,sex_male_rate,technical_violation_rate
1993,38,75.0,Iroquois,21,Central,Mostly Rural,71.7,3804,,1.0,,1.0,,,1.0,,,,,1.0,,1.0,,,26.3,,26.3,,,26.3,,,,,26.3,,26.3,
1993,39,77.0,Jackson,1,Southern,Mostly Urban,37.2,5140,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,58.4
1993,41,81.0,Jefferson,2,Southern,Mostly Rural,58.8,4496,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,22.2
1993,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,42702,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,14.1
1993,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,12526,,1.0,1.0,,,1.0,,,,1.0,,,,1.0,8.0,,8.0,8.0,,,8.0,,,,8.0,,,,8.0,63.9
1993,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,5562,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,18.0
1993,48,95.0,Knox,9,Central,Mostly Urban,24.3,6144,,2.0,,2.0,,,2.0,,,1.0,,,,2.0,1.0,,32.6,,32.6,,,32.6,,,16.3,,,,32.6,16.3
1993,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,64835,1.0,4.0,,4.0,,,4.0,,,3.0,,1.0,,4.0,12.0,1.5,6.2,,6.2,,,6.2,,,4.6,,1.5,,6.2,18.5
1993,50,99.0,LaSalle,13,Northern - Other,Mostly Urban,30.2,12622,,2.0,,2.0,,,2.0,,,,,2.0,,2.0,,,15.8,,15.8,,,15.8,,,,,15.8,,15.8,
1993,52,103.0,Lee,15,Northern - Other,Mostly Rural,53.2,4172,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,47.9
1993,54,107.0,Logan,11,Central,Mostly Urban,39.9,3244,,2.0,,2.0,,,2.0,,,,,2.0,,2.0,,,61.7,,61.7,,,61.7,,,,,61.7,,61.7,
1993,56,111.0,McHenry,22,Northern - Collar,Mostly Urban,9.9,26110,,1.0,,1.0,,,,1.0,,,,1.0,,1.0,3.0,,3.8,,3.8,,,,3.8,,,,3.8,,3.8,11.5
1993,57,113.0,McLean,11,Central,Mostly Urban,16.5,13603,,2.0,1.0,1.0,,,1.0,1.0,,,,2.0,,2.0,3.0,,14.7,7.4,7.4,,,7.4,7.4,,,,14.7,,14.7,22.1
1993,58,115.0,Macon,6,Central,Mostly Urban,15.3,13880,,3.0,,3.0,1.0,2.0,,,,2.0,,1.0,,3.0,15.0,,21.6,,21.6,7.2,14.4,,,,14.4,,7.2,,21.6,108.1
1993,59,117.0,Macoupin,7,Central,Mostly Rural,58.5,5831,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,34.3
1993,61,121.0,Marion,4,Southern,Mostly Urban,45.1,4993,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,20.0
1993,68,135.0,Montgomery,4,Central,Mostly Urban,41.6,3453,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,29.0
1993,71,141.0,Ogle,15,Northern - Other,Mostly Urban,47.1,6068,,3.0,,3.0,,,3.0,,,,1.0,2.0,1.0,2.0,2.0,,49.4,,49.4,,,49.4,,,,16.5,33.0,16.5,33.0,33.0
1993,72,143.0,Peoria,10,Central,Mostly Urban,14.6,21103,,5.0,1.0,4.0,1.0,2.0,2.0,,,3.0,,2.0,,5.0,9.0,,23.7,4.7,19.0,4.7,9.5,9.5,,,14.2,,9.5,,23.7,42.6
1993,73,145.0,Perry,20,Southern,Mostly Urban,43.6,2607,,1.0,,1.0,,,1.0,,,,,1.0,,1.0,,,38.4,,38.4,,,38.4,,,,,38.4,,38.4,
1993,77,153.0,Pulaski,1,Southern,Completely Rural,100.0,980,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,102.0
1993,79,157.0,Randolph,20,Southern,Mostly Urban,42.6,3836,,1.0,,1.0,,,,,1.0,1.0,,,,1.0,1.0,,26.1,,26.1,,,,,26.1,26.1,,,,26.1,26.1
1993,81,161.0,Rock Island,14,Central,Mostly Urban,10.9,17014,,1.0,,1.0,,1.0,,,,1.0,,,,1.0,3.0,,5.9,,5.9,,5.9,,,,5.9,,,,5.9,17.6
1993,82,163.0,St. Clair,20,Southern,Mostly Urban,9.8,33118,,2.0,1.0,1.0,,1.0,1.0,,,2.0,,,,2.0,2.0,,6.0,3.0,3.0,,3.0,3.0,,,6.0,,,,6.0,6.0
1993,84,167.0,Sangamon,7,Central,Mostly Urban,14.1,20865,,6.0,1.0,5.0,,2.0,3.0,,1.0,4.0,,2.0,,6.0,10.0,,28.8,4.8,24.0,,9.6,14.4,,4.8,19.2,,9.6,,28.8,47.9
1993,89,177.0,Stephenson,15,Northern - Other,Mostly Urban,40.1,5621,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,106.7
1993,90,179.0,Tazewell,10,Central,Mostly Urban,20.4,15005,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,33.3
1993,92,183.0,Vermilion,5,Central,Mostly Urban,31.3,10309,1.0,2.0,,2.0,,,2.0,,,,,2.0,,2.0,1.0,9.7,19.4,,19.4,,,19.4,,,,,19.4,,19.4,9.7
1993,98,195.0,Whiteside,14,Northern - Other,Mostly Urban,37.3,7446,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,40.3
1993,99,197.0,Will,12,Northern - Collar,Mostly Urban,3.9,50335,,5.0,,5.0,2.0,2.0,1.0,,,4.0,,1.0,1.0,4.0,8.0,,9.9,,9.9,4.0,4.0,2.0,,,7.9,,2.0,2.0,7.9,15.9
1993,100,199.0,Williamson,1,Southern,Mostly Urban,34.8,6445,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,15.5
1993,101,201.0,Winnebago,17,Northern - Other,Mostly Urban,7.9,30253,,8.0,1.0,7.0,,3.0,3.0,,2.0,8.0,,,,8.0,6.0,,26.4,3.3,23.1,,9.9,9.9,,6.6,26.4,,,,26.4,19.8
1994,1,1.0,Adams,8,Central,Mostly Urban,32.6,7908,,2.0,,2.0,,,2.0,,,1.0,,1.0,,2.0,2.0,,25.3,,25.3,,,25.3,,,12.6,,12.6,,25.3,25.3
1994,4,7.0,Boone,17,Northern - Other,Mostly Urban,19.4,4540,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,44.1
1994,6,11.0,Bureau,13,Central,Mostly Rural,57.4,4391,,1.0,,1.0,,,1.0,,,,,1.0,,1.0,,,22.8,,22.8,,,22.8,,,,,22.8,,22.8,
1994,9,17.0,Cass,8,Central,Mostly Rural,52.1,1612,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,62.0
1994,10,19.0,Champaign,6,Central,Mostly Urban,12.7,15589,,11.0,,11.0,1.0,4.0,5.0,,1.0,10.0,,1.0,2.0,9.0,5.0,,70.6,,70.6,6.4,25.7,32.1,,6.4,64.1,,6.4,12.8,57.7,32.1
1994,11,21.0,Christian,4,Central,Mostly Urban,43.5,4014,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,74.7
1994,13,25.0,Clay,4,Southern,Mostly Rural,64.7,1664,,1.0,,1.0,,,1.0,,,,,1.0,1.0,,,,60.1,,60.1,,,60.1,,,,,60.1,60.1,,
1994,15,29.0,Coles,5,Central,Mostly Urban,24.3,4936,,5.0,,5.0,,1.0,3.0,1.0,,,,5.0,1.0,4.0,2.0,,101.3,,101.3,,20.3,60.8,20.3,,,,101.3,20.3,81.0,40.5
1994,16,31.0,Cook,co,Northern - Cook,Completely Urban,0.0,572038,1.0,95.0,8.0,87.0,17.0,35.0,30.0,3.0,10.0,70.0,12.0,12.0,1.0,94.0,47.0,0.2,16.6,1.4,15.2,3.0,6.1,5.2,0.5,1.7,12.2,2.1,2.1,0.2,16.4,8.2
1994,17,33.0,Crawford,2,Southern,Mostly Rural,60.2,2349,,2.0,,2.0,,,2.0,,,1.0,,1.0,,2.0,,,85.1,,85.1,,,85.1,,,42.6,,42.6,,85.1,
1994,19,37.0,DeKalb,23,Northern - Other,Mostly Urban,20.3,7921,,1.0,,1.0,,,1.0,,,,,1.0,1.0,,2.0,,12.6,,12.6,,,12.6,,,,,12.6,12.6,,25.2
1994,22,43.0,DuPage,18,Northern - Collar,Completely Urban,0.0,95399,,2.0,,2.0,,,1.0,,1.0,,1.0,1.0,,2.0,8.0,,2.1,,2.1,,,1.0,,1.0,,1.0,1.0,,2.1,8.4
1994,25,49.0,Effingham,4,Southern,Mostly Rural,59.7,4237,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,47.2
1994,28,55.0,Franklin,2,Southern,Mostly Urban,48.6,4556,1.0,1.0,,1.0,,,1.0,,,,,1.0,,1.0,,21.9,21.9,,21.9,,,21.9,,,,,21.9,,21.9,
1994,29,57.0,Fulton,9,Central,Mostly Rural,60.0,4362,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,22.9
1994,32,63.0,Grundy,13,Northern - Other,Mostly Urban,24.4,4392,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,22.8
1994,35,69.0,Hardin,2,Southern,Completely Rural,100.0,542,,1.0,,1.0,,,1.0,,,,,1.0,,1.0,,,184.5,,184.5,,,184.5,,,,,184.5,,184.5,
1994,38,75.0,Iroquois,21,Central,Mostly Rural,71.7,3847,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,26.0
1994,39,77.0,Jackson,1,Southern,Mostly Urban,37.2,5229,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,38.2
1994,42,83.0,Jersey,7,Southern,Mostly Rural,60.6,2560,1.0,1.0,,1.0,,,1.0,,,,,1.0,,1.0,,39.1,39.1,,39.1,,,39.1,,,,,39.1,,39.1,
1994,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,43887,,3.0,,3.0,,3.0,,,,,2.0,1.0,,3.0,8.0,,6.8,,6.8,,6.8,,,,,4.6,2.3,,6.8,18.2
1994,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,12656,,5.0,,5.0,,1.0,4.0,,,5.0,,,,5.0,7.0,,39.5,,39.5,,7.9,31.6,,,39.5,,,,39.5,55.3
1994,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,5771,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,34.7
1994,48,95.0,Knox,9,Central,Mostly Urban,24.3,6086,,3.0,,3.0,,1.0,2.0,,,,,3.0,2.0,1.0,2.0,,49.3,,49.3,,16.4,32.9,,,,,49.3,32.9,16.4,32.9
1994,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,67187,1.0,8.0,,8.0,1.0,1.0,5.0,1.0,,4.0,1.0,3.0,,8.0,10.0,1.5,11.9,,11.9,1.5,1.5,7.4,1.5,,6.0,1.5,4.5,,11.9,14.9
1994,50,99.0,LaSalle,13,Northern - Other,Mostly Urban,30.2,12812,1.0,2.0,1.0,1.0,,,1.0,1.0,,,,2.0,,2.0,,7.8,15.6,7.8,7.8,,,7.8,7.8,,,,15.6,,15.6,
1994,52,103.0,Lee,15,Northern - Other,Mostly Rural,53.2,4239,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,23.6
1994,54,107.0,Logan,11,Central,Mostly Urban,39.9,3278,1.0,2.0,1.0,1.0,,1.0,,1.0,,1.0,,1.0,,2.0,1.0,30.5,61.0,30.5,30.5,,30.5,,30.5,,30.5,,30.5,,61.0,30.5
1994,55,109.0,McDonough,9,Central,Mostly Urban,29.5,2941,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,34.0
1994,56,111.0,McHenry,22,Northern - Collar,Mostly Urban,9.9,27626,,3.0,,3.0,,,3.0,,,,1.0,2.0,,3.0,1.0,,10.9,,10.9,,,10.9,,,,3.6,7.2,,10.9,3.6
1994,57,113.0,McLean,11,Central,Mostly Urban,16.5,13966,,2.0,,2.0,,,2.0,,,,,2.0,1.0,1.0,2.0,,14.3,,14.3,,,14.3,,,,,14.3,7.2,7.2,14.3
1994,58,115.0,Macon,6,Central,Mostly Urban,15.3,13792,,5.0,,5.0,,3.0,2.0,,,2.0,,3.0,2.0,3.0,13.0,,36.3,,36.3,,21.8,14.5,,,14.5,,21.8,14.5,21.8,94.3
1994,59,117.0,Macoupin,7,Central,Mostly Rural,58.5,5914,,1.0,,1.0,,,1.0,,,,,1.0,,1.0,,,16.9,,16.9,,,16.9,,,,,16.9,,16.9,
1994,60,119.0,Madison,3,Southern,Mostly Urban,13.3,29176,1.0,9.0,,9.0,,1.0,6.0,,2.0,5.0,,4.0,3.0,6.0,,3.4,30.8,,30.8,,3.4,20.6,,6.9,17.1,,13.7,10.3,20.6,
1994,61,121.0,Marion,4,Southern,Mostly Urban,45.1,4999,,2.0,1.0,1.0,,1.0,1.0,,,2.0,,,,2.0,1.0,,40.0,20.0,20.0,,20.0,20.0,,,40.0,,,,40.0,20.0
1994,68,135.0,Montgomery,4,Central,Mostly Urban,41.6,3496,,1.0,,1.0,,,1.0,,,,,1.0,,1.0,,,28.6,,28.6,,,28.6,,,,,28.6,,28.6,
1994,69,137.0,Morgan,7,Central,Mostly Urban,36.2,4154,1.0,2.0,,2.0,,,2.0,,,1.0,,1.0,,2.0,2.0,24.1,48.1,,48.1,,,48.1,,,24.1,,24.1,,48.1,48.1
1994,70,139.0,Moultrie,6,Central,Mostly Rural,69.2,1706,,2.0,,2.0,,1.0,1.0,,,,,2.0,1.0,1.0,,,117.2,,117.2,,58.6,58.6,,,,,117.2,58.6,58.6,
1994,71,141.0,Ogle,15,Northern - Other,Mostly Urban,47.1,6226,1.0,7.0,,7.0,,,7.0,,,,3.0,4.0,3.0,4.0,2.0,16.1,112.4,,112.4,,,112.4,,,,48.2,64.2,48.2,64.2,32.1
1994,72,143.0,Peoria,10,Central,Mostly Urban,14.6,21040,,6.0,1.0,5.0,,3.0,1.0,,2.0,5.0,,1.0,1.0,5.0,12.0,,28.5,4.8,23.8,,14.3,4.8,,9.5,23.8,,4.8,4.8,23.8,57.0
1994,73,145.0,Perry,20,Southern,Mostly Urban,43.6,2583,1.0,1.0,,1.0,,,1.0,,,,,1.0,,1.0,,38.7,38.7,,38.7,,,38.7,,,,,38.7,,38.7,
1994,75,149.0,Pike,8,Central,Mostly Rural,72.3,1993,1.0,1.0,,1.0,,,1.0,,,,,1.0,,1.0,,50.2,50.2,,50.2,,,50.2,,,,,50.2,,50.2,
1994,79,157.0,Randolph,20,Southern,Mostly Urban,42.6,3859,,1.0,,1.0,,,1.0,,,1.0,,,,1.0,1.0,,25.9,,25.9,,,25.9,,,25.9,,,,25.9,25.9
1994,81,161.0,Rock Island,14,Central,Mostly Urban,10.9,17017,1.0,4.0,,4.0,,1.0,3.0,,,1.0,1.0,2.0,,4.0,2.0,5.9,23.5,,23.5,,5.9,17.6,,,5.9,5.9,11.8,,23.5,11.8
1994,82,163.0,St. Clair,20,Southern,Mostly Urban,9.8,33298,3.0,8.0,1.0,7.0,,2.0,6.0,,,6.0,,2.0,3.0,5.0,1.0,9.0,24.0,3.0,21.0,,6.0,18.0,,,18.0,,6.0,9.0,15.0,3.0
1994,83,165.0,Saline,1,Southern,Mostly Urban,43.7,3205,,1.0,,1.0,,,1.0,,,,,1.0,,1.0,,,31.2,,31.2,,,31.2,,,,,31.2,,31.2,
1994,84,167.0,Sangamon,7,Central,Mostly Urban,14.1,21312,1.0,5.0,1.0,4.0,,1.0,2.0,,2.0,4.0,,1.0,,5.0,12.0,4.7,23.5,4.7,18.8,,4.7,9.4,,9.4,18.8,,4.7,,23.5,56.3
1994,89,177.0,Stephenson,15,Northern - Other,Mostly Urban,40.1,5735,1.0,6.0,,6.0,,1.0,4.0,,1.0,3.0,,3.0,,6.0,4.0,17.4,104.6,,104.6,,17.4,69.7,,17.4,52.3,,52.3,,104.6,69.7
1994,90,179.0,Tazewell,10,Central,Mostly Urban,20.4,15019,,1.0,,1.0,,,1.0,,,,,1.0,,1.0,8.0,,6.7,,6.7,,,6.7,,,,,6.7,,6.7,53.3
1994,91,181.0,Union,1,Southern,Mostly Rural,65.9,2011,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,49.7
1994,92,183.0,Vermilion,5,Central,Mostly Urban,31.3,10320,,3.0,1.0,2.0,,2.0,1.0,,,2.0,,1.0,,3.0,4.0,,29.1,9.7,19.4,,19.4,9.7,,,19.4,,9.7,,29.1,38.8
1994,94,187.0,Warren,9,Central,Mostly Urban,45.5,2284,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,43.8
1994,96,191.0,Wayne,2,Southern,Mostly Rural,69.9,1954,,1.0,,1.0,,,1.0,,,,,1.0,,1.0,,,51.2,,51.2,,,51.2,,,,,51.2,,51.2,
1994,98,195.0,Whiteside,14,Northern - Other,Mostly Urban,37.3,7448,,3.0,,3.0,,,2.0,,1.0,,,3.0,,3.0,2.0,,40.3,,40.3,,,26.9,,13.4,,,40.3,,40.3,26.9
1994,99,197.0,Will,12,Northern - Collar,Mostly Urban,3.9,52133,1.0,4.0,,4.0,1.0,2.0,1.0,,,4.0,,,,4.0,8.0,1.9,7.7,,7.7,1.9,3.8,1.9,,,7.7,,,,7.7,15.3
1994,100,199.0,Williamson,1,Southern,Mostly Urban,34.8,6491,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,30.8
1994,101,201.0,Winnebago,17,Northern - Other,Mostly Urban,7.9,30780,1.0,8.0,,8.0,,1.0,6.0,1.0,,2.0,,6.0,,8.0,11.0,3.2,26.0,,26.0,,3.2,19.5,3.2,,6.5,,19.5,,26.0,35.7
1994,102,203.0,Woodford,11,Central,Mostly Rural,54.9,4463,,2.0,,2.0,,,2.0,,,,,2.0,2.0,,,,44.8,,44.8,,,44.8,,,,,44.8,44.8,,
1995,1,1.0,Adams,8,Central,Mostly Urban,32.6,8028,,3.0,,3.0,,3.0,,,,,,3.0,,3.0,1.0,,37.4,,37.4,,37.4,,,,,,37.4,,37.4,12.5
1995,4,7.0,Boone,17,Northern - Other,Mostly Urban,19.4,4791,2.0,5.0,,5.0,,1.0,4.0,,,,1.0,4.0,,5.0,1.0,41.7,104.4,,104.4,,20.9,83.5,,,,20.9,83.5,,104.4,20.9
1995,6,11.0,Bureau,13,Central,Mostly Rural,57.4,4415,7.0,7.0,,7.0,,2.0,5.0,,,,,7.0,1.0,6.0,,158.6,158.6,,158.6,,45.3,113.3,,,,,158.6,22.7,135.9,
1995,8,15.0,Carroll,15,Northern - Other,Mostly Rural,81.9,2063,1.0,3.0,,3.0,,1.0,,2.0,,,,3.0,,3.0,1.0,48.5,145.4,,145.4,,48.5,,96.9,,,,145.4,,145.4,48.5
1995,9,17.0,Cass,8,Central,Mostly Rural,52.1,1617,2.0,2.0,,2.0,,1.0,1.0,,,,,2.0,,2.0,1.0,123.7,123.7,,123.7,,61.8,61.8,,,,,123.7,,123.7,61.8
1995,10,19.0,Champaign,6,Central,Mostly Urban,12.7,15972,,10.0,,10.0,1.0,3.0,4.0,1.0,1.0,7.0,,3.0,1.0,9.0,3.0,,62.6,,62.6,6.3,18.8,25.0,6.3,6.3,43.8,,18.8,6.3,56.3,18.8
1995,11,21.0,Christian,4,Central,Mostly Urban,43.5,4067,4.0,5.0,,5.0,,1.0,4.0,,,,,5.0,1.0,4.0,1.0,98.4,122.9,,122.9,,24.6,98.4,,,,,122.9,24.6,98.4,24.6
1995,12,23.0,Clark,5,Southern,Mostly Rural,59.5,1901,1.0,1.0,,1.0,,,1.0,,,,,1.0,,1.0,,52.6,52.6,,52.6,,,52.6,,,,,52.6,,52.6,
1995,13,25.0,Clay,4,Southern,Mostly Rural,64.7,1675,2.0,3.0,,3.0,,1.0,2.0,,,,,3.0,2.0,1.0,,119.4,179.1,,179.1,,59.7,119.4,,,,,179.1,119.4,59.7,
1995,14,27.0,Clinton,4,Southern,Mostly Urban,48.8,4265,2.0,2.0,,2.0,,1.0,1.0,,,,,2.0,,2.0,,46.9,46.9,,46.9,,23.4,23.4,,,,,46.9,,46.9,
1995,15,29.0,Coles,5,Central,Mostly Urban,24.3,5002,5.0,7.0,,7.0,,1.0,5.0,1.0,,,,7.0,1.0,6.0,1.0,100.0,139.9,,139.9,,20.0,100.0,20.0,,,,139.9,20.0,120.0,20.0
1995,16,31.0,Cook,co,Northern - Cook,Completely Urban,0.0,578733,11.0,187.0,21.0,166.0,34.0,60.0,63.0,4.0,25.0,136.0,35.0,16.0,3.0,184.0,16.0,1.9,32.3,3.6,28.7,5.9,10.4,10.9,0.7,4.3,23.5,6.0,2.8,0.5,31.8,2.8
1995,17,33.0,Crawford,2,Southern,Mostly Rural,60.2,2369,,1.0,,1.0,,,1.0,,,,,1.0,,1.0,,,42.2,,42.2,,,42.2,,,,,42.2,,42.2,
1995,19,37.0,DeKalb,23,Northern - Other,Mostly Urban,20.3,8221,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,12.2
1995,20,39.0,De Witt,6,Central,Mostly Urban,48.8,1946,1.0,1.0,,1.0,,,1.0,,,,,1.0,,1.0,,51.4,51.4,,51.4,,,51.4,,,,,51.4,,51.4,
1995,22,43.0,DuPage,18,Northern - Collar,Completely Urban,0.0,97884,2.0,4.0,1.0,3.0,,2.0,2.0,,,,2.0,2.0,,4.0,,2.0,4.1,1.0,3.1,,2.0,2.0,,,,2.0,2.0,,4.1,
1995,23,45.0,Edgar,5,Central,Mostly Rural,51.8,2443,,1.0,,1.0,,,1.0,,,,,1.0,,1.0,,,40.9,,40.9,,,40.9,,,,,40.9,,40.9,
1995,24,47.0,Edwards,2,Southern,Completely Rural,100.0,824,,1.0,,1.0,,1.0,,,,,,1.0,,1.0,,,121.4,,121.4,,121.4,,,,,,121.4,,121.4,
1995,25,49.0,Effingham,4,Southern,Mostly Rural,59.7,4334,2.0,2.0,,2.0,,,2.0,,,,,2.0,,2.0,1.0,46.1,46.1,,46.1,,,46.1,,,,,46.1,,46.1,23.1
1995,27,53.0,Ford,11,Central,Mostly Urban,41.8,1759,,1.0,,1.0,,1.0,,,,,,1.0,,1.0,1.0,,56.9,,56.9,,56.9,,,,,,56.9,,56.9,56.9
1995,30,59.0,Gallatin,2,Southern,Completely Rural,100.0,730,1.0,1.0,,1.0,,,1.0,,,,,1.0,,1.0,,137.0,137.0,,137.0,,,137.0,,,,,137.0,,137.0,
1995,32,63.0,Grundy,13,Northern - Other,Mostly Urban,24.4,4460,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,22.4
1995,35,69.0,Hardin,2,Southern,Completely Rural,100.0,536,,1.0,,1.0,,,1.0,,,,,1.0,,1.0,,,186.6,,186.6,,,186.6,,,,,186.6,,186.6,
1995,37,73.0,Henry,14,Central,Mostly Rural,50.3,6484,2.0,3.0,,3.0,,,3.0,,,,,3.0,,3.0,,30.8,46.3,,46.3,,,46.3,,,,,46.3,,46.3,
1995,38,75.0,Iroquois,21,Central,Mostly Rural,71.7,3893,2.0,2.0,,2.0,,1.0,1.0,,,,,2.0,,2.0,,51.4,51.4,,51.4,,25.7,25.7,,,,,51.4,,51.4,
1995,39,77.0,Jackson,1,Southern,Mostly Urban,37.2,5316,2.0,6.0,,6.0,1.0,2.0,2.0,,1.0,4.0,,2.0,,6.0,,37.6,112.9,,112.9,18.8,37.6,37.6,,18.8,75.2,,37.6,,112.9,
1995,42,83.0,Jersey,7,Southern,Mostly Rural,60.6,2628,1.0,1.0,,1.0,,,1.0,,,,,1.0,,1.0,,38.1,38.1,,38.1,,,38.1,,,,,38.1,,38.1,
1995,44,87.0,Johnson,1,Southern,Completely Rural,100.0,1129,,1.0,,1.0,,,1.0,,,,,1.0,,1.0,,,88.6,,88.6,,,88.6,,,,,88.6,,88.6,
1995,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,45570,19.0,32.0,,32.0,1.0,9.0,14.0,,7.0,12.0,15.0,3.0,2.0,30.0,1.0,41.7,70.2,,70.2,2.2,19.7,30.7,,15.4,26.3,32.9,6.6,4.4,65.8,2.2
1995,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,12713,5.0,13.0,,13.0,,3.0,10.0,,,8.0,,5.0,,13.0,5.0,39.3,102.3,,102.3,,23.6,78.7,,,62.9,,39.3,,102.3,39.3
1995,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,5948,2.0,3.0,,3.0,,2.0,1.0,,,,1.0,2.0,1.0,2.0,,33.6,50.4,,50.4,,33.6,16.8,,,,16.8,33.6,16.8,33.6,
