year,id,fips_number,county_name,judicial_circuit,region,community_type,percent_rural,population,aggravated_assault,arson,burglary,larceny_theft,motor_vehicle_theft,murder,robbery,sexual_assault,aggravated_assault_rate,arson_rate,burglary_rate,larceny_theft_rate,motor_vehicle_theft_rate,murder_rate,robbery_rate,sexual_assault_rate
1985,93,185.0,Wabash,2,Southern,Mostly Urban,38.9,13824,3.0,0.0,14.0,60.0,2.0,1.0,1.0,2.0,21.7,0.0,101.3,434.0,14.5,7.2,7.2,14.5
1985,94,187.0,Warren,9,Central,Mostly Urban,45.5,20759,16.0,0.0,45.0,75.0,6.0,0.0,1.0,2.0,77.1,0.0,216.8,361.3,28.9,0.0,4.8,9.6
1985,95,189.0,Washington,20,Southern,Mostly Rural,73.6,15230,1.0,0.0,7.0,6.0,2.0,0.0,0.0,0.0,6.6,0.0,46.0,39.4,13.1,0.0,0.0,0.0
1985,96,191.0,Wayne,2,Southern,Mostly Rural,69.9,18403,2.0,1.0,13.0,10.0,9.0,0.0,0.0,0.0,10.9,5.4,70.6,54.3,48.9,0.0,0.0,0.0
1985,97,193.0,White,2,Southern,Mostly Rural,62.0,17934,9.0,0.0,11.0,33.0,0.0,1.0,0.0,0.0,50.2,0.0,61.3,184.0,0.0,5.6,0.0,0.0
1985,98,195.0,Whiteside,14,Northern - Other,Mostly Urban,37.3,62313,18.0,4.0,92.0,286.0,9.0,0.0,0.0,7.0,28.9,6.4,147.6,459.0,14.4,0.0,0.0,11.2
1985,99,197.0,Will,12,Northern - Collar,Mostly Urban,3.9,330895,236.0,15.0,353.0,1719.0,76.0,16.0,77.0,31.0,71.3,4.5,106.7,519.5,23.0,4.8,23.3,9.4
1985,100,199.0,Williamson,1,Southern,Mostly Urban,34.8,58557,53.0,6.0,48.0,81.0,6.0,2.0,3.0,1.0,90.5,10.2,82.0,138.3,10.2,3.4,5.1,1.7
1985,101,201.0,Winnebago,17,Northern - Other,Mostly Urban,7.9,249140,378.0,14.0,458.0,2297.0,51.0,10.0,102.0,38.0,151.7,5.6,183.8,922.0,20.5,4.0,40.9,15.3
1985,102,203.0,Woodford,11,Central,Mostly Rural,54.9,32304,2.0,2.0,13.0,16.0,2.0,0.0,2.0,2.0,6.2,6.2,40.2,49.5,6.2,0.0,6.2,6.2
1986,1,1.0,Adams,8,Central,Mostly Urban,32.6,67405,78.0,6.0,88.0,376.0,4.0,1.0,6.0,6.0,115.7,8.9,130.6,557.8,5.9,1.5,8.9,8.9
1986,2,3.0,Alexander,1,Southern,Mostly Rural,61.9,11415,43.0,2.0,21.0,57.0,0.0,2.0,4.0,3.0,376.7,17.5,184.0,499.3,0.0,17.5,35.0,26.3
1986,3,5.0,Bond,3,Southern,Mostly Rural,60.7,15538,1.0,2.0,9.0,14.0,3.0,0.0,1.0,0.0,6.4,12.9,57.9,90.1,19.3,0.0,6.4,0.0
1986,4,7.0,Boone,17,Northern - Other,Mostly Urban,19.4,29629,14.0,0.0,12.0,187.0,2.0,0.0,4.0,5.0,47.3,0.0,40.5,631.1,6.8,0.0,13.5,16.9
1986,5,9.0,Brown,8,Central,Mostly Urban,41.1,5615,4.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,71.2,0.0,17.8,71.2,0.0,0.0,0.0,0.0
1986,6,11.0,Bureau,13,Central,Mostly Rural,57.4,37127,6.0,1.0,40.0,55.0,0.0,0.0,0.0,1.0,16.2,2.7,107.7,148.1,0.0,0.0,0.0,2.7
1986,7,13.0,Calhoun,8,Southern,Completely Rural,100.0,5498,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1986,8,15.0,Carroll,15,Northern - Other,Mostly Rural,81.9,17485,7.0,0.0,25.0,57.0,3.0,0.0,0.0,0.0,40.0,0.0,143.0,326.0,17.2,0.0,0.0,0.0
1986,9,17.0,Cass,8,Central,Mostly Rural,52.1,13891,10.0,0.0,14.0,29.0,3.0,0.0,0.0,0.0,72.0,0.0,100.8,208.8,21.6,0.0,0.0,0.0
1986,10,19.0,Champaign,6,Central,Mostly Urban,12.7,173215,225.0,8.0,220.0,1193.0,44.0,8.0,41.0,39.0,129.9,4.6,127.0,688.7,25.4,4.6,23.7,22.5
1986,11,21.0,Christian,4,Central,Mostly Urban,43.5,35199,9.0,0.0,27.0,80.0,7.0,1.0,5.0,2.0,25.6,0.0,76.7,227.3,19.9,2.8,14.2,5.7
1986,12,23.0,Clark,5,Southern,Mostly Rural,59.5,16215,14.0,0.0,16.0,40.0,8.0,0.0,5.0,0.0,86.3,0.0,98.7,246.7,49.3,0.0,30.8,0.0
1986,13,25.0,Clay,4,Southern,Mostly Rural,64.7,15045,9.0,0.0,22.0,21.0,0.0,0.0,0.0,0.0,59.8,0.0,146.2,139.6,0.0,0.0,0.0,0.0
1986,14,27.0,Clinton,4,Southern,Mostly Urban,48.8,33869,10.0,1.0,19.0,14.0,8.0,0.0,2.0,2.0,29.5,3.0,56.1,41.3,23.6,0.0,5.9,5.9
1986,15,29.0,Coles,5,Central,Mostly Urban,24.3,52272,24.0,1.0,63.0,272.0,3.0,0.0,5.0,3.0,45.9,1.9,120.5,520.4,5.7,0.0,9.6,5.7
1986,16,31.0,Cook,co,Northern - Cook,Completely Urban,0.0,5187228,6952.0,349.0,9041.0,49344.0,4744.0,842.0,4573.0,1254.0,134.0,6.7,174.3,951.3,91.5,16.2,88.2,24.2
1986,17,33.0,Crawford,2,Southern,Mostly Rural,60.2,20740,14.0,0.0,18.0,21.0,27.0,0.0,0.0,1.0,67.5,0.0,86.8,101.3,130.2,0.0,0.0,4.8
1986,18,35.0,Cumberland,5,Southern,Completely Rural,100.0,10792,4.0,0.0,5.0,17.0,2.0,0.0,1.0,0.0,37.1,0.0,46.3,157.5,18.5,0.0,9.3,0.0
1986,19,37.0,DeKalb,23,Northern - Other,Mostly Urban,20.3,74011,32.0,3.0,94.0,315.0,19.0,0.0,5.0,5.0,43.2,4.1,127.0,425.6,25.7,0.0,6.8,6.8
1986,20,39.0,De Witt,6,Central,Mostly Urban,48.8,17136,10.0,0.0,22.0,35.0,6.0,0.0,2.0,1.0,58.4,0.0,128.4,204.2,35.0,0.0,11.7,5.8
1986,21,41.0,Douglas,6,Central,Mostly Rural,61.6,19663,3.0,0.0,10.0,11.0,0.0,0.0,2.0,0.0,15.3,0.0,50.9,55.9,0.0,0.0,10.2,0.0
1986,22,43.0,DuPage,18,Northern - Collar,Completely Urban,0.0,726512,215.0,27.0,374.0,2841.0,99.0,1.0,54.0,33.0,29.6,3.7,51.5,391.0,13.6,0.1,7.4,4.5
1986,23,45.0,Edgar,5,Central,Mostly Rural,51.8,20729,14.0,5.0,22.0,49.0,5.0,0.0,3.0,5.0,67.5,24.1,106.1,236.4,24.1,0.0,14.5,24.1
1986,24,47.0,Edwards,2,Southern,Completely Rural,100.0,8029,3.0,0.0,3.0,15.0,1.0,0.0,0.0,0.0,37.4,0.0,37.4,186.8,12.5,0.0,0.0,0.0
1986,25,49.0,Effingham,4,Southern,Mostly Rural,59.7,31282,5.0,0.0,14.0,69.0,1.0,0.0,2.0,0.0,16.0,0.0,44.8,220.6,3.2,0.0,6.4,0.0
1986,26,51.0,Fayette,4,Southern,Mostly Rural,67.0,21665,4.0,0.0,6.0,16.0,3.0,0.0,0.0,0.0,18.5,0.0,27.7,73.9,13.8,0.0,0.0,0.0
1986,27,53.0,Ford,11,Central,Mostly Urban,41.8,14854,8.0,0.0,8.0,3.0,0.0,0.0,1.0,0.0,53.9,0.0,53.9,20.2,0.0,0.0,6.7,0.0
1986,28,55.0,Franklin,2,Southern,Mostly Urban,48.6,42844,41.0,0.0,28.0,58.0,1.0,0.0,4.0,0.0,95.7,0.0,65.4,135.4,2.3,0.0,9.3,0.0
1986,29,57.0,Fulton,9,Central,Mostly Rural,60.0,38649,18.0,5.0,35.0,87.0,4.0,0.0,0.0,2.0,46.6,12.9,90.6,225.1,10.3,0.0,0.0,5.2
1986,30,59.0,Gallatin,2,Southern,Completely Rural,100.0,7490,5.0,0.0,1.0,6.0,1.0,1.0,0.0,0.0,66.8,0.0,13.4,80.1,13.4,13.4,0.0,0.0
1986,31,61.0,Greene,7,Central,Mostly Rural,70.8,15695,2.0,1.0,14.0,22.0,1.0,0.0,0.0,2.0,12.7,6.4,89.2,140.2,6.4,0.0,0.0,12.7
1986,32,63.0,Grundy,13,Northern - Other,Mostly Urban,24.4,31024,11.0,6.0,21.0,94.0,8.0,0.0,2.0,4.0,35.5,19.3,67.7,303.0,25.8,0.0,6.4,12.9
1986,33,65.0,Hamilton,2,Southern,Mostly Rural,68.1,8919,1.0,0.0,4.0,10.0,1.0,0.0,0.0,0.0,11.2,0.0,44.8,112.1,11.2,0.0,0.0,0.0
1986,34,67.0,Hancock,9,Central,Mostly Rural,71.0,22308,6.0,1.0,35.0,34.0,5.0,0.0,0.0,0.0,26.9,4.5,156.9,152.4,22.4,0.0,0.0,0.0
1986,35,69.0,Hardin,2,Southern,Completely Rural,100.0,5294,3.0,0.0,3.0,3.0,1.0,1.0,0.0,0.0,56.7,0.0,56.7,56.7,18.9,18.9,0.0,0.0
1986,36,71.0,Henderson,9,Central,Mostly Rural,99.7,8418,9.0,0.0,3.0,8.0,0.0,0.0,2.0,0.0,106.9,0.0,35.6,95.0,0.0,0.0,23.8,0.0
1986,37,73.0,Henry,14,Central,Mostly Rural,50.3,53681,18.0,2.0,40.0,89.0,0.0,0.0,0.0,1.0,33.5,3.7,74.5,165.8,0.0,0.0,0.0,1.9
1986,38,75.0,Iroquois,21,Central,Mostly Rural,71.7,31765,6.0,6.0,19.0,27.0,5.0,0.0,2.0,0.0,18.9,18.9,59.8,85.0,15.7,0.0,6.3,0.0
1986,39,77.0,Jackson,1,Southern,Mostly Urban,37.2,61080,60.0,2.0,49.0,525.0,16.0,0.0,19.0,5.0,98.2,3.3,80.2,859.5,26.2,0.0,31.1,8.2
1986,40,79.0,Jasper,4,Southern,Mostly Rural,69.9,11135,3.0,0.0,5.0,15.0,1.0,0.0,0.0,0.0,26.9,0.0,44.9,134.7,9.0,0.0,0.0,0.0
1986,41,81.0,Jefferson,2,Southern,Mostly Rural,58.8,38103,35.0,0.0,42.0,258.0,9.0,3.0,1.0,2.0,91.9,0.0,110.2,677.1,23.6,7.9,2.6,5.2
1986,42,83.0,Jersey,7,Southern,Mostly Rural,60.6,20331,16.0,1.0,43.0,102.0,9.0,0.0,2.0,1.0,78.7,4.9,211.5,501.7,44.3,0.0,9.8,4.9
1986,43,85.0,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,22592,2.0,5.0,13.0,42.0,2.0,0.0,0.0,0.0,8.9,22.1,57.5,185.9,8.9,0.0,0.0,0.0
1986,44,87.0,Johnson,1,Southern,Completely Rural,100.0,11173,4.0,0.0,6.0,10.0,4.0,0.0,0.0,0.0,35.8,0.0,53.7,89.5,35.8,0.0,0.0,0.0
1986,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,293743,285.0,8.0,402.0,1843.0,75.0,13.0,63.0,35.0,97.0,2.7,136.9,627.4,25.5,4.4,21.4,11.9
1986,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,95926,145.0,6.0,144.0,778.0,42.0,4.0,25.0,9.0,151.2,6.3,150.1,811.0,43.8,4.2,26.1,9.4
1986,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,37322,6.0,0.0,8.0,50.0,4.0,0.0,2.0,4.0,16.1,0.0,21.4,134.0,10.7,0.0,5.4,10.7
1986,48,95.0,Knox,9,Central,Mostly Urban,24.3,56636,40.0,1.0,68.0,319.0,2.0,1.0,5.0,8.0,70.6,1.8,120.1,563.2,3.5,1.8,8.8,14.1
1986,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,473870,429.0,23.0,379.0,2438.0,44.0,7.0,84.0,42.0,90.5,4.9,80.0,514.5,9.3,1.5,17.7,8.9
1986,50,99.0,LaSalle,13,Northern - Other,Mostly Urban,30.2,107473,40.0,6.0,57.0,236.0,19.0,1.0,4.0,5.0,37.2,5.6,53.0,219.6,17.7,0.9,3.7,4.7
1986,51,101.0,Lawrence,2,Southern,Mostly Rural,58.0,17301,5.0,0.0,8.0,15.0,0.0,0.0,0.0,0.0,28.9,0.0,46.2,86.7,0.0,0.0,0.0,0.0
1986,52,103.0,Lee,15,Northern - Other,Mostly Rural,53.2,34238,22.0,3.0,37.0,111.0,7.0,0.0,0.0,2.0,64.3,8.8,108.1,324.2,20.4,0.0,0.0,5.8
1986,53,105.0,Livingston,11,Central,Mostly Urban,40.8,39799,3.0,2.0,5.0,35.0,7.0,0.0,0.0,1.0,7.5,5.0,12.6,87.9,17.6,0.0,0.0,2.5
1986,54,107.0,Logan,11,Central,Mostly Urban,39.9,31046,12.0,0.0,21.0,52.0,1.0,0.0,0.0,2.0,38.7,0.0,67.6,167.5,3.2,0.0,0.0,6.4
1986,55,109.0,McDonough,9,Central,Mostly Urban,29.5,35315,7.0,17.0,21.0,151.0,4.0,1.0,1.0,4.0,19.8,48.1,59.5,427.6,11.3,2.8,2.8,11.3
1986,56,111.0,McHenry,22,Northern - Collar,Mostly Urban,9.9,161268,61.0,3.0,266.0,718.0,39.0,0.0,7.0,8.0,37.8,1.9,164.9,445.2,24.2,0.0,4.3,5.0
1986,57,113.0,McLean,11,Central,Mostly Urban,16.5,122638,82.0,5.0,129.0,611.0,20.0,0.0,17.0,13.0,66.9,4.1,105.2,498.2,16.3,0.0,13.9,10.6
1986,58,115.0,Macon,6,Central,Mostly Urban,15.3,122775,301.0,41.0,288.0,1434.0,49.0,8.0,69.0,54.0,245.2,33.4,234.6,1168.0,39.9,6.5,56.2,44.0
1986,59,117.0,Macoupin,7,Central,Mostly Rural,58.5,48978,33.0,0.0,24.0,45.0,7.0,1.0,1.0,2.0,67.4,0.0,49.0,91.9,14.3,2.0,2.0,4.1
1986,60,119.0,Madison,3,Southern,Mostly Urban,13.3,247243,221.0,12.0,291.0,1509.0,78.0,24.0,71.0,37.0,89.4,4.9,117.7,610.3,31.5,9.7,28.7,15.0
1986,61,121.0,Marion,4,Southern,Mostly Urban,45.1,43272,41.0,2.0,52.0,227.0,9.0,0.0,7.0,1.0,94.7,4.6,120.2,524.6,20.8,0.0,16.2,2.3
1986,62,123.0,Marshall,10,Central,Completely Rural,100.0,13164,6.0,0.0,8.0,15.0,0.0,0.0,0.0,0.0,45.6,0.0,60.8,113.9,0.0,0.0,0.0,0.0
1986,63,125.0,Mason,8,Central,Mostly Rural,77.5,16994,20.0,0.0,12.0,40.0,1.0,0.0,1.0,2.0,117.7,0.0,70.6,235.4,5.9,0.0,5.9,11.8
1986,64,127.0,Massac,1,Southern,Mostly Rural,50.5,15022,11.0,0.0,20.0,50.0,17.0,0.0,3.0,3.0,73.2,0.0,133.1,332.8,113.2,0.0,20.0,20.0
1986,65,129.0,Menard,8,Central,Mostly Rural,75.7,11489,7.0,1.0,8.0,11.0,0.0,0.0,0.0,0.0,60.9,8.7,69.6,95.7,0.0,0.0,0.0,0.0
1986,66,131.0,Mercer,14,Central,Mostly Rural,77.8,18106,6.0,0.0,11.0,9.0,1.0,5.0,0.0,1.0,33.1,0.0,60.8,49.7,5.5,27.6,0.0,5.5
1986,67,133.0,Monroe,20,Southern,Mostly Urban,41.4,20901,6.0,2.0,1.0,10.0,0.0,0.0,0.0,1.0,28.7,9.6,4.8,47.8,0.0,0.0,0.0,4.8
1986,68,135.0,Montgomery,4,Central,Mostly Urban,41.6,31602,12.0,0.0,14.0,27.0,2.0,0.0,2.0,0.0,38.0,0.0,44.3,85.4,6.3,0.0,6.3,0.0
1986,69,137.0,Morgan,7,Central,Mostly Urban,36.2,37121,122.0,0.0,50.0,217.0,8.0,2.0,1.0,0.0,328.7,0.0,134.7,584.6,21.6,5.4,2.7,0.0
1986,70,139.0,Moultrie,6,Central,Mostly Rural,69.2,14268,6.0,0.0,1.0,14.0,1.0,0.0,0.0,0.0,42.1,0.0,7.0,98.1,7.0,0.0,0.0,0.0
1986,71,141.0,Ogle,15,Northern - Other,Mostly Urban,47.1,45457,12.0,0.0,25.0,90.0,2.0,0.0,4.0,2.0,26.4,0.0,55.0,198.0,4.4,0.0,8.8,4.4
1986,72,143.0,Peoria,10,Central,Mostly Urban,14.6,182189,386.0,12.0,291.0,1505.0,36.0,5.0,85.0,59.0,211.9,6.6,159.7,826.1,19.8,2.7,46.7,32.4
1986,73,145.0,Perry,20,Southern,Mostly Urban,43.6,22093,18.0,4.0,25.0,30.0,5.0,1.0,1.0,1.0,81.5,18.1,113.2,135.8,22.6,4.5,4.5,4.5
1986,74,147.0,Piatt,6,Central,Mostly Rural,67.7,15978,8.0,0.0,26.0,26.0,2.0,0.0,5.0,1.0,50.1,0.0,162.7,162.7,12.5,0.0,31.3,6.3
1986,75,149.0,Pike,8,Central,Mostly Rural,72.3,18045,3.0,0.0,4.0,2.0,2.0,1.0,0.0,1.0,16.6,0.0,22.2,11.1,11.1,5.5,0.0,5.5
1986,76,151.0,Pope,1,Southern,Completely Rural,100.0,4538,6.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,132.2,0.0,66.1,66.1,0.0,0.0,0.0,0.0
1986,77,153.0,Pulaski,1,Southern,Completely Rural,100.0,8105,10.0,0.0,6.0,8.0,2.0,0.0,0.0,1.0,123.4,0.0,74.0,98.7,24.7,0.0,0.0,12.3
1986,78,155.0,Putnam,10,Central,Completely Rural,100.0,5841,2.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,34.2,0.0,68.5,34.2,0.0,0.0,0.0,0.0
1986,79,157.0,Randolph,20,Southern,Mostly Urban,42.6,35409,12.0,0.0,20.0,30.0,5.0,0.0,1.0,1.0,33.9,0.0,56.5,84.7,14.1,0.0,2.8,2.8
1986,80,159.0,Richland,2,Southern,Mostly Urban,43.5,17447,15.0,0.0,21.0,37.0,1.0,0.0,2.0,1.0,86.0,0.0,120.4,212.1,5.7,0.0,11.5,5.7
1986,81,161.0,Rock Island,14,Central,Mostly Urban,10.9,155640,174.0,8.0,165.0,1055.0,31.0,1.0,26.0,18.0,111.8,5.1,106.0,677.8,19.9,0.6,16.7,11.6
1986,82,163.0,St. Clair,20,Southern,Mostly Urban,9.8,266545,431.0,10.0,353.0,1608.0,78.0,36.0,120.0,47.0,161.7,3.8,132.4,603.3,29.3,13.5,45.0,17.6
1986,83,165.0,Saline,1,Southern,Mostly Urban,43.7,28182,24.0,1.0,29.0,128.0,12.0,1.0,2.0,0.0,85.2,3.5,102.9,454.2,42.6,3.5,7.1,0.0
1986,84,167.0,Sangamon,7,Central,Mostly Urban,14.1,175827,121.0,6.0,136.0,565.0,36.0,3.0,15.0,13.0,68.8,3.4,77.3,321.3,20.5,1.7,8.5,7.4
1986,85,169.0,Schuyler,8,Central,Mostly Rural,57.6,7676,0.0,0.0,2.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,26.1,78.2,0.0,0.0,0.0,26.1
1986,86,171.0,Scott,7,Central,Completely Rural,100.0,5815,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,34.4,0.0,0.0,34.4,34.4,0.0,0.0,0.0
1986,87,173.0,Shelby,4,Central,Mostly Rural,77.7,22891,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,4.4,0.0,4.4,21.8,0.0,0.0,0.0,0.0
1986,88,175.0,Stark,10,Central,Completely Rural,100.0,6930,4.0,1.0,4.0,5.0,0.0,0.0,0.0,0.0,57.7,14.4,57.7,72.2,0.0,0.0,0.0,0.0
1986,89,177.0,Stephenson,15,Northern - Other,Mostly Urban,40.1,48768,67.0,0.0,22.0,222.0,4.0,0.0,3.0,4.0,137.4,0.0,45.1,455.2,8.2,0.0,6.2,8.2
1986,90,179.0,Tazewell,10,Central,Mostly Urban,20.4,122898,80.0,11.0,137.0,450.0,14.0,2.0,20.0,20.0,65.1,9.0,111.5,366.2,11.4,1.6,16.3,16.3
1986,91,181.0,Union,1,Southern,Mostly Rural,65.9,18302,19.0,0.0,4.0,15.0,1.0,0.0,0.0,0.0,103.8,0.0,21.9,82.0,5.5,0.0,0.0,0.0
1986,92,183.0,Vermilion,5,Central,Mostly Urban,31.3,91551,147.0,14.0,139.0,509.0,9.0,7.0,26.0,28.0,160.6,15.3,151.8,556.0,9.8,7.6,28.4,30.6
1986,93,185.0,Wabash,2,Southern,Mostly Urban,38.9,13639,7.0,0.0,20.0,43.0,1.0,0.0,4.0,0.0,51.3,0.0,146.6,315.3,7.3,0.0,29.3,0.0
1986,94,187.0,Warren,9,Central,Mostly Urban,45.5,20445,13.0,0.0,15.0,102.0,7.0,0.0,0.0,1.0,63.6,0.0,73.4,498.9,34.2,0.0,0.0,4.9
1986,95,189.0,Washington,20,Southern,Mostly Rural,73.6,15125,1.0,0.0,10.0,4.0,0.0,0.0,3.0,1.0,6.6,0.0,66.1,26.4,0.0,0.0,19.8,6.6
1986,96,191.0,Wayne,2,Southern,Mostly Rural,69.9,18247,2.0,1.0,11.0,18.0,0.0,1.0,0.0,0.0,11.0,5.5,60.3,98.6,0.0,5.5,0.0,0.0
1986,97,193.0,White,2,Southern,Mostly Rural,62.0,17727,6.0,1.0,16.0,31.0,2.0,0.0,0.0,8.0,33.8,5.6,90.3,174.9,11.3,0.0,0.0,45.1
1986,98,195.0,Whiteside,14,Northern - Other,Mostly Urban,37.3,61428,23.0,9.0,53.0,222.0,10.0,0.0,4.0,5.0,37.4,14.7,86.3,361.4,16.3,0.0,6.5,8.1
1986,99,197.0,Will,12,Northern - Collar,Mostly Urban,3.9,334246,293.0,21.0,335.0,1792.0,113.0,12.0,70.0,44.0,87.7,6.3,100.2,536.1,33.8,3.6,20.9,13.2
1986,100,199.0,Williamson,1,Southern,Mostly Urban,34.8,58539,72.0,1.0,60.0,157.0,14.0,3.0,1.0,4.0,123.0,1.7,102.5,268.2,23.9,5.1,1.7,6.8
1986,101,201.0,Winnebago,17,Northern - Other,Mostly Urban,7.9,249009,399.0,6.0,416.0,2369.0,38.0,12.0,99.0,49.0,160.2,2.4,167.1,951.4,15.3,4.8,39.8,19.7
1986,102,203.0,Woodford,11,Central,Mostly Rural,54.9,32654,4.0,1.0,14.0,12.0,1.0,1.0,0.0,0.0,12.2,3.1,42.9,36.7,3.1,3.1,0.0,0.0
1987,1,1.0,Adams,8,Central,Mostly Urban,32.6,66829,68.0,7.0,120.0,410.0,23.0,1.0,9.0,13.0,101.8,10.5,179.6,613.5,34.4,1.5,13.5,19.5
1987,2,3.0,Alexander,1,Southern,Mostly Rural,61.9,11342,38.0,0.0,11.0,31.0,3.0,0.0,3.0,4.0,335.0,0.0,97.0,273.3,26.5,0.0,26.5,35.3
1987,3,5.0,Bond,3,Southern,Mostly Rural,60.7,15503,2.0,0.0,1.0,12.0,2.0,1.0,0.0,1.0,12.9,0.0,6.5,77.4,12.9,6.5,0.0,6.5
1987,4,7.0,Boone,17,Northern - Other,Mostly Urban,19.4,29641,13.0,2.0,31.0,192.0,2.0,2.0,2.0,5.0,43.9,6.7,104.6,647.8,6.7,6.7,6.7,16.9
1987,5,9.0,Brown,8,Central,Mostly Urban,41.1,5676,1.0,0.0,13.0,7.0,0.0,0.0,0.0,2.0,17.6,0.0,229.0,123.3,0.0,0.0,0.0,35.2
1987,6,11.0,Bureau,13,Central,Mostly Rural,57.4,36625,9.0,0.0,23.0,48.0,3.0,0.0,0.0,0.0,24.6,0.0,62.8,131.1,8.2,0.0,0.0,0.0
1987,7,13.0,Calhoun,8,Southern,Completely Rural,100.0,5380,2.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,37.2,0.0,0.0,37.2,0.0,18.6,18.6,0.0
1987,8,15.0,Carroll,15,Northern - Other,Mostly Rural,81.9,17153,7.0,0.0,14.0,24.0,3.0,0.0,0.0,0.0,40.8,0.0,81.6,139.9,17.5,0.0,0.0,0.0
1987,9,17.0,Cass,8,Central,Mostly Rural,52.1,13631,2.0,0.0,26.0,34.0,2.0,0.0,4.0,0.0,14.7,0.0,190.7,249.4,14.7,0.0,29.3,0.0
1987,10,19.0,Champaign,6,Central,Mostly Urban,12.7,173857,197.0,12.0,200.0,1111.0,51.0,3.0,51.0,23.0,113.3,6.9,115.0,639.0,29.3,1.7,29.3,13.2
1987,11,21.0,Christian,4,Central,Mostly Urban,43.5,35098,15.0,2.0,13.0,58.0,6.0,1.0,2.0,1.0,42.7,5.7,37.0,165.3,17.1,2.8,5.7,2.8
1987,12,23.0,Clark,5,Southern,Mostly Rural,59.5,16103,13.0,1.0,15.0,32.0,4.0,0.0,1.0,2.0,80.7,6.2,93.2,198.7,24.8,0.0,6.2,12.4
1987,13,25.0,Clay,4,Southern,Mostly Rural,64.7,14729,6.0,1.0,19.0,26.0,0.0,0.0,0.0,0.0,40.7,6.8,129.0,176.5,0.0,0.0,0.0,0.0
1987,14,27.0,Clinton,4,Southern,Mostly Urban,48.8,33720,7.0,0.0,18.0,16.0,1.0,0.0,0.0,2.0,20.8,0.0,53.4,47.4,3.0,0.0,0.0,5.9
1987,15,29.0,Coles,5,Central,Mostly Urban,24.3,52000,24.0,0.0,52.0,289.0,14.0,0.0,10.0,2.0,46.2,0.0,100.0,555.8,26.9,0.0,19.2,3.8
1987,16,31.0,Cook,co,Northern - Cook,Completely Urban,0.0,5172398,4338.0,360.0,8500.0,49746.0,5079.0,943.0,5010.0,1143.0,83.9,7.0,164.3,961.8,98.2,18.2,96.9,22.1
1987,17,33.0,Crawford,2,Southern,Mostly Rural,60.2,20404,12.0,1.0,12.0,27.0,2.0,0.0,1.0,1.0,58.8,4.9,58.8,132.3,9.8,0.0,4.9,4.9
1987,18,35.0,Cumberland,5,Southern,Completely Rural,100.0,10753,7.0,0.0,7.0,13.0,2.0,0.0,0.0,1.0,65.1,0.0,65.1,120.9,18.6,0.0,0.0,9.3
1987,19,37.0,DeKalb,23,Northern - Other,Mostly Urban,20.3,74844,41.0,1.0,74.0,439.0,24.0,0.0,7.0,10.0,54.8,1.3,98.9,586.6,32.1,0.0,9.4,13.4
1987,20,39.0,De Witt,6,Central,Mostly Urban,48.8,16741,12.0,0.0,24.0,61.0,5.0,0.0,3.0,2.0,71.7,0.0,143.4,364.4,29.9,0.0,17.9,11.9
1987,21,41.0,Douglas,6,Central,Mostly Rural,61.6,19665,7.0,0.0,6.0,10.0,4.0,0.0,2.0,2.0,35.6,0.0,30.5,50.9,20.3,0.0,10.2,10.2
1987,22,43.0,DuPage,18,Northern - Collar,Completely Urban,0.0,741405,188.0,31.0,391.0,2861.0,109.0,2.0,46.0,21.0,25.4,4.2,52.7,385.9,14.7,0.3,6.2,2.8
1987,23,45.0,Edgar,5,Central,Mostly Rural,51.8,20386,12.0,0.0,39.0,37.0,5.0,2.0,3.0,1.0,58.9,0.0,191.3,181.5,24.5,9.8,14.7,4.9
1987,24,47.0,Edwards,2,Southern,Completely Rural,100.0,7898,1.0,0.0,1.0,9.0,1.0,0.0,0.0,0.0,12.7,0.0,12.7,114.0,12.7,0.0,0.0,0.0
1987,25,49.0,Effingham,4,Southern,Mostly Rural,59.7,31370,8.0,1.0,19.0,84.0,4.0,0.0,4.0,0.0,25.5,3.2,60.6,267.8,12.8,0.0,12.8,0.0
1987,26,51.0,Fayette,4,Southern,Mostly Rural,67.0,21440,3.0,1.0,0.0,19.0,0.0,0.0,0.0,0.0,14.0,4.7,0.0,88.6,0.0,0.0,0.0,0.0
1987,27,53.0,Ford,11,Central,Mostly Urban,41.8,14642,5.0,0.0,5.0,12.0,0.0,0.0,0.0,0.0,34.1,0.0,34.1,82.0,0.0,0.0,0.0,0.0
