year,id,fips_number,county_name,judicial_circuit,region,community_type,percent_rural,population,aggravated_assault,arson,burglary,larceny_theft,motor_vehicle_theft,murder,robbery,sexual_assault,aggravated_assault_rate,arson_rate,burglary_rate,larceny_theft_rate,motor_vehicle_theft_rate,murder_rate,robbery_rate,sexual_assault_rate
2002,7,13.0,Calhoun,8,Southern,Completely Rural,100.0,4974,14.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,281.5,0.0,60.3,140.7,0.0,0.0,0.0,0.0
2002,8,15.0,Carroll,15,Northern - Other,Mostly Rural,81.9,16365,20.0,0.0,13.0,44.0,0.0,1.0,0.0,1.0,122.2,0.0,79.4,268.9,0.0,6.1,0.0,6.1
2002,9,17.0,Cass,8,Central,Mostly Rural,52.1,13531,51.0,0.0,11.0,38.0,5.0,0.0,0.0,3.0,376.9,0.0,81.3,280.8,37.0,0.0,0.0,22.2
2002,10,19.0,Champaign,6,Central,Mostly Urban,12.7,183102,562.0,5.0,426.0,570.0,28.0,8.0,84.0,26.0,306.9,2.7,232.7,311.3,15.3,4.4,45.9,14.2
2002,11,21.0,Christian,4,Central,Mostly Urban,43.5,35022,98.0,3.0,75.0,172.0,11.0,0.0,1.0,4.0,279.8,8.6,214.2,491.1,31.4,0.0,2.9,11.4
2002,12,23.0,Clark,5,Southern,Mostly Rural,59.5,16904,39.0,0.0,6.0,28.0,5.0,0.0,0.0,2.0,230.7,0.0,35.5,165.6,29.6,0.0,0.0,11.8
2002,13,25.0,Clay,4,Southern,Mostly Rural,64.7,14147,6.0,2.0,12.0,23.0,6.0,0.0,0.0,2.0,42.4,14.1,84.8,162.6,42.4,0.0,0.0,14.1
2002,14,27.0,Clinton,4,Southern,Mostly Urban,48.8,35719,26.0,4.0,9.0,76.0,1.0,1.0,2.0,3.0,72.8,11.2,25.2,212.8,2.8,2.8,5.6,8.4
2002,15,29.0,Coles,5,Central,Mostly Urban,24.3,52013,54.0,0.0,51.0,187.0,6.0,0.0,7.0,7.0,103.8,0.0,98.1,359.5,11.5,0.0,13.5,13.5
2002,16,31.0,Cook,co,Northern - Cook,Completely Urban,0.0,5355574,7829.0,261.0,4722.0,33689.0,10044.0,604.0,3710.0,910.0,146.2,4.9,88.2,629.0,187.5,11.3,69.3,17.0
2002,17,33.0,Crawford,2,Southern,Mostly Rural,60.2,20086,18.0,2.0,7.0,28.0,2.0,1.0,0.0,0.0,89.6,10.0,34.9,139.4,10.0,5.0,0.0,0.0
2002,18,35.0,Cumberland,5,Southern,Completely Rural,100.0,11051,26.0,2.0,6.0,12.0,4.0,0.0,2.0,2.0,235.3,18.1,54.3,108.6,36.2,0.0,18.1,18.1
2002,19,37.0,DeKalb,23,Northern - Other,Mostly Urban,20.3,92449,95.0,4.0,66.0,273.0,17.0,4.0,12.0,3.0,102.8,4.3,71.4,295.3,18.4,4.3,13.0,3.2
2002,20,39.0,De Witt,6,Central,Mostly Urban,48.8,16546,19.0,0.0,13.0,46.0,1.0,0.0,1.0,0.0,114.8,0.0,78.6,278.0,6.0,0.0,6.0,0.0
2002,21,41.0,Douglas,6,Central,Mostly Rural,61.6,19825,25.0,0.0,15.0,23.0,0.0,0.0,0.0,5.0,126.1,0.0,75.7,116.0,0.0,0.0,0.0,25.2
2002,22,43.0,DuPage,18,Northern - Collar,Completely Urban,0.0,918864,537.0,20.0,190.0,3750.0,67.0,7.0,69.0,39.0,58.4,2.2,20.7,408.1,7.3,0.8,7.5,4.2
2002,23,45.0,Edgar,5,Central,Mostly Rural,51.8,19339,59.0,0.0,7.0,45.0,6.0,0.0,1.0,7.0,305.1,0.0,36.2,232.7,31.0,0.0,5.2,36.2
2002,24,47.0,Edwards,2,Southern,Completely Rural,100.0,6799,6.0,0.0,24.0,35.0,0.0,0.0,0.0,1.0,88.2,0.0,353.0,514.8,0.0,0.0,0.0,14.7
2002,25,49.0,Effingham,4,Southern,Mostly Rural,59.7,34309,60.0,3.0,15.0,62.0,2.0,0.0,0.0,4.0,174.9,8.7,43.7,180.7,5.8,0.0,0.0,11.7
2002,26,51.0,Fayette,4,Southern,Mostly Rural,67.0,21490,21.0,0.0,26.0,60.0,2.0,1.0,5.0,0.0,97.7,0.0,121.0,279.2,9.3,4.7,23.3,0.0
2002,27,53.0,Ford,11,Central,Mostly Urban,41.8,14087,11.0,0.0,11.0,19.0,1.0,1.0,0.0,1.0,78.1,0.0,78.1,134.9,7.1,7.1,0.0,7.1
2002,28,55.0,Franklin,2,Southern,Mostly Urban,48.6,38842,147.0,2.0,31.0,105.0,29.0,1.0,3.0,12.0,378.5,5.1,79.8,270.3,74.7,2.6,7.7,30.9
2002,29,57.0,Fulton,9,Central,Mostly Rural,60.0,37488,110.0,6.0,49.0,127.0,2.0,0.0,0.0,20.0,293.4,16.0,130.7,338.8,5.3,0.0,0.0,53.4
2002,30,59.0,Gallatin,2,Southern,Completely Rural,100.0,6175,4.0,0.0,3.0,12.0,2.0,0.0,0.0,0.0,64.8,0.0,48.6,194.3,32.4,0.0,0.0,0.0
2002,31,61.0,Greene,7,Central,Mostly Rural,70.8,14588,51.0,2.0,18.0,39.0,4.0,0.0,0.0,0.0,349.6,13.7,123.4,267.3,27.4,0.0,0.0,0.0
2002,32,63.0,Grundy,13,Northern - Other,Mostly Urban,24.4,38624,20.0,0.0,13.0,93.0,2.0,0.0,0.0,0.0,51.8,0.0,33.7,240.8,5.2,0.0,0.0,0.0
2002,33,65.0,Hamilton,2,Southern,Mostly Rural,68.1,8370,15.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,179.2,0.0,0.0,59.7,0.0,0.0,0.0,0.0
2002,34,67.0,Hancock,9,Central,Mostly Rural,71.0,19590,51.0,2.0,23.0,40.0,5.0,1.0,0.0,4.0,260.3,10.2,117.4,204.2,25.5,5.1,0.0,20.4
2002,35,69.0,Hardin,2,Southern,Completely Rural,100.0,4701,30.0,0.0,4.0,8.0,3.0,0.0,0.0,0.0,638.2,0.0,85.1,170.2,63.8,0.0,0.0,0.0
2002,36,71.0,Henderson,9,Central,Mostly Rural,99.7,8103,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,12.3,0.0,37.0,37.0,0.0,0.0,0.0,0.0
2002,37,73.0,Henry,14,Central,Mostly Rural,50.3,50166,38.0,2.0,43.0,154.0,4.0,1.0,1.0,5.0,75.7,4.0,85.7,307.0,8.0,2.0,2.0,10.0
2002,38,75.0,Iroquois,21,Central,Mostly Rural,71.7,30698,96.0,0.0,37.0,52.0,5.0,0.0,0.0,3.0,312.7,0.0,120.5,169.4,16.3,0.0,0.0,9.8
2002,39,77.0,Jackson,1,Southern,Mostly Urban,37.2,58577,149.0,5.0,62.0,438.0,8.0,3.0,21.0,7.0,254.4,8.5,105.8,747.7,13.7,5.1,35.9,12.0
2002,40,79.0,Jasper,4,Southern,Mostly Rural,69.9,9972,33.0,0.0,1.0,7.0,3.0,0.0,0.0,1.0,330.9,0.0,10.0,70.2,30.1,0.0,0.0,10.0
2002,41,81.0,Jefferson,2,Southern,Mostly Rural,58.8,40028,129.0,1.0,45.0,178.0,6.0,3.0,17.0,12.0,322.3,2.5,112.4,444.7,15.0,7.5,42.5,30.0
2002,42,83.0,Jersey,7,Southern,Mostly Rural,60.6,21898,43.0,0.0,49.0,135.0,5.0,0.0,0.0,2.0,196.4,0.0,223.8,616.5,22.8,0.0,0.0,9.1
2002,43,85.0,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,22305,24.0,6.0,8.0,30.0,3.0,0.0,0.0,9.0,107.6,26.9,35.9,134.5,13.4,0.0,0.0,40.3
2002,44,87.0,Johnson,1,Southern,Completely Rural,100.0,12715,34.0,2.0,13.0,25.0,6.0,0.0,0.0,3.0,267.4,15.7,102.2,196.6,47.2,0.0,0.0,23.6
2002,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,440157,332.0,13.0,188.0,1859.0,50.0,14.0,49.0,22.0,75.4,3.0,42.7,422.3,11.4,3.2,11.1,5.0
2002,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,105416,182.0,4.0,76.0,657.0,33.0,7.0,33.0,26.0,172.6,3.8,72.1,623.2,31.3,6.6,31.3,24.7
2002,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,61755,72.0,7.0,51.0,223.0,12.0,0.0,4.0,8.0,116.6,11.3,82.6,361.1,19.4,0.0,6.5,13.0
2002,48,95.0,Knox,9,Central,Mostly Urban,24.3,54650,130.0,2.0,71.0,305.0,14.0,0.0,19.0,11.0,237.9,3.7,129.9,558.1,25.6,0.0,34.8,20.1
2002,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,671443,604.0,18.0,252.0,2673.0,62.0,6.0,69.0,98.0,90.0,2.7,37.5,398.1,9.2,0.9,10.3,14.6
2002,50,99.0,LaSalle,13,Northern - Other,Mostly Urban,30.2,111504,117.0,3.0,82.0,348.0,13.0,1.0,3.0,15.0,104.9,2.7,73.5,312.1,11.7,0.9,2.7,13.5
2002,51,101.0,Lawrence,2,Southern,Mostly Rural,58.0,16042,18.0,0.0,9.0,25.0,1.0,2.0,0.0,1.0,112.2,0.0,56.1,155.8,6.2,12.5,0.0,6.2
2002,52,103.0,Lee,15,Northern - Other,Mostly Rural,53.2,35477,88.0,7.0,126.0,248.0,17.0,0.0,1.0,27.0,248.0,19.7,355.2,699.0,47.9,0.0,2.8,76.1
2002,53,105.0,Livingston,11,Central,Mostly Urban,40.8,39111,53.0,2.0,13.0,83.0,6.0,0.0,0.0,8.0,135.5,5.1,33.2,212.2,15.3,0.0,0.0,20.5
2002,54,107.0,Logan,11,Central,Mostly Urban,39.9,30713,61.0,0.0,30.0,73.0,5.0,0.0,1.0,3.0,198.6,0.0,97.7,237.7,16.3,0.0,3.3,9.8
2002,55,109.0,McDonough,9,Central,Mostly Urban,29.5,32813,77.0,1.0,22.0,55.0,0.0,1.0,0.0,5.0,234.7,3.0,67.0,167.6,0.0,3.0,0.0,15.2
2002,56,111.0,McHenry,22,Northern - Collar,Mostly Urban,9.9,278222,293.0,8.0,161.0,872.0,13.0,1.0,16.0,18.0,105.3,2.9,57.9,313.4,4.7,0.4,5.8,6.5
2002,57,113.0,McLean,11,Central,Mostly Urban,16.5,155630,303.0,4.0,148.0,419.0,19.0,4.0,17.0,15.0,194.7,2.6,95.1,269.2,12.2,2.6,10.9,9.6
2002,58,115.0,Macon,6,Central,Mostly Urban,15.3,111980,352.0,41.0,388.0,1296.0,45.0,7.0,107.0,46.0,314.3,36.6,346.5,1157.3,40.2,6.3,95.6,41.1
2002,59,117.0,Macoupin,7,Central,Mostly Rural,58.5,48769,63.0,0.0,27.0,66.0,5.0,0.0,2.0,8.0,129.2,0.0,55.4,135.3,10.3,0.0,4.1,16.4
2002,60,119.0,Madison,3,Southern,Mostly Urban,13.3,261346,520.0,15.0,388.0,1093.0,121.0,5.0,91.0,70.0,199.0,5.7,148.5,418.2,46.3,1.9,34.8,26.8
2002,61,121.0,Marion,4,Southern,Mostly Urban,45.1,40893,53.0,7.0,35.0,168.0,8.0,2.0,5.0,5.0,129.6,17.1,85.6,410.8,19.6,4.9,12.2,12.2
2002,62,123.0,Marshall,10,Central,Completely Rural,100.0,12941,6.0,0.0,7.0,10.0,0.0,0.0,1.0,0.0,46.4,0.0,54.1,77.3,0.0,0.0,7.7,0.0
2002,63,125.0,Mason,8,Central,Mostly Rural,77.5,15851,40.0,0.0,34.0,41.0,4.0,0.0,0.0,0.0,252.4,0.0,214.5,258.7,25.2,0.0,0.0,0.0
2002,64,127.0,Massac,1,Southern,Mostly Rural,50.5,15103,45.0,0.0,21.0,50.0,10.0,1.0,3.0,2.0,298.0,0.0,139.0,331.1,66.2,6.6,19.9,13.2
2002,65,129.0,Menard,8,Central,Mostly Rural,75.7,12473,27.0,0.0,8.0,5.0,2.0,0.0,0.0,0.0,216.5,0.0,64.1,40.1,16.0,0.0,0.0,0.0
2002,66,131.0,Mercer,14,Central,Mostly Rural,77.8,16872,26.0,2.0,6.0,9.0,8.0,0.0,0.0,7.0,154.1,11.9,35.6,53.3,47.4,0.0,0.0,41.5
2002,67,133.0,Monroe,20,Southern,Mostly Urban,41.4,29195,21.0,0.0,36.0,63.0,3.0,0.0,1.0,2.0,71.9,0.0,123.3,215.8,10.3,0.0,3.4,6.9
2002,68,135.0,Montgomery,4,Central,Mostly Urban,41.6,30440,41.0,1.0,33.0,94.0,13.0,0.0,1.0,2.0,134.7,3.3,108.4,308.8,42.7,0.0,3.3,6.6
2002,69,137.0,Morgan,7,Central,Mostly Urban,36.2,36064,68.0,1.0,43.0,167.0,6.0,2.0,7.0,1.0,188.6,2.8,119.2,463.1,16.6,5.5,19.4,2.8
2002,70,139.0,Moultrie,6,Central,Mostly Rural,69.2,14267,26.0,0.0,34.0,52.0,2.0,0.0,0.0,4.0,182.2,0.0,238.3,364.5,14.0,0.0,0.0,28.0
2002,71,141.0,Ogle,15,Northern - Other,Mostly Urban,47.1,52138,28.0,1.0,52.0,134.0,6.0,0.0,3.0,4.0,53.7,1.9,99.7,257.0,11.5,0.0,5.8,7.7
2002,72,143.0,Peoria,10,Central,Mostly Urban,14.6,182453,418.0,13.0,233.0,1294.0,190.0,10.0,106.0,47.0,229.1,7.1,127.7,709.2,104.1,5.5,58.1,25.8
2002,73,145.0,Perry,20,Southern,Mostly Urban,43.6,22719,30.0,1.0,23.0,36.0,8.0,1.0,1.0,1.0,132.0,4.4,101.2,158.5,35.2,4.4,4.4,4.4
2002,74,147.0,Piatt,6,Central,Mostly Rural,67.7,16162,11.0,0.0,8.0,25.0,2.0,1.0,0.0,3.0,68.1,0.0,49.5,154.7,12.4,6.2,0.0,18.6
2002,75,149.0,Pike,8,Central,Mostly Rural,72.3,16986,11.0,0.0,5.0,21.0,5.0,0.0,0.0,0.0,64.8,0.0,29.4,123.6,29.4,0.0,0.0,0.0
2002,76,151.0,Pope,1,Southern,Completely Rural,100.0,4292,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002,77,153.0,Pulaski,1,Southern,Completely Rural,100.0,7083,38.0,0.0,6.0,15.0,3.0,0.0,0.0,0.0,536.5,0.0,84.7,211.8,42.4,0.0,0.0,0.0
2002,78,155.0,Putnam,10,Central,Completely Rural,100.0,6068,1.0,1.0,5.0,5.0,1.0,0.0,0.0,2.0,16.5,16.5,82.4,82.4,16.5,0.0,0.0,33.0
2002,79,157.0,Randolph,20,Southern,Mostly Urban,42.6,33273,40.0,1.0,15.0,63.0,2.0,0.0,0.0,4.0,120.2,3.0,45.1,189.3,6.0,0.0,0.0,12.0
2002,80,159.0,Richland,2,Southern,Mostly Urban,43.5,16155,15.0,0.0,6.0,27.0,1.0,0.0,0.0,0.0,92.9,0.0,37.1,167.1,6.2,0.0,0.0,0.0
2002,81,161.0,Rock Island,14,Central,Mostly Urban,10.9,148140,323.0,5.0,214.0,1075.0,42.0,5.0,54.0,16.0,218.0,3.4,144.5,725.7,28.4,3.4,36.5,10.8
2002,82,163.0,St. Clair,20,Southern,Mostly Urban,9.8,257123,810.0,25.0,260.0,1530.0,125.0,19.0,82.0,65.0,315.0,9.7,101.1,595.0,48.6,7.4,31.9,25.3
2002,83,165.0,Saline,1,Southern,Mostly Urban,43.7,26269,52.0,0.0,17.0,66.0,14.0,1.0,4.0,2.0,198.0,0.0,64.7,251.2,53.3,3.8,15.2,7.6
2002,84,167.0,Sangamon,7,Central,Mostly Urban,14.1,191486,599.0,18.0,257.0,1147.0,63.0,4.0,63.0,25.0,312.8,9.4,134.2,599.0,32.9,2.1,32.9,13.1
2002,85,169.0,Schuyler,8,Central,Mostly Rural,57.6,6998,7.0,0.0,5.0,7.0,0.0,0.0,0.0,1.0,100.0,0.0,71.4,100.0,0.0,0.0,0.0,14.3
2002,86,171.0,Scott,7,Central,Completely Rural,100.0,5452,9.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,165.1,0.0,55.0,91.7,0.0,0.0,0.0,0.0
2002,87,173.0,Shelby,4,Central,Mostly Rural,77.7,22490,38.0,2.0,33.0,43.0,3.0,0.0,0.0,18.0,169.0,8.9,146.7,191.2,13.3,0.0,0.0,80.0
2002,88,175.0,Stark,10,Central,Completely Rural,100.0,6255,11.0,0.0,5.0,2.0,0.0,1.0,0.0,0.0,175.9,0.0,79.9,32.0,0.0,16.0,0.0,0.0
2002,89,177.0,Stephenson,15,Northern - Other,Mostly Urban,40.1,48034,52.0,1.0,61.0,267.0,2.0,0.0,9.0,9.0,108.3,2.1,127.0,555.9,4.2,0.0,18.7,18.7
2002,90,179.0,Tazewell,10,Central,Mostly Urban,20.4,128107,211.0,3.0,171.0,718.0,38.0,0.0,14.0,23.0,164.7,2.3,133.5,560.5,29.7,0.0,10.9,18.0
2002,91,181.0,Union,1,Southern,Mostly Rural,65.9,18108,9.0,0.0,7.0,31.0,2.0,0.0,0.0,7.0,49.7,0.0,38.7,171.2,11.0,0.0,0.0,38.7
2002,92,183.0,Vermilion,5,Central,Mostly Urban,31.3,82909,283.0,2.0,228.0,391.0,8.0,1.0,30.0,25.0,341.3,2.4,275.0,471.6,9.6,1.2,36.2,30.2
2002,93,185.0,Wabash,2,Southern,Mostly Urban,38.9,12633,27.0,0.0,6.0,23.0,0.0,0.0,0.0,0.0,213.7,0.0,47.5,182.1,0.0,0.0,0.0,0.0
2002,94,187.0,Warren,9,Central,Mostly Urban,45.5,18327,40.0,0.0,13.0,59.0,1.0,0.0,1.0,0.0,218.3,0.0,70.9,321.9,5.5,0.0,5.5,0.0
2002,95,189.0,Washington,20,Southern,Mostly Rural,73.6,15084,10.0,0.0,1.0,5.0,3.0,0.0,0.0,2.0,66.3,0.0,6.6,33.1,19.9,0.0,0.0,13.3
2002,96,191.0,Wayne,2,Southern,Mostly Rural,69.9,16914,42.0,4.0,16.0,33.0,12.0,0.0,0.0,2.0,248.3,23.6,94.6,195.1,70.9,0.0,0.0,11.8
2002,97,193.0,White,2,Southern,Mostly Rural,62.0,15100,37.0,0.0,19.0,65.0,2.0,0.0,0.0,1.0,245.0,0.0,125.8,430.5,13.2,0.0,0.0,6.6
2002,98,195.0,Whiteside,14,Northern - Other,Mostly Urban,37.3,60092,89.0,2.0,78.0,269.0,7.0,2.0,11.0,13.0,148.1,3.3,129.8,447.6,11.6,3.3,18.3,21.6
2002,99,197.0,Will,12,Northern - Collar,Mostly Urban,3.9,555566,684.0,37.0,341.0,2219.0,69.0,8.0,107.0,43.0,123.1,6.7,61.4,399.4,12.4,1.4,19.3,7.7
2002,100,199.0,Williamson,1,Southern,Mostly Urban,34.8,62089,60.0,3.0,28.0,148.0,18.0,4.0,3.0,3.0,96.6,4.8,45.1,238.4,29.0,6.4,4.8,4.8
2002,101,201.0,Winnebago,17,Northern - Other,Mostly Urban,7.9,282572,408.0,9.0,329.0,2189.0,112.0,16.0,104.0,45.0,144.4,3.2,116.4,774.7,39.6,5.7,36.8,15.9
2002,102,203.0,Woodford,11,Central,Mostly Rural,54.9,35698,42.0,0.0,22.0,55.0,4.0,1.0,2.0,4.0,117.7,0.0,61.6,154.1,11.2,2.8,5.6,11.2
2003,1,1.0,Adams,8,Central,Mostly Urban,32.6,67188,119.0,6.0,34.0,337.0,2.0,4.0,17.0,2.0,177.1,8.9,50.6,501.6,3.0,6.0,25.3,3.0
2003,2,3.0,Alexander,1,Southern,Mostly Rural,61.9,9038,61.0,0.0,28.0,40.0,1.0,2.0,6.0,2.0,674.9,0.0,309.8,442.6,11.1,22.1,66.4,22.1
2003,3,5.0,Bond,3,Southern,Mostly Rural,60.7,18062,16.0,2.0,6.0,35.0,3.0,0.0,1.0,0.0,88.6,11.1,33.2,193.8,16.6,0.0,5.5,0.0
2003,4,7.0,Boone,17,Northern - Other,Mostly Urban,19.4,46089,40.0,0.0,32.0,131.0,2.0,1.0,4.0,17.0,86.8,0.0,69.4,284.2,4.3,2.2,8.7,36.9
2003,5,9.0,Brown,8,Central,Mostly Urban,41.1,6847,7.0,0.0,3.0,17.0,3.0,0.0,0.0,1.0,102.2,0.0,43.8,248.3,43.8,0.0,0.0,14.6
2003,6,11.0,Bureau,13,Central,Mostly Rural,57.4,34958,49.0,5.0,41.0,90.0,6.0,0.0,0.0,2.0,140.2,14.3,117.3,257.5,17.2,0.0,0.0,5.7
2003,7,13.0,Calhoun,8,Southern,Completely Rural,100.0,5097,17.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,333.5,0.0,0.0,39.2,19.6,0.0,0.0,0.0
2003,8,15.0,Carroll,15,Northern - Other,Mostly Rural,81.9,16328,16.0,2.0,5.0,26.0,1.0,0.0,0.0,2.0,98.0,12.2,30.6,159.2,6.1,0.0,0.0,12.2
2003,9,17.0,Cass,8,Central,Mostly Rural,52.1,13642,45.0,0.0,13.0,69.0,6.0,0.0,0.0,1.0,329.9,0.0,95.3,505.8,44.0,0.0,0.0,7.3
2003,10,19.0,Champaign,6,Central,Mostly Urban,12.7,185280,568.0,10.0,448.0,623.0,37.0,8.0,51.0,22.0,306.6,5.4,241.8,336.2,20.0,4.3,27.5,11.9
2003,11,21.0,Christian,4,Central,Mostly Urban,43.5,34944,53.0,3.0,39.0,132.0,7.0,0.0,3.0,13.0,151.7,8.6,111.6,377.7,20.0,0.0,8.6,37.2
2003,12,23.0,Clark,5,Southern,Mostly Rural,59.5,16819,16.0,0.0,3.0,31.0,6.0,0.0,0.0,3.0,95.1,0.0,17.8,184.3,35.7,0.0,0.0,17.8
2003,13,25.0,Clay,4,Southern,Mostly Rural,64.7,14065,8.0,0.0,15.0,23.0,2.0,2.0,0.0,9.0,56.9,0.0,106.6,163.5,14.2,14.2,0.0,64.0
2003,14,27.0,Clinton,4,Southern,Mostly Urban,48.8,35839,27.0,0.0,8.0,86.0,5.0,1.0,5.0,4.0,75.3,0.0,22.3,240.0,14.0,2.8,14.0,11.2
2003,15,29.0,Coles,5,Central,Mostly Urban,24.3,52337,72.0,1.0,21.0,256.0,2.0,0.0,5.0,7.0,137.6,1.9,40.1,489.1,3.8,0.0,9.6,13.4
2003,16,31.0,Cook,co,Northern - Cook,Completely Urban,0.0,5330484,7661.0,235.0,4512.0,31169.0,8885.0,561.0,3602.0,827.0,143.7,4.4,84.6,584.7,166.7,10.5,67.6,15.5
2003,17,33.0,Crawford,2,Southern,Mostly Rural,60.2,19920,25.0,1.0,11.0,17.0,1.0,0.0,0.0,1.0,125.5,5.0,55.2,85.3,5.0,0.0,0.0,5.0
2003,18,35.0,Cumberland,5,Southern,Completely Rural,100.0,10912,25.0,0.0,6.0,19.0,5.0,0.0,0.0,0.0,229.1,0.0,55.0,174.1,45.8,0.0,0.0,0.0
2003,19,37.0,DeKalb,23,Northern - Other,Mostly Urban,20.3,94804,109.0,4.0,76.0,372.0,23.0,1.0,9.0,12.0,115.0,4.2,80.2,392.4,24.3,1.1,9.5,12.7
2003,20,39.0,De Witt,6,Central,Mostly Urban,48.8,16494,25.0,0.0,6.0,23.0,3.0,2.0,1.0,1.0,151.6,0.0,36.4,139.4,18.2,12.1,6.1,6.1
2003,21,41.0,Douglas,6,Central,Mostly Rural,61.6,19729,28.0,1.0,16.0,38.0,5.0,0.0,1.0,4.0,141.9,5.1,81.1,192.6,25.3,0.0,5.1,20.3
2003,22,43.0,DuPage,18,Northern - Collar,Completely Urban,0.0,920457,459.0,25.0,188.0,3503.0,70.0,8.0,63.0,35.0,49.9,2.7,20.4,380.6,7.6,0.9,6.8,3.8
2003,23,45.0,Edgar,5,Central,Mostly Rural,51.8,19124,69.0,1.0,17.0,33.0,9.0,1.0,2.0,0.0,360.8,5.2,88.9,172.6,47.1,5.2,10.5,0.0
2003,24,47.0,Edwards,2,Southern,Completely Rural,100.0,6792,17.0,3.0,9.0,32.0,2.0,0.0,0.0,1.0,250.3,44.2,132.5,471.1,29.4,0.0,0.0,14.7
2003,25,49.0,Effingham,4,Southern,Mostly Rural,59.7,34422,41.0,3.0,11.0,63.0,6.0,1.0,0.0,5.0,119.1,8.7,32.0,183.0,17.4,2.9,0.0,14.5
2003,26,51.0,Fayette,4,Southern,Mostly Rural,67.0,21086,18.0,0.0,5.0,25.0,6.0,0.0,0.0,2.0,85.4,0.0,23.7,118.6,28.5,0.0,0.0,9.5
2003,27,53.0,Ford,11,Central,Mostly Urban,41.8,14034,13.0,2.0,12.0,17.0,5.0,0.0,0.0,1.0,92.6,14.3,85.5,121.1,35.6,0.0,0.0,7.1
2003,28,55.0,Franklin,2,Southern,Mostly Urban,48.6,38958,148.0,0.0,45.0,100.0,4.0,0.0,9.0,5.0,379.9,0.0,115.5,256.7,10.3,0.0,23.1,12.8
2003,29,57.0,Fulton,9,Central,Mostly Rural,60.0,37516,93.0,1.0,59.0,124.0,5.0,0.0,1.0,22.0,247.9,2.7,157.3,330.5,13.3,0.0,2.7,58.6
2003,30,59.0,Gallatin,2,Southern,Completely Rural,100.0,6148,24.0,0.0,7.0,15.0,1.0,0.0,0.0,0.0,390.4,0.0,113.9,244.0,16.3,0.0,0.0,0.0
2003,31,61.0,Greene,7,Central,Mostly Rural,70.8,14339,42.0,5.0,24.0,19.0,0.0,0.0,0.0,5.0,292.9,34.9,167.4,132.5,0.0,0.0,0.0,34.9
2003,32,63.0,Grundy,13,Northern - Other,Mostly Urban,24.4,39414,14.0,0.0,15.0,97.0,3.0,0.0,1.0,1.0,35.5,0.0,38.1,246.1,7.6,0.0,2.5,2.5
2003,33,65.0,Hamilton,2,Southern,Mostly Rural,68.1,8318,14.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,168.3,0.0,0.0,72.1,36.1,0.0,0.0,0.0
2003,34,67.0,Hancock,9,Central,Mostly Rural,71.0,19386,35.0,0.0,21.0,29.0,6.0,1.0,0.0,5.0,180.5,0.0,108.3,149.6,31.0,5.2,0.0,25.8
2003,35,69.0,Hardin,2,Southern,Completely Rural,100.0,4737,34.0,0.0,5.0,11.0,0.0,0.0,0.0,3.0,717.8,0.0,105.6,232.2,0.0,0.0,0.0,63.3
2003,36,71.0,Henderson,9,Central,Mostly Rural,99.7,7944,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,25.2,37.8,0.0,0.0,0.0,0.0
2003,37,73.0,Henry,14,Central,Mostly Rural,50.3,50263,42.0,2.0,23.0,107.0,9.0,0.0,0.0,3.0,83.6,4.0,45.8,212.9,17.9,0.0,0.0,6.0
2003,38,75.0,Iroquois,21,Central,Mostly Rural,71.7,30539,112.0,2.0,24.0,50.0,5.0,0.0,0.0,6.0,366.7,6.5,78.6,163.7,16.4,0.0,0.0,19.6
2003,39,77.0,Jackson,1,Southern,Mostly Urban,37.2,58750,115.0,1.0,29.0,338.0,8.0,0.0,22.0,8.0,195.7,1.7,49.4,575.3,13.6,0.0,37.4,13.6
2003,40,79.0,Jasper,4,Southern,Mostly Rural,69.9,9900,14.0,0.0,9.0,19.0,3.0,0.0,0.0,0.0,141.4,0.0,90.9,191.9,30.3,0.0,0.0,0.0
2003,41,81.0,Jefferson,2,Southern,Mostly Rural,58.8,40028,169.0,4.0,48.0,205.0,8.0,4.0,12.0,18.0,422.2,10.0,119.9,512.1,20.0,10.0,30.0,45.0
2003,42,83.0,Jersey,7,Southern,Mostly Rural,60.6,21938,47.0,1.0,40.0,125.0,9.0,0.0,0.0,3.0,214.2,4.6,182.3,569.8,41.0,0.0,0.0,13.7
2003,43,85.0,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,22430,22.0,3.0,17.0,24.0,0.0,0.0,0.0,0.0,98.1,13.4,75.8,107.0,0.0,0.0,0.0,0.0
