year,id,fips_number,county_name,judicial_circuit,region,community_type,percent_rural,population,court_evalation,new_court_and_court_evaluation,offense_class_felony,offense_class_misdemeanor_and_unknown,offense_type_drug,offense_type_person,offense_type_property,offense_type_sex,offense_type_weapons,race_ethnicity_black,race_ethnicity_hispanic,race_ethnicity_white,sex_female,sex_male,technical_violation,court_evalation_rate,new_court_and_court_evaluation_rate,offense_class_felony_rate,offense_class_misdemeanor_and_unknown_rate,offense_type_drug_rate,offense_type_person_rate,offense_type_property_rate,offense_type_sex_rate,offense_type_weapons_rate,race_ethnicity_black_rate,race_ethnicity_hispanic_rate,race_ethnicity_white_rate,sex_female_rate,sex_male_rate,technical_violation_rate
1994,11,21.0,Christian,4,Central,Mostly Urban,43.5,,1.0,1.0,,1.0,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,
1994,14,27.0,Clinton,4,Southern,Mostly Urban,48.8,,2.0,2.0,,2.0,,,2.0,,,,,2.0,,2.0,,,,,,,,,,,,,,,,
1994,15,29.0,Coles,5,Central,Mostly Urban,24.3,,,1.0,,1.0,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,
1994,16,31.0,Cook,co,Northern - Cook,Completely Urban,0.0,,1.0,97.0,11.0,86.0,16.0,35.0,23.0,4.0,19.0,64.0,19.0,13.0,4.0,93.0,25.0,,,,,,,,,,,,,,,
1994,19,37.0,DeKalb,23,Northern - Other,Mostly Urban,20.3,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
1994,22,43.0,DuPage,18,Northern - Collar,Completely Urban,0.0,,2.0,7.0,1.0,6.0,,3.0,3.0,1.0,,4.0,,3.0,,7.0,11.0,,,,,,,,,,,,,,,
1994,28,55.0,Franklin,2,Southern,Mostly Urban,48.6,,,1.0,,1.0,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,
1994,35,69.0,Hardin,2,Southern,Completely Rural,100.0,,,1.0,,1.0,,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,
1994,38,75.0,Iroquois,21,Central,Mostly Rural,71.7,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
1994,39,77.0,Jackson,1,Southern,Mostly Urban,37.2,,,1.0,,1.0,,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,
1994,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,,1.0,4.0,,4.0,,,3.0,1.0,,1.0,2.0,,,4.0,6.0,,,,,,,,,,,,,,,
1994,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,,,1.0,,1.0,,,1.0,,,1.0,,,,1.0,6.0,,,,,,,,,,,,,,,
1994,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,,,1.0,1.0,,1.0,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,
1994,48,95.0,Knox,9,Central,Mostly Urban,24.3,,,1.0,,1.0,,,1.0,,,1.0,,,,1.0,2.0,,,,,,,,,,,,,,,
1994,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,,1.0,12.0,,12.0,2.0,2.0,5.0,1.0,2.0,8.0,,4.0,,12.0,6.0,,,,,,,,,,,,,,,
1994,50,99.0,LaSalle,13,Northern - Other,Mostly Urban,30.2,,2.0,2.0,,2.0,,1.0,1.0,,,,,2.0,,2.0,3.0,,,,,,,,,,,,,,,
1994,56,111.0,McHenry,22,Northern - Collar,Mostly Urban,9.9,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,
1994,57,113.0,McLean,11,Central,Mostly Urban,16.5,,1.0,4.0,,4.0,,2.0,2.0,,,,1.0,3.0,1.0,3.0,2.0,,,,,,,,,,,,,,,
1994,58,115.0,Macon,6,Central,Mostly Urban,15.3,,,4.0,,4.0,1.0,2.0,1.0,,,3.0,,1.0,,4.0,6.0,,,,,,,,,,,,,,,
1994,59,117.0,Macoupin,7,Central,Mostly Rural,58.5,,,1.0,,1.0,,,1.0,,,,,1.0,,1.0,2.0,,,,,,,,,,,,,,,
1994,60,119.0,Madison,3,Southern,Mostly Urban,13.3,,,1.0,1.0,,,,,1.0,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,
1994,62,123.0,Marshall,10,Central,Completely Rural,100.0,,1.0,1.0,,1.0,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,
1994,65,129.0,Menard,8,Central,Mostly Rural,75.7,,1.0,1.0,,1.0,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,
1994,66,131.0,Mercer,14,Central,Mostly Rural,77.8,,,1.0,,1.0,,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,
1994,68,135.0,Montgomery,4,Central,Mostly Urban,41.6,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,
1994,70,139.0,Moultrie,6,Central,Mostly Rural,69.2,,,1.0,,1.0,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,
1994,71,141.0,Ogle,15,Northern - Other,Mostly Urban,47.1,,,1.0,,1.0,,,1.0,,,,,1.0,,1.0,2.0,,,,,,,,,,,,,,,
1994,72,143.0,Peoria,10,Central,Mostly Urban,14.6,,,4.0,,4.0,,2.0,1.0,,1.0,3.0,1.0,,,4.0,4.0,,,,,,,,,,,,,,,
1994,75,149.0,Pike,8,Central,Mostly Rural,72.3,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
1994,77,153.0,Pulaski,1,Southern,Completely Rural,100.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
1994,79,157.0,Randolph,20,Southern,Mostly Urban,42.6,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
1994,81,161.0,Rock Island,14,Central,Mostly Urban,10.9,,1.0,5.0,,5.0,,1.0,2.0,,2.0,2.0,,3.0,,5.0,2.0,,,,,,,,,,,,,,,
1994,82,163.0,St. Clair,20,Southern,Mostly Urban,9.8,,,1.0,,1.0,,,1.0,,,,,1.0,,1.0,5.0,,,,,,,,,,,,,,,
1994,84,167.0,Sangamon,7,Central,Mostly Urban,14.1,,,1.0,,1.0,,1.0,,,,,,1.0,,1.0,12.0,,,,,,,,,,,,,,,
1994,89,177.0,Stephenson,15,Northern - Other,Mostly Urban,40.1,,,1.0,,1.0,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,
1994,90,179.0,Tazewell,10,Central,Mostly Urban,20.4,,,1.0,,1.0,,,1.0,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,
1994,91,181.0,Union,1,Southern,Mostly Rural,65.9,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
1994,92,183.0,Vermilion,5,Central,Mostly Urban,31.3,,,3.0,1.0,2.0,,,1.0,1.0,1.0,1.0,,2.0,,3.0,,,,,,,,,,,,,,,,
1994,94,187.0,Warren,9,Central,Mostly Urban,45.5,,1.0,1.0,,1.0,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,
1994,95,189.0,Washington,20,Southern,Mostly Rural,73.6,,,1.0,,1.0,,,1.0,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,
1994,96,191.0,Wayne,2,Southern,Mostly Rural,69.9,,,1.0,,1.0,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,
1994,98,195.0,Whiteside,14,Northern - Other,Mostly Urban,37.3,,,3.0,,3.0,,,3.0,,,,2.0,1.0,,3.0,1.0,,,,,,,,,,,,,,,
1994,99,197.0,Will,12,Northern - Collar,Mostly Urban,3.9,,1.0,5.0,2.0,3.0,1.0,1.0,2.0,1.0,,3.0,1.0,1.0,1.0,4.0,4.0,,,,,,,,,,,,,,,
1994,100,199.0,Williamson,1,Southern,Mostly Urban,34.8,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
1994,101,201.0,Winnebago,17,Northern - Other,Mostly Urban,7.9,,,1.0,,1.0,,,,1.0,,,,1.0,,1.0,2.0,,,,,,,,,,,,,,,
1994,102,203.0,Woodford,11,Central,Mostly Rural,54.9,,,5.0,,5.0,,,4.0,,1.0,,,5.0,1.0,4.0,,,,,,,,,,,,,,,,
1995,1,1.0,Adams,8,Central,Mostly Urban,32.6,,,6.0,1.0,5.0,1.0,2.0,3.0,,,1.0,,5.0,,6.0,2.0,,,,,,,,,,,,,,,
1995,8,15.0,Carroll,15,Northern - Other,Mostly Rural,81.9,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
1995,10,19.0,Champaign,6,Central,Mostly Urban,12.7,,,3.0,,3.0,,1.0,2.0,,,1.0,,2.0,,3.0,5.0,,,,,,,,,,,,,,,
1995,14,27.0,Clinton,4,Southern,Mostly Urban,48.8,,1.0,1.0,,1.0,1.0,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,
1995,15,29.0,Coles,5,Central,Mostly Urban,24.3,,1.0,1.0,,1.0,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,
1995,16,31.0,Cook,co,Northern - Cook,Completely Urban,0.0,,,75.0,9.0,66.0,10.0,23.0,25.0,3.0,14.0,49.0,16.0,9.0,1.0,74.0,48.0,,,,,,,,,,,,,,,
1995,20,39.0,De Witt,6,Central,Mostly Urban,48.8,,,1.0,,1.0,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,
1995,21,41.0,Douglas,6,Central,Mostly Rural,61.6,,,1.0,,1.0,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,
1995,22,43.0,DuPage,18,Northern - Collar,Completely Urban,0.0,,3.0,15.0,,15.0,,3.0,10.0,,1.0,,2.0,13.0,2.0,13.0,8.0,,,,,,,,,,,,,,,
1995,24,47.0,Edwards,2,Southern,Completely Rural,100.0,,,1.0,,1.0,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,
1995,25,49.0,Effingham,4,Southern,Mostly Rural,59.7,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
1995,29,57.0,Fulton,9,Central,Mostly Rural,60.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
1995,32,63.0,Grundy,13,Northern - Other,Mostly Urban,24.4,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
1995,36,71.0,Henderson,9,Central,Mostly Rural,99.7,,1.0,1.0,,1.0,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,
1995,37,73.0,Henry,14,Central,Mostly Rural,50.3,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,
1995,38,75.0,Iroquois,21,Central,Mostly Rural,71.7,,,1.0,,1.0,1.0,,,,,,,1.0,,1.0,2.0,,,,,,,,,,,,,,,
1995,39,77.0,Jackson,1,Southern,Mostly Urban,37.2,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,
1995,41,81.0,Jefferson,2,Southern,Mostly Rural,58.8,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
1995,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,,1.0,4.0,1.0,3.0,,2.0,2.0,,,1.0,2.0,1.0,,4.0,20.0,,,,,,,,,,,,,,,
1995,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,,1.0,2.0,1.0,1.0,,1.0,,,1.0,2.0,,,,2.0,6.0,,,,,,,,,,,,,,,
1995,48,95.0,Knox,9,Central,Mostly Urban,24.3,,,1.0,,1.0,,,,1.0,,,,1.0,,1.0,2.0,,,,,,,,,,,,,,,
1995,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,,3.0,10.0,,10.0,1.0,2.0,5.0,,2.0,3.0,3.0,4.0,,10.0,11.0,,,,,,,,,,,,,,,
1995,50,99.0,LaSalle,13,Northern - Other,Mostly Urban,30.2,,1.0,2.0,,2.0,,,1.0,1.0,,,1.0,1.0,,2.0,2.0,,,,,,,,,,,,,,,
1995,52,103.0,Lee,15,Northern - Other,Mostly Rural,53.2,,1.0,1.0,,1.0,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,
1995,53,105.0,Livingston,11,Central,Mostly Urban,40.8,,,1.0,,1.0,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,
1995,54,107.0,Logan,11,Central,Mostly Urban,39.9,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,
1995,55,109.0,McDonough,9,Central,Mostly Urban,29.5,,,1.0,,1.0,,,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,
1995,56,111.0,McHenry,22,Northern - Collar,Mostly Urban,9.9,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,
1995,57,113.0,McLean,11,Central,Mostly Urban,16.5,,1.0,2.0,,2.0,,,2.0,,,,,2.0,,2.0,,,,,,,,,,,,,,,,
1995,58,115.0,Macon,6,Central,Mostly Urban,15.3,,,5.0,,5.0,2.0,,3.0,,,3.0,,2.0,,5.0,3.0,,,,,,,,,,,,,,,
1995,59,117.0,Macoupin,7,Central,Mostly Rural,58.5,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
1995,60,119.0,Madison,3,Southern,Mostly Urban,13.3,,,2.0,1.0,1.0,,,1.0,1.0,,1.0,,1.0,,2.0,1.0,,,,,,,,,,,,,,,
1995,61,121.0,Marion,4,Southern,Mostly Urban,45.1,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
1995,63,125.0,Mason,8,Central,Mostly Rural,77.5,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
1995,64,127.0,Massac,1,Southern,Mostly Rural,50.5,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,
1995,65,129.0,Menard,8,Central,Mostly Rural,75.7,,1.0,1.0,,1.0,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,
1995,66,131.0,Mercer,14,Central,Mostly Rural,77.8,,,1.0,,1.0,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
1995,70,139.0,Moultrie,6,Central,Mostly Rural,69.2,,,2.0,,2.0,,,,1.0,,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,
1995,71,141.0,Ogle,15,Northern - Other,Mostly Urban,47.1,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
1995,72,143.0,Peoria,10,Central,Mostly Urban,14.6,,2.0,6.0,1.0,5.0,2.0,1.0,1.0,,2.0,5.0,,1.0,,6.0,4.0,,,,,,,,,,,,,,,
1995,75,149.0,Pike,8,Central,Mostly Rural,72.3,,,1.0,,1.0,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,
1995,79,157.0,Randolph,20,Southern,Mostly Urban,42.6,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
1995,80,159.0,Richland,2,Southern,Mostly Urban,43.5,,,1.0,,1.0,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,
1995,81,161.0,Rock Island,14,Central,Mostly Urban,10.9,,,3.0,,3.0,,1.0,,1.0,1.0,1.0,2.0,,1.0,2.0,1.0,,,,,,,,,,,,,,,
1995,82,163.0,St. Clair,20,Southern,Mostly Urban,9.8,,1.0,6.0,,6.0,,3.0,3.0,,,6.0,,,,6.0,4.0,,,,,,,,,,,,,,,
1995,84,167.0,Sangamon,7,Central,Mostly Urban,14.1,,,2.0,1.0,1.0,,2.0,,,,2.0,,,,2.0,5.0,,,,,,,,,,,,,,,
1995,89,177.0,Stephenson,15,Northern - Other,Mostly Urban,40.1,,,1.0,,1.0,,,,,,1.0,,,,1.0,5.0,,,,,,,,,,,,,,,
1995,90,179.0,Tazewell,10,Central,Mostly Urban,20.4,,,1.0,,1.0,,1.0,,,,,,1.0,,1.0,2.0,,,,,,,,,,,,,,,
1995,92,183.0,Vermilion,5,Central,Mostly Urban,31.3,,1.0,4.0,,4.0,,,4.0,,,2.0,,2.0,,4.0,2.0,,,,,,,,,,,,,,,
1995,93,185.0,Wabash,2,Southern,Mostly Urban,38.9,,1.0,3.0,,3.0,,,3.0,,,,,3.0,1.0,2.0,,,,,,,,,,,,,,,,
1995,95,189.0,Washington,20,Southern,Mostly Rural,73.6,,,2.0,,2.0,,,2.0,,,,,1.0,,2.0,1.0,,,,,,,,,,,,,,,
1995,96,191.0,Wayne,2,Southern,Mostly Rural,69.9,,,1.0,,1.0,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,
1995,98,195.0,Whiteside,14,Northern - Other,Mostly Urban,37.3,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,
1995,99,197.0,Will,12,Northern - Collar,Mostly Urban,3.9,,2.0,8.0,,8.0,1.0,2.0,4.0,,1.0,6.0,1.0,1.0,,8.0,8.0,,,,,,,,,,,,,,,
1995,101,201.0,Winnebago,17,Northern - Other,Mostly Urban,7.9,,,5.0,,5.0,,1.0,3.0,,1.0,2.0,1.0,2.0,,5.0,9.0,,,,,,,,,,,,,,,
1995,102,203.0,Woodford,11,Central,Mostly Rural,54.9,,,1.0,,1.0,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,
1996,1,1.0,Adams,8,Central,Mostly Urban,32.6,,,2.0,,2.0,,,1.0,,1.0,1.0,,1.0,,2.0,,,,,,,,,,,,,,,,
1996,3,5.0,Bond,3,Southern,Mostly Rural,60.7,,2.0,2.0,,2.0,,,1.0,1.0,,,,2.0,,2.0,,,,,,,,,,,,,,,,
1996,4,7.0,Boone,17,Northern - Other,Mostly Urban,19.4,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,
1996,9,17.0,Cass,8,Central,Mostly Rural,52.1,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
1996,10,19.0,Champaign,6,Central,Mostly Urban,12.7,,,2.0,,2.0,,,1.0,,1.0,2.0,,,,2.0,5.0,,,,,,,,,,,,,,,
1996,11,21.0,Christian,4,Central,Mostly Urban,43.5,,,1.0,,1.0,,,1.0,,,,,1.0,,1.0,4.0,,,,,,,,,,,,,,,
1996,12,23.0,Clark,5,Southern,Mostly Rural,59.5,,,1.0,,1.0,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,
1996,13,25.0,Clay,4,Southern,Mostly Rural,64.7,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
1996,14,27.0,Clinton,4,Southern,Mostly Urban,48.8,,1.0,2.0,,2.0,,,2.0,,,,,2.0,,2.0,,,,,,,,,,,,,,,,
1996,16,31.0,Cook,co,Northern - Cook,Completely Urban,0.0,,5.0,137.0,20.0,117.0,23.0,53.0,33.0,7.0,20.0,89.0,31.0,14.0,5.0,132.0,78.0,,,,,,,,,,,,,,,
1996,19,37.0,DeKalb,23,Northern - Other,Mostly Urban,20.3,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
1996,20,39.0,De Witt,6,Central,Mostly Urban,48.8,,,1.0,,1.0,,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,
