year,id,fips_number,county_name,judicial_circuit,region,community_type,percent_rural,population,court_evalation,new_court_and_court_evaluation,offense_class_felony,offense_class_misdemeanor_and_unknown,offense_type_drug,offense_type_person,offense_type_property,offense_type_sex,offense_type_weapons,race_ethnicity_black,race_ethnicity_hispanic,race_ethnicity_white,sex_female,sex_male,technical_violation,court_evalation_rate,new_court_and_court_evaluation_rate,offense_class_felony_rate,offense_class_misdemeanor_and_unknown_rate,offense_type_drug_rate,offense_type_person_rate,offense_type_property_rate,offense_type_sex_rate,offense_type_weapons_rate,race_ethnicity_black_rate,race_ethnicity_hispanic_rate,race_ethnicity_white_rate,sex_female_rate,sex_male_rate,technical_violation_rate
1999,68,135.0,Montgomery,4,Central,Mostly Urban,41.6,,,2.0,,2.0,,,2.0,,,,,2.0,,2.0,2.0,,,,,,,,,,,,,,,
1999,69,137.0,Morgan,7,Central,Mostly Urban,36.2,,,2.0,,2.0,,,2.0,,,,,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
1999,70,139.0,Moultrie,6,Central,Mostly Rural,69.2,,,1.0,,1.0,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,
1999,71,141.0,Ogle,15,Northern - Other,Mostly Urban,47.1,,3.0,7.0,,7.0,2.0,1.0,3.0,1.0,,2.0,1.0,4.0,1.0,6.0,4.0,,,,,,,,,,,,,,,
1999,72,143.0,Peoria,10,Central,Mostly Urban,14.6,,1.0,29.0,7.0,22.0,2.0,8.0,15.0,2.0,2.0,22.0,,7.0,2.0,27.0,34.0,,,,,,,,,,,,,,,
1999,73,145.0,Perry,20,Southern,Mostly Urban,43.6,,,1.0,,1.0,,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,
1999,75,149.0,Pike,8,Central,Mostly Rural,72.3,,2.0,4.0,1.0,3.0,1.0,,2.0,1.0,,,,4.0,,4.0,,,,,,,,,,,,,,,,
1999,77,153.0,Pulaski,1,Southern,Completely Rural,100.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
1999,79,157.0,Randolph,20,Southern,Mostly Urban,42.6,,,4.0,1.0,3.0,,,2.0,2.0,,1.0,,3.0,,4.0,,,,,,,,,,,,,,,,
1999,80,159.0,Richland,2,Southern,Mostly Urban,43.5,,,1.0,1.0,,,1.0,,,,,,1.0,,1.0,3.0,,,,,,,,,,,,,,,
1999,81,161.0,Rock Island,14,Central,Mostly Urban,10.9,,3.0,14.0,1.0,13.0,3.0,3.0,8.0,,,3.0,3.0,7.0,1.0,13.0,15.0,,,,,,,,,,,,,,,
1999,82,163.0,St. Clair,20,Southern,Mostly Urban,9.8,,,8.0,3.0,5.0,,2.0,4.0,2.0,,6.0,,2.0,2.0,6.0,16.0,,,,,,,,,,,,,,,
1999,83,165.0,Saline,1,Southern,Mostly Urban,43.7,,,5.0,1.0,4.0,,1.0,3.0,,1.0,2.0,,3.0,1.0,4.0,3.0,,,,,,,,,,,,,,,
1999,84,167.0,Sangamon,7,Central,Mostly Urban,14.1,,1.0,16.0,3.0,13.0,1.0,7.0,5.0,2.0,,13.0,,3.0,2.0,14.0,15.0,,,,,,,,,,,,,,,
1999,85,169.0,Schuyler,8,Central,Mostly Rural,57.6,,1.0,1.0,,1.0,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,
1999,87,173.0,Shelby,4,Central,Mostly Rural,77.7,,,1.0,,1.0,,,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,
1999,88,175.0,Stark,10,Central,Completely Rural,100.0,,,1.0,,1.0,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,
1999,89,177.0,Stephenson,15,Northern - Other,Mostly Urban,40.1,,2.0,9.0,1.0,8.0,,3.0,6.0,,,3.0,,6.0,,9.0,2.0,,,,,,,,,,,,,,,
1999,90,179.0,Tazewell,10,Central,Mostly Urban,20.4,,,4.0,,4.0,,,4.0,,,,,4.0,,4.0,3.0,,,,,,,,,,,,,,,
1999,91,181.0,Union,1,Southern,Mostly Rural,65.9,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
1999,92,183.0,Vermilion,5,Central,Mostly Urban,31.3,,2.0,13.0,,13.0,1.0,4.0,7.0,1.0,,6.0,,7.0,1.0,12.0,12.0,,,,,,,,,,,,,,,
1999,93,185.0,Wabash,2,Southern,Mostly Urban,38.9,,2.0,4.0,,4.0,,,4.0,,,,,4.0,,4.0,,,,,,,,,,,,,,,,
1999,94,187.0,Warren,9,Central,Mostly Urban,45.5,,1.0,4.0,,4.0,,,3.0,1.0,,2.0,,2.0,,4.0,,,,,,,,,,,,,,,,
1999,95,189.0,Washington,20,Southern,Mostly Rural,73.6,,,1.0,,1.0,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,
1999,97,193.0,White,2,Southern,Mostly Rural,62.0,,,1.0,,1.0,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,
1999,98,195.0,Whiteside,14,Northern - Other,Mostly Urban,37.3,,,6.0,2.0,4.0,2.0,1.0,2.0,,1.0,1.0,2.0,3.0,2.0,4.0,8.0,,,,,,,,,,,,,,,
1999,99,197.0,Will,12,Northern - Collar,Mostly Urban,3.9,,9.0,19.0,4.0,15.0,,4.0,10.0,2.0,3.0,7.0,2.0,10.0,1.0,18.0,17.0,,,,,,,,,,,,,,,
1999,100,199.0,Williamson,1,Southern,Mostly Urban,34.8,,1.0,5.0,2.0,3.0,,2.0,3.0,,,1.0,,4.0,,5.0,2.0,,,,,,,,,,,,,,,
1999,101,201.0,Winnebago,17,Northern - Other,Mostly Urban,7.9,,4.0,47.0,10.0,37.0,5.0,17.0,20.0,,5.0,28.0,5.0,14.0,4.0,43.0,22.0,,,,,,,,,,,,,,,
1999,102,203.0,Woodford,11,Central,Mostly Rural,54.9,,3.0,8.0,,8.0,1.0,4.0,2.0,1.0,,,,8.0,2.0,6.0,,,,,,,,,,,,,,,,
2000,1,1.0,Adams,8,Central,Mostly Urban,32.6,4038.0,4.0,11.0,,11.0,1.0,1.0,7.0,1.0,1.0,4.0,,7.0,,11.0,9.0,99.1,272.4,,272.4,24.8,24.8,173.4,24.8,24.8,99.1,,173.4,,272.4,222.9
2000,2,3.0,Alexander,1,Southern,Mostly Rural,61.9,480.0,,1.0,,1.0,,,1.0,,,1.0,,,,1.0,1.0,,208.3,,208.3,,,208.3,,,208.3,,,,208.3,208.3
2000,3,5.0,Bond,3,Southern,Mostly Rural,60.7,1220.0,,1.0,,1.0,,,1.0,,,,,1.0,,1.0,,,82.0,,82.0,,,82.0,,,,,82.0,,82.0,
2000,4,7.0,Boone,17,Northern - Other,Mostly Urban,19.4,2254.0,2.0,5.0,,5.0,,2.0,2.0,,,,1.0,4.0,,5.0,3.0,88.7,221.8,,221.8,,88.7,88.7,,,,44.4,177.5,,221.8,133.1
2000,6,11.0,Bureau,13,Central,Mostly Rural,57.4,1947.0,1.0,2.0,,2.0,,,2.0,,,,,2.0,1.0,1.0,2.0,51.4,102.7,,102.7,,,102.7,,,,,102.7,51.4,51.4,102.7
2000,7,13.0,Calhoun,8,Southern,Completely Rural,100.0,261.0,1.0,1.0,,1.0,,,,,1.0,,,1.0,,1.0,,383.1,383.1,,383.1,,,,,383.1,,,383.1,,383.1,
2000,8,15.0,Carroll,15,Northern - Other,Mostly Rural,81.9,834.0,1.0,4.0,,4.0,1.0,1.0,2.0,,,,,4.0,1.0,3.0,2.0,119.9,479.6,,479.6,119.9,119.9,239.8,,,,,479.6,119.9,359.7,239.8
2000,9,17.0,Cass,8,Central,Mostly Rural,52.1,781.0,1.0,1.0,,1.0,,,,1.0,,,,1.0,,1.0,3.0,128.0,128.0,,128.0,,,,128.0,,,,128.0,,128.0,384.1
2000,10,19.0,Champaign,6,Central,Mostly Urban,12.7,23639.0,1.0,20.0,1.0,19.0,3.0,6.0,8.0,1.0,,13.0,,7.0,4.0,16.0,10.0,4.2,84.6,4.2,80.4,12.7,25.4,33.8,4.2,,55.0,,29.6,16.9,67.7,42.3
2000,11,21.0,Christian,4,Central,Mostly Urban,43.5,1708.0,1.0,3.0,1.0,2.0,,1.0,2.0,,,,,3.0,,3.0,,58.5,175.6,58.5,117.1,,58.5,117.1,,,,,175.6,,175.6,
2000,12,23.0,Clark,5,Southern,Mostly Rural,59.5,871.0,1.0,5.0,,5.0,,1.0,3.0,,1.0,,,5.0,1.0,4.0,1.0,114.8,574.1,,574.1,,114.8,344.4,,114.8,,,574.1,114.8,459.2,114.8
2000,13,25.0,Clay,4,Southern,Mostly Rural,64.7,782.0,1.0,1.0,,1.0,,,1.0,,,,,1.0,1.0,,2.0,127.9,127.9,,127.9,,,127.9,,,,,127.9,127.9,,255.8
2000,14,27.0,Clinton,4,Southern,Mostly Urban,48.8,2044.0,,2.0,,2.0,,,2.0,,,,1.0,1.0,1.0,1.0,,,97.8,,97.8,,,97.8,,,,48.9,48.9,48.9,48.9,
2000,15,29.0,Coles,5,Central,Mostly Urban,24.3,6829.0,1.0,2.0,,2.0,,,2.0,,,1.0,,1.0,,2.0,2.0,14.6,29.3,,29.3,,,29.3,,,14.6,,14.6,,29.3,29.3
2000,16,31.0,Cook,co,Northern - Cook,Completely Urban,0.0,296261.0,7.0,467.0,94.0,373.0,147.0,169.0,82.0,13.0,54.0,344.0,95.0,27.0,31.0,436.0,226.0,2.4,157.6,31.7,125.9,49.6,57.0,27.7,4.4,18.2,116.1,32.1,9.1,10.5,147.2,76.3
2000,19,37.0,DeKalb,23,Northern - Other,Mostly Urban,20.3,10855.0,2.0,5.0,1.0,4.0,,2.0,2.0,1.0,,1.0,,4.0,2.0,3.0,3.0,18.4,46.1,9.2,36.8,,18.4,18.4,9.2,,9.2,,36.8,18.4,27.6,27.6
2000,20,39.0,De Witt,6,Central,Mostly Urban,48.8,865.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,115.6
2000,22,43.0,DuPage,18,Northern - Collar,Completely Urban,0.0,45458.0,,28.0,2.0,26.0,2.0,9.0,10.0,1.0,6.0,12.0,11.0,3.0,2.0,26.0,15.0,,61.6,4.4,57.2,4.4,19.8,22.0,2.2,13.2,26.4,24.2,6.6,4.4,57.2,33.0
2000,23,45.0,Edgar,5,Central,Mostly Rural,51.8,1088.0,1.0,5.0,,5.0,,,5.0,,,,,5.0,,5.0,,91.9,459.6,,459.6,,,459.6,,,,,459.6,,459.6,
2000,24,47.0,Edwards,2,Southern,Completely Rural,100.0,345.0,1.0,1.0,,1.0,,1.0,,,,,,1.0,,1.0,,289.9,289.9,,289.9,,289.9,,,,,,289.9,,289.9,
2000,25,49.0,Effingham,4,Southern,Mostly Rural,59.7,1922.0,1.0,1.0,,1.0,,,1.0,,,,,1.0,,1.0,,52.0,52.0,,52.0,,,52.0,,,,,52.0,,52.0,
2000,26,51.0,Fayette,4,Southern,Mostly Rural,67.0,1234.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,81.0
2000,27,53.0,Ford,11,Central,Mostly Urban,41.8,681.0,1.0,3.0,1.0,2.0,,1.0,1.0,1.0,,,,3.0,,3.0,1.0,146.8,440.5,146.8,293.7,,146.8,146.8,146.8,,,,440.5,,440.5,146.8
2000,28,55.0,Franklin,2,Southern,Mostly Urban,48.6,1972.0,4.0,7.0,,7.0,,1.0,6.0,,,,,7.0,1.0,6.0,4.0,202.8,355.0,,355.0,,50.7,304.3,,,,,355.0,50.7,304.3,202.8
2000,30,59.0,Gallatin,2,Southern,Completely Rural,100.0,377.0,,1.0,,1.0,,,1.0,,,,,1.0,,1.0,,,265.3,,265.3,,,265.3,,,,,265.3,,265.3,
2000,32,63.0,Grundy,13,Northern - Other,Mostly Urban,24.4,2099.0,,2.0,1.0,1.0,,1.0,1.0,,,,1.0,1.0,,2.0,2.0,,95.3,47.6,47.6,,47.6,47.6,,,,47.6,47.6,,95.3,95.3
2000,34,67.0,Hancock,9,Central,Mostly Rural,71.0,1034.0,,1.0,,1.0,,,1.0,,,,,1.0,,1.0,,,96.7,,96.7,,,96.7,,,,,96.7,,96.7,
2000,36,71.0,Henderson,9,Central,Mostly Rural,99.7,433.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,230.9
2000,37,73.0,Henry,14,Central,Mostly Rural,50.3,2800.0,1.0,5.0,1.0,4.0,,,4.0,1.0,,1.0,,4.0,1.0,4.0,2.0,35.7,178.6,35.7,142.9,,,142.9,35.7,,35.7,,142.9,35.7,142.9,71.4
2000,38,75.0,Iroquois,21,Central,Mostly Rural,71.7,1587.0,,5.0,1.0,4.0,,2.0,2.0,1.0,,,1.0,4.0,,5.0,2.0,,315.1,63.0,252.0,,126.0,126.0,63.0,,,63.0,252.0,,315.1,126.0
2000,39,77.0,Jackson,1,Southern,Mostly Urban,37.2,7969.0,,2.0,,2.0,,,2.0,,,1.0,,1.0,1.0,1.0,3.0,,25.1,,25.1,,,25.1,,,12.5,,12.5,12.5,12.5,37.6
2000,41,81.0,Jefferson,2,Southern,Mostly Rural,58.8,2142.0,3.0,9.0,,9.0,3.0,,5.0,1.0,,4.0,,5.0,1.0,8.0,1.0,140.1,420.2,,420.2,140.1,,233.4,46.7,,186.7,,233.4,46.7,373.5,46.7
2000,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,22947.0,,9.0,1.0,8.0,,3.0,2.0,,4.0,6.0,1.0,2.0,,9.0,9.0,,39.2,4.4,34.9,,13.1,8.7,,17.4,26.1,4.4,8.7,,39.2,39.2
2000,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,6411.0,4.0,17.0,2.0,15.0,2.0,5.0,7.0,1.0,2.0,6.0,3.0,8.0,2.0,15.0,16.0,62.4,265.2,31.2,234.0,31.2,78.0,109.2,15.6,31.2,93.6,46.8,124.8,31.2,234.0,249.6
2000,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,2910.0,,2.0,,2.0,,1.0,,,,,,2.0,,2.0,1.0,,68.7,,68.7,,34.4,,,,,,68.7,,68.7,34.4
2000,48,95.0,Knox,9,Central,Mostly Urban,24.3,3209.0,,1.0,,1.0,,,1.0,,,,,1.0,,1.0,,,31.2,,31.2,,,31.2,,,,,31.2,,31.2,
2000,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,38363.0,,53.0,4.0,49.0,6.0,18.0,20.0,4.0,5.0,21.0,10.0,20.0,3.0,50.0,29.0,,138.2,10.4,127.7,15.6,46.9,52.1,10.4,13.0,54.7,26.1,52.1,7.8,130.3,75.6
2000,50,99.0,LaSalle,13,Northern - Other,Mostly Urban,30.2,6027.0,4.0,7.0,1.0,6.0,,1.0,4.0,2.0,,1.0,1.0,5.0,,7.0,8.0,66.4,116.1,16.6,99.6,,16.6,66.4,33.2,,16.6,16.6,83.0,,116.1,132.7
2000,51,101.0,Lawrence,2,Southern,Mostly Rural,58.0,808.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,247.5
2000,52,103.0,Lee,15,Northern - Other,Mostly Rural,53.2,1903.0,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,262.7
2000,53,105.0,Livingston,11,Central,Mostly Urban,40.8,2028.0,1.0,1.0,,1.0,,,1.0,,,,,1.0,,1.0,6.0,49.3,49.3,,49.3,,,49.3,,,,,49.3,,49.3,295.9
2000,54,107.0,Logan,11,Central,Mostly Urban,39.9,2292.0,1.0,3.0,,3.0,,,3.0,,,,,3.0,,3.0,1.0,43.6,130.9,,130.9,,,130.9,,,,,130.9,,130.9,43.6
2000,56,111.0,McHenry,22,Northern - Collar,Mostly Urban,9.9,12779.0,3.0,8.0,1.0,7.0,,3.0,4.0,1.0,,,1.0,7.0,1.0,7.0,3.0,23.5,62.6,7.8,54.8,,23.5,31.3,7.8,,,7.8,54.8,7.8,54.8,23.5
2000,57,113.0,McLean,11,Central,Mostly Urban,16.5,15225.0,13.0,35.0,3.0,32.0,5.0,10.0,18.0,1.0,,13.0,3.0,19.0,5.0,30.0,13.0,85.4,229.9,19.7,210.2,32.8,65.7,118.2,6.6,,85.4,19.7,124.8,32.8,197.0,85.4
2000,58,115.0,Macon,6,Central,Mostly Urban,15.3,6982.0,1.0,11.0,2.0,9.0,1.0,4.0,5.0,1.0,,7.0,,4.0,2.0,9.0,18.0,14.3,157.5,28.6,128.9,14.3,57.3,71.6,14.3,,100.3,,57.3,28.6,128.9,257.8
2000,59,117.0,Macoupin,7,Central,Mostly Rural,58.5,2822.0,,3.0,,3.0,,1.0,2.0,,,,,3.0,,3.0,2.0,,106.3,,106.3,,35.4,70.9,,,,,106.3,,106.3,70.9
2000,60,119.0,Madison,3,Southern,Mostly Urban,13.3,14987.0,5.0,14.0,1.0,13.0,,2.0,8.0,4.0,,6.0,,8.0,1.0,13.0,6.0,33.4,93.4,6.7,86.7,,13.3,53.4,26.7,,40.0,,53.4,6.7,86.7,40.0
2000,61,121.0,Marion,4,Southern,Mostly Urban,45.1,2292.0,2.0,8.0,,8.0,1.0,2.0,5.0,,,3.0,,5.0,,8.0,2.0,87.3,349.0,,349.0,43.6,87.3,218.2,,,130.9,,218.2,,349.0,87.3
2000,63,125.0,Mason,8,Central,Mostly Rural,77.5,823.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,121.5
2000,64,127.0,Massac,1,Southern,Mostly Rural,50.5,802.0,,2.0,,2.0,,,2.0,,,,,2.0,,2.0,,,249.4,,249.4,,,249.4,,,,,249.4,,249.4,
2000,66,131.0,Mercer,14,Central,Mostly Rural,77.8,938.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,106.6
2000,67,133.0,Monroe,20,Southern,Mostly Urban,41.4,1468.0,,1.0,1.0,,,,,1.0,,,,1.0,,1.0,1.0,,68.1,68.1,,,,,68.1,,,,68.1,,68.1,68.1
2000,68,135.0,Montgomery,4,Central,Mostly Urban,41.6,1622.0,1.0,1.0,,1.0,,,1.0,,,,,1.0,,1.0,5.0,61.7,61.7,,61.7,,,61.7,,,,,61.7,,61.7,308.3
2000,69,137.0,Morgan,7,Central,Mostly Urban,36.2,2712.0,,2.0,1.0,1.0,,,1.0,,1.0,,,2.0,,2.0,4.0,,73.7,36.9,36.9,,,36.9,,36.9,,,73.7,,73.7,147.5
2000,70,139.0,Moultrie,6,Central,Mostly Rural,69.2,744.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,403.2
2000,71,141.0,Ogle,15,Northern - Other,Mostly Urban,47.1,2719.0,,2.0,,2.0,,1.0,,1.0,,,1.0,1.0,,2.0,2.0,,73.6,,73.6,,36.8,,36.8,,,36.8,36.8,,73.6,73.6
2000,72,143.0,Peoria,10,Central,Mostly Urban,14.6,11298.0,2.0,44.0,8.0,36.0,3.0,15.0,19.0,5.0,1.0,36.0,1.0,7.0,,44.0,40.0,17.7,389.4,70.8,318.6,26.6,132.8,168.2,44.3,8.9,318.6,8.9,62.0,,389.4,354.0
2000,73,145.0,Perry,20,Southern,Mostly Urban,43.6,1375.0,,1.0,,1.0,,,1.0,,,1.0,,,,1.0,,,72.7,,72.7,,,72.7,,,72.7,,,,72.7,
2000,74,147.0,Piatt,6,Central,Mostly Rural,67.7,814.0,1.0,1.0,,1.0,,,1.0,,,,,1.0,,1.0,,122.9,122.9,,122.9,,,122.9,,,,,122.9,,122.9,
2000,75,149.0,Pike,8,Central,Mostly Rural,72.3,922.0,1.0,2.0,,2.0,,1.0,1.0,,,,,2.0,,2.0,,108.5,216.9,,216.9,,108.5,108.5,,,,,216.9,,216.9,
2000,78,155.0,Putnam,10,Central,Completely Rural,100.0,322.0,1.0,1.0,,1.0,,,1.0,,,,,1.0,1.0,,,310.6,310.6,,310.6,,,310.6,,,,,310.6,310.6,,
2000,79,157.0,Randolph,20,Southern,Mostly Urban,42.6,1882.0,,3.0,,3.0,,,3.0,,,,,3.0,2.0,1.0,,,159.4,,159.4,,,159.4,,,,,159.4,106.3,53.1,
2000,80,159.0,Richland,2,Southern,Mostly Urban,43.5,930.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,215.1
2000,81,161.0,Rock Island,14,Central,Mostly Urban,10.9,9368.0,4.0,14.0,1.0,13.0,,4.0,7.0,1.0,2.0,6.0,3.0,4.0,,14.0,16.0,42.7,149.4,10.7,138.8,,42.7,74.7,10.7,21.3,64.0,32.0,42.7,,149.4,170.8
2000,82,163.0,St. Clair,20,Southern,Mostly Urban,9.8,14552.0,6.0,19.0,2.0,17.0,,7.0,10.0,2.0,,10.0,1.0,8.0,3.0,16.0,5.0,41.2,130.6,13.7,116.8,,48.1,68.7,13.7,,68.7,6.9,55.0,20.6,110.0,34.4
2000,83,165.0,Saline,1,Southern,Mostly Urban,43.7,1671.0,,2.0,,2.0,,,1.0,,1.0,,,2.0,,2.0,2.0,,119.7,,119.7,,,59.8,,59.8,,,119.7,,119.7,119.7
2000,84,167.0,Sangamon,7,Central,Mostly Urban,14.1,9351.0,1.0,11.0,1.0,10.0,1.0,3.0,5.0,,2.0,7.0,,4.0,,11.0,18.0,10.7,117.6,10.7,106.9,10.7,32.1,53.5,,21.4,74.9,,42.8,,117.6,192.5
2000,87,173.0,Shelby,4,Central,Mostly Rural,77.7,1193.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,83.8
2000,89,177.0,Stephenson,15,Northern - Other,Mostly Urban,40.1,2548.0,3.0,14.0,,14.0,3.0,6.0,4.0,,,9.0,,5.0,1.0,13.0,9.0,117.7,549.5,,549.5,117.7,235.5,157.0,,,353.2,,196.2,39.2,510.2,353.2
2000,90,179.0,Tazewell,10,Central,Mostly Urban,20.4,6654.0,,10.0,2.0,8.0,,4.0,4.0,1.0,,1.0,,9.0,,10.0,5.0,,150.3,30.1,120.2,,60.1,60.1,15.0,,15.0,,135.3,,150.3,75.1
2000,91,181.0,Union,1,Southern,Mostly Rural,65.9,946.0,,1.0,,1.0,,1.0,,,,,,1.0,1.0,,,,105.7,,105.7,,105.7,,,,,,105.7,105.7,,
2000,92,183.0,Vermilion,5,Central,Mostly Urban,31.3,4390.0,,9.0,,9.0,1.0,4.0,4.0,,,6.0,,3.0,1.0,8.0,11.0,,205.0,,205.0,22.8,91.1,91.1,,,136.7,,68.3,22.8,182.2,250.6
2000,93,185.0,Wabash,2,Southern,Mostly Urban,38.9,840.0,,3.0,,3.0,,1.0,2.0,,,,,3.0,,3.0,,,357.1,,357.1,,119.0,238.1,,,,,357.1,,357.1,
2000,94,187.0,Warren,9,Central,Mostly Urban,45.5,1593.0,1.0,4.0,,4.0,,2.0,2.0,,,1.0,,3.0,,4.0,3.0,62.8,251.1,,251.1,,125.5,125.5,,,62.8,,188.3,,251.1,188.3
2000,95,189.0,Washington,20,Southern,Mostly Rural,73.6,840.0,1.0,3.0,,3.0,,1.0,2.0,,,,,3.0,1.0,2.0,,119.0,357.1,,357.1,,119.0,238.1,,,,,357.1,119.0,238.1,
2000,96,191.0,Wayne,2,Southern,Mostly Rural,69.9,895.0,,1.0,,1.0,,1.0,,,,,,1.0,1.0,,2.0,,111.7,,111.7,,111.7,,,,,,111.7,111.7,,223.5
2000,97,193.0,White,2,Southern,Mostly Rural,62.0,776.0,,3.0,,3.0,,1.0,2.0,,,,,3.0,,3.0,,,386.6,,386.6,,128.9,257.7,,,,,386.6,,386.6,
2000,98,195.0,Whiteside,14,Northern - Other,Mostly Urban,37.3,3360.0,,10.0,1.0,9.0,,3.0,4.0,2.0,1.0,,2.0,8.0,2.0,8.0,6.0,,297.6,29.8,267.9,,89.3,119.0,59.5,29.8,,59.5,238.1,59.5,238.1,178.6
2000,99,197.0,Will,12,Northern - Collar,Mostly Urban,3.9,27277.0,2.0,27.0,2.0,25.0,1.0,10.0,14.0,1.0,1.0,12.0,7.0,7.0,2.0,25.0,29.0,7.3,99.0,7.3,91.7,3.7,36.7,51.3,3.7,3.7,44.0,25.7,25.7,7.3,91.7,106.3
2000,100,199.0,Williamson,1,Southern,Mostly Urban,34.8,3211.0,1.0,3.0,1.0,2.0,,3.0,,,,,,3.0,,3.0,1.0,31.1,93.4,31.1,62.3,,93.4,,,,,,93.4,,93.4,31.1
2000,101,201.0,Winnebago,17,Northern - Other,Mostly Urban,7.9,14704.0,7.0,48.0,8.0,40.0,8.0,17.0,14.0,4.0,5.0,23.0,6.0,18.0,4.0,44.0,33.0,47.6,326.4,54.4,272.0,54.4,115.6,95.2,27.2,34.0,156.4,40.8,122.4,27.2,299.2,224.4
2000,102,203.0,Woodford,11,Central,Mostly Rural,54.9,2200.0,1.0,6.0,,6.0,,1.0,4.0,,1.0,,,6.0,1.0,5.0,1.0,45.5,272.7,,272.7,,45.5,181.8,,45.5,,,272.7,45.5,227.3,45.5
2001,1,1.0,Adams,8,Central,Mostly Urban,32.6,4037.0,1.0,7.0,1.0,6.0,,4.0,2.0,1.0,,2.0,,5.0,3.0,4.0,8.0,24.8,173.4,24.8,148.6,,99.1,49.5,24.8,,49.5,,123.9,74.3,99.1,198.2
2001,2,3.0,Alexander,1,Southern,Mostly Rural,61.9,477.0,,4.0,2.0,2.0,,3.0,1.0,,,4.0,,,,4.0,,,838.6,419.3,419.3,,628.9,209.6,,,838.6,,,,838.6,
2001,3,5.0,Bond,3,Southern,Mostly Rural,60.7,1253.0,1.0,2.0,,2.0,,,2.0,,,,,2.0,,2.0,1.0,79.8,159.6,,159.6,,,159.6,,,,,159.6,,159.6,79.8
2001,4,7.0,Boone,17,Northern - Other,Mostly Urban,19.4,2309.0,4.0,6.0,,6.0,1.0,1.0,2.0,,,,1.0,5.0,,6.0,,173.2,259.9,,259.9,43.3,43.3,86.6,,,,43.3,216.5,,259.9,
2001,6,11.0,Bureau,13,Central,Mostly Rural,57.4,1935.0,1.0,3.0,,3.0,,,3.0,,,,,3.0,1.0,2.0,2.0,51.7,155.0,,155.0,,,155.0,,,,,155.0,51.7,103.4,103.4
2001,8,15.0,Carroll,15,Northern - Other,Mostly Rural,81.9,841.0,,1.0,,1.0,,,1.0,,,,,1.0,,1.0,2.0,,118.9,,118.9,,,118.9,,,,,118.9,,118.9,237.8
2001,9,17.0,Cass,8,Central,Mostly Rural,52.1,730.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,274.0
2001,10,19.0,Champaign,6,Central,Mostly Urban,12.7,25245.0,,19.0,,19.0,3.0,6.0,6.0,1.0,2.0,14.0,,5.0,3.0,16.0,25.0,,75.3,,75.3,11.9,23.8,23.8,4.0,7.9,55.5,,19.8,11.9,63.4,99.0
2001,11,21.0,Christian,4,Central,Mostly Urban,43.5,1731.0,,2.0,1.0,1.0,,1.0,1.0,,,,,2.0,1.0,1.0,2.0,,115.5,57.8,57.8,,57.8,57.8,,,,,115.5,57.8,57.8,115.5
2001,12,23.0,Clark,5,Southern,Mostly Rural,59.5,844.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,118.5
2001,13,25.0,Clay,4,Southern,Mostly Rural,64.7,762.0,,2.0,,2.0,,1.0,1.0,,,,,2.0,,2.0,,,262.5,,262.5,,131.2,131.2,,,,,262.5,,262.5,
2001,15,29.0,Coles,5,Central,Mostly Urban,24.3,6690.0,5.0,6.0,,6.0,,1.0,2.0,3.0,,,,6.0,,6.0,5.0,74.7,89.7,,89.7,,14.9,29.9,44.8,,,,89.7,,89.7,74.7
2001,16,31.0,Cook,co,Northern - Cook,Completely Urban,0.0,288061.0,17.0,394.0,78.0,316.0,107.0,153.0,73.0,9.0,49.0,304.0,65.0,18.0,19.0,375.0,299.0,5.9,136.8,27.1,109.7,37.1,53.1,25.3,3.1,17.0,105.5,22.6,6.2,6.6,130.2,103.8
