year,id,fips_number,county_name,judicial_circuit,region,community_type,percent_rural,population,court_evalation,new_court_and_court_evaluation,offense_class_felony,offense_class_misdemeanor_and_unknown,offense_type_drug,offense_type_person,offense_type_property,offense_type_sex,offense_type_weapons,race_ethnicity_black,race_ethnicity_hispanic,race_ethnicity_white,sex_female,sex_male,technical_violation,court_evalation_rate,new_court_and_court_evaluation_rate,offense_class_felony_rate,offense_class_misdemeanor_and_unknown_rate,offense_type_drug_rate,offense_type_person_rate,offense_type_property_rate,offense_type_sex_rate,offense_type_weapons_rate,race_ethnicity_black_rate,race_ethnicity_hispanic_rate,race_ethnicity_white_rate,sex_female_rate,sex_male_rate,technical_violation_rate
2005,23,45.0,Edgar,5,Central,Mostly Rural,51.8,970.0,,3.0,,3.0,,1.0,2.0,,,,,3.0,,3.0,2.0,,309.3,,309.3,,103.1,206.2,,,,,309.3,,309.3,206.2
2005,24,47.0,Edwards,2,Southern,Completely Rural,100.0,289.0,1.0,1.0,,1.0,,,,1.0,,,,1.0,,1.0,,346.0,346.0,,346.0,,,,346.0,,,,346.0,,346.0,
2005,25,49.0,Effingham,4,Southern,Mostly Rural,59.7,1926.0,1.0,5.0,1.0,4.0,,,3.0,1.0,1.0,,,5.0,,5.0,1.0,51.9,259.6,51.9,207.7,,,155.8,51.9,51.9,,,259.6,,259.6,51.9
2005,26,51.0,Fayette,4,Southern,Mostly Rural,67.0,1194.0,,1.0,,1.0,,1.0,,,,,,1.0,,1.0,2.0,,83.8,,83.8,,83.8,,,,,,83.8,,83.8,167.5
2005,27,53.0,Ford,11,Central,Mostly Urban,41.8,751.0,1.0,1.0,,1.0,,,1.0,,,,,1.0,,1.0,,133.2,133.2,,133.2,,,133.2,,,,,133.2,,133.2,
2005,28,55.0,Franklin,2,Southern,Mostly Urban,48.6,1790.0,,2.0,1.0,1.0,,1.0,,1.0,,,,2.0,1.0,1.0,2.0,,111.7,55.9,55.9,,55.9,,55.9,,,,111.7,55.9,55.9,111.7
2005,29,57.0,Fulton,9,Central,Mostly Rural,60.0,1703.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,176.2
2005,32,63.0,Grundy,13,Northern - Other,Mostly Urban,24.4,2043.0,1.0,1.0,,1.0,,,,,,1.0,,,,1.0,1.0,48.9,48.9,,48.9,,,,,,48.9,,,,48.9,48.9
2005,33,65.0,Hamilton,2,Southern,Mostly Rural,68.1,388.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,515.5
2005,34,67.0,Hancock,9,Central,Mostly Rural,71.0,975.0,,2.0,,2.0,,,2.0,,,,,2.0,,2.0,2.0,,205.1,,205.1,,,205.1,,,,,205.1,,205.1,205.1
2005,37,73.0,Henry,14,Central,Mostly Rural,50.3,2554.0,1.0,3.0,1.0,2.0,,2.0,,1.0,,,1.0,2.0,,3.0,3.0,39.2,117.5,39.2,78.3,,78.3,,39.2,,,39.2,78.3,,117.5,117.5
2005,38,75.0,Iroquois,21,Central,Mostly Rural,71.7,1573.0,3.0,7.0,,7.0,1.0,,5.0,1.0,,,,7.0,,7.0,2.0,190.7,445.0,,445.0,63.6,,317.9,63.6,,,,445.0,,445.0,127.1
2005,39,77.0,Jackson,1,Southern,Mostly Urban,37.2,7605.0,1.0,2.0,,2.0,,1.0,1.0,,,2.0,,,,2.0,6.0,13.1,26.3,,26.3,,13.1,13.1,,,26.3,,,,26.3,78.9
2005,41,81.0,Jefferson,2,Southern,Mostly Rural,58.8,2046.0,1.0,1.0,,1.0,,1.0,,,,1.0,,,,1.0,7.0,48.9,48.9,,48.9,,48.9,,,,48.9,,,,48.9,342.1
2005,42,83.0,Jersey,7,Southern,Mostly Rural,60.6,1460.0,1.0,1.0,,1.0,,1.0,,,,,,1.0,,1.0,1.0,68.5,68.5,,68.5,,68.5,,,,,,68.5,,68.5,68.5
2005,44,87.0,Johnson,1,Southern,Completely Rural,100.0,779.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,256.7
2005,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,25008.0,8.0,69.0,14.0,55.0,5.0,26.0,26.0,5.0,5.0,27.0,25.0,16.0,4.0,65.0,32.0,32.0,275.9,56.0,219.9,20.0,104.0,104.0,20.0,20.0,108.0,100.0,64.0,16.0,259.9,128.0
2005,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,7024.0,,13.0,2.0,11.0,,7.0,5.0,1.0,,8.0,,5.0,2.0,11.0,14.0,,185.1,28.5,156.6,,99.7,71.2,14.2,,113.9,,71.2,28.5,156.6,199.3
2005,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,3606.0,1.0,3.0,,3.0,,1.0,2.0,,,,1.0,2.0,,3.0,7.0,27.7,83.2,,83.2,,27.7,55.5,,,,27.7,55.5,,83.2,194.1
2005,48,95.0,Knox,9,Central,Mostly Urban,24.3,3079.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,65.0
2005,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,43003.0,2.0,18.0,2.0,16.0,,3.0,6.0,3.0,6.0,5.0,9.0,4.0,,18.0,32.0,4.7,41.9,4.7,37.2,,7.0,14.0,7.0,14.0,11.6,20.9,9.3,,41.9,74.4
2005,50,99.0,LaSalle,13,Northern - Other,Mostly Urban,30.2,5807.0,4.0,7.0,2.0,5.0,,1.0,3.0,3.0,,,1.0,6.0,,7.0,12.0,68.9,120.5,34.4,86.1,,17.2,51.7,51.7,,,17.2,103.3,,120.5,206.6
2005,52,103.0,Lee,15,Northern - Other,Mostly Rural,53.2,1779.0,1.0,2.0,,2.0,,,1.0,1.0,,,,2.0,,2.0,5.0,56.2,112.4,,112.4,,,56.2,56.2,,,,112.4,,112.4,281.1
2005,53,105.0,Livingston,11,Central,Mostly Urban,40.8,2082.0,1.0,2.0,,2.0,,1.0,1.0,,,,,2.0,,2.0,,48.0,96.1,,96.1,,48.0,48.0,,,,,96.1,,96.1,
2005,54,107.0,Logan,11,Central,Mostly Urban,39.9,2387.0,,10.0,,10.0,,3.0,7.0,,,2.0,1.0,7.0,3.0,7.0,8.0,,418.9,,418.9,,125.7,293.3,,,83.8,41.9,293.3,125.7,293.3,335.1
2005,55,109.0,McDonough,9,Central,Mostly Urban,29.5,6090.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,16.4
2005,56,111.0,McHenry,22,Northern - Collar,Mostly Urban,9.9,15249.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,,,,1.0,2.0,,3.0,6.0,6.6,19.7,6.6,13.1,6.6,6.6,6.6,,,,6.6,13.1,,19.7,39.3
2005,57,113.0,McLean,11,Central,Mostly Urban,16.5,17246.0,2.0,12.0,,12.0,1.0,2.0,9.0,,,3.0,,9.0,2.0,10.0,9.0,11.6,69.6,,69.6,5.8,11.6,52.2,,,17.4,,52.2,11.6,58.0,52.2
2005,58,115.0,Macon,6,Central,Mostly Urban,15.3,6617.0,3.0,12.0,,12.0,1.0,5.0,3.0,,2.0,8.0,,4.0,1.0,11.0,17.0,45.3,181.4,,181.4,15.1,75.6,45.3,,30.2,120.9,,60.5,15.1,166.2,256.9
2005,59,117.0,Macoupin,7,Central,Mostly Rural,58.5,2657.0,1.0,2.0,,2.0,,1.0,1.0,,,,,2.0,,2.0,2.0,37.6,75.3,,75.3,,37.6,37.6,,,,,75.3,,75.3,75.3
2005,60,119.0,Madison,3,Southern,Mostly Urban,13.3,14471.0,3.0,13.0,5.0,8.0,1.0,4.0,3.0,3.0,1.0,3.0,1.0,9.0,2.0,11.0,19.0,20.7,89.8,34.6,55.3,6.9,27.6,20.7,20.7,6.9,20.7,6.9,62.2,13.8,76.0,131.3
2005,61,121.0,Marion,4,Southern,Mostly Urban,45.1,2010.0,,4.0,,4.0,,2.0,2.0,,,,,4.0,,4.0,10.0,,199.0,,199.0,,99.5,99.5,,,,,199.0,,199.0,497.5
2005,63,125.0,Mason,8,Central,Mostly Rural,77.5,736.0,,2.0,,2.0,,,2.0,,,,,2.0,,2.0,1.0,,271.7,,271.7,,,271.7,,,,,271.7,,271.7,135.9
2005,64,127.0,Massac,1,Southern,Mostly Rural,50.5,681.0,,1.0,,1.0,,,1.0,,,,,1.0,,1.0,2.0,,146.8,,146.8,,,146.8,,,,,146.8,,146.8,293.7
2005,65,129.0,Menard,8,Central,Mostly Rural,75.7,649.0,,1.0,,1.0,,,1.0,,,1.0,,,,1.0,1.0,,154.1,,154.1,,,154.1,,,154.1,,,,154.1,154.1
2005,66,131.0,Mercer,14,Central,Mostly Rural,77.8,798.0,1.0,2.0,,2.0,,,2.0,,,,,2.0,,2.0,1.0,125.3,250.6,,250.6,,,250.6,,,,,250.6,,250.6,125.3
2005,67,133.0,Monroe,20,Southern,Mostly Urban,41.4,1576.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,63.5
2005,68,135.0,Montgomery,4,Central,Mostly Urban,41.6,1520.0,1.0,2.0,,2.0,,1.0,1.0,,,,,2.0,,2.0,,65.8,131.6,,131.6,,65.8,65.8,,,,,131.6,,131.6,
2005,69,137.0,Morgan,7,Central,Mostly Urban,36.2,2582.0,,1.0,,1.0,,,1.0,,,,,1.0,,1.0,,,38.7,,38.7,,,38.7,,,,,38.7,,38.7,
2005,70,139.0,Moultrie,6,Central,Mostly Rural,69.2,730.0,,1.0,,1.0,,,1.0,,,,,1.0,,1.0,3.0,,137.0,,137.0,,,137.0,,,,,137.0,,137.0,411.0
2005,71,141.0,Ogle,15,Northern - Other,Mostly Urban,47.1,2862.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,104.8
2005,72,143.0,Peoria,10,Central,Mostly Urban,14.6,10971.0,2.0,19.0,1.0,18.0,,3.0,11.0,5.0,,12.0,,6.0,1.0,18.0,90.0,18.2,173.2,9.1,164.1,,27.3,100.3,45.6,,109.4,,54.7,9.1,164.1,820.3
2005,73,145.0,Perry,20,Southern,Mostly Urban,43.6,1263.0,1.0,3.0,,3.0,,1.0,1.0,,,2.0,,1.0,1.0,2.0,2.0,79.2,237.5,,237.5,,79.2,79.2,,,158.4,,79.2,79.2,158.4,158.4
2005,75,149.0,Pike,8,Central,Mostly Rural,72.3,868.0,,3.0,,3.0,,,2.0,,,,,3.0,,3.0,2.0,,345.6,,345.6,,,230.4,,,,,345.6,,345.6,230.4
2005,77,153.0,Pulaski,1,Southern,Completely Rural,100.0,357.0,,1.0,,1.0,,,1.0,,,1.0,,,,1.0,,,280.1,,280.1,,,280.1,,,280.1,,,,280.1,
2005,78,155.0,Putnam,10,Central,Completely Rural,100.0,301.0,,1.0,,1.0,,1.0,,,,,,1.0,,1.0,1.0,,332.2,,332.2,,332.2,,,,,,332.2,,332.2,332.2
2005,79,157.0,Randolph,20,Southern,Mostly Urban,42.6,1747.0,,2.0,,2.0,,1.0,1.0,,,1.0,,1.0,,2.0,2.0,,114.5,,114.5,,57.2,57.2,,,57.2,,57.2,,114.5,114.5
2005,80,159.0,Richland,2,Southern,Mostly Urban,43.5,769.0,1.0,1.0,,1.0,,1.0,,,,,,1.0,,1.0,2.0,130.0,130.0,,130.0,,130.0,,,,,,130.0,,130.0,260.1
2005,81,161.0,Rock Island,14,Central,Mostly Urban,10.9,8184.0,3.0,15.0,,15.0,1.0,5.0,8.0,1.0,,8.0,2.0,5.0,,15.0,32.0,36.7,183.3,,183.3,12.2,61.1,97.8,12.2,,97.8,24.4,61.1,,183.3,391.0
2005,82,163.0,St. Clair,20,Southern,Mostly Urban,9.8,14703.0,11.0,20.0,2.0,18.0,,6.0,10.0,2.0,1.0,10.0,2.0,8.0,4.0,16.0,14.0,74.8,136.0,13.6,122.4,,40.8,68.0,13.6,6.8,68.0,13.6,54.4,27.2,108.8,95.2
2005,83,165.0,Saline,1,Southern,Mostly Urban,43.7,1503.0,,2.0,,2.0,1.0,,1.0,,,,,2.0,,2.0,3.0,,133.1,,133.1,66.5,,66.5,,,,,133.1,,133.1,199.6
2005,84,167.0,Sangamon,7,Central,Mostly Urban,14.1,9295.0,,12.0,,12.0,3.0,3.0,5.0,1.0,,8.0,,3.0,1.0,11.0,31.0,,129.1,,129.1,32.3,32.3,53.8,10.8,,86.1,,32.3,10.8,118.3,333.5
2005,85,169.0,Schuyler,8,Central,Mostly Rural,57.6,312.0,1.0,1.0,,1.0,,,,,,,,1.0,,1.0,2.0,320.5,320.5,,320.5,,,,,,,,320.5,,320.5,641.0
2005,87,173.0,Shelby,4,Central,Mostly Rural,77.7,1060.0,1.0,2.0,1.0,1.0,,1.0,1.0,,,,,2.0,1.0,1.0,1.0,94.3,188.7,94.3,94.3,,94.3,94.3,,,,,188.7,94.3,94.3,94.3
2005,89,177.0,Stephenson,15,Northern - Other,Mostly Urban,40.1,2353.0,,3.0,,3.0,,1.0,2.0,,,2.0,,1.0,,3.0,6.0,,127.5,,127.5,,42.5,85.0,,,85.0,,42.5,,127.5,255.0
2005,90,179.0,Tazewell,10,Central,Mostly Urban,20.4,6066.0,2.0,6.0,,6.0,,,4.0,1.0,,,,6.0,,6.0,4.0,33.0,98.9,,98.9,,,65.9,16.5,,,,98.9,,98.9,65.9
2005,91,181.0,Union,1,Southern,Mostly Rural,65.9,889.0,,1.0,,1.0,,1.0,,,,,,1.0,,1.0,1.0,,112.5,,112.5,,112.5,,,,,,112.5,,112.5,112.5
2005,92,183.0,Vermilion,5,Central,Mostly Urban,31.3,3918.0,1.0,9.0,1.0,8.0,,8.0,,,1.0,5.0,1.0,3.0,1.0,8.0,12.0,25.5,229.7,25.5,204.2,,204.2,,,25.5,127.6,25.5,76.6,25.5,204.2,306.3
2005,93,185.0,Wabash,2,Southern,Mostly Urban,38.9,609.0,,1.0,,1.0,,1.0,,,,,,1.0,,1.0,3.0,,164.2,,164.2,,164.2,,,,,,164.2,,164.2,492.6
2005,94,187.0,Warren,9,Central,Mostly Urban,45.5,1605.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,186.9
2005,95,189.0,Washington,20,Southern,Mostly Rural,73.6,790.0,,1.0,,1.0,,,1.0,,,,,1.0,,1.0,1.0,,126.6,,126.6,,,126.6,,,,,126.6,,126.6,126.6
2005,96,191.0,Wayne,2,Southern,Mostly Rural,69.9,772.0,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,906.7
2005,97,193.0,White,2,Southern,Mostly Rural,62.0,699.0,1.0,2.0,,2.0,1.0,,1.0,,,,,2.0,,2.0,3.0,143.1,286.1,,286.1,143.1,,143.1,,,,,286.1,,286.1,429.2
2005,98,195.0,Whiteside,14,Northern - Other,Mostly Urban,37.3,2985.0,,1.0,,1.0,,1.0,,,,1.0,,,,1.0,9.0,,33.5,,33.5,,33.5,,,,33.5,,,,33.5,301.5
2005,99,197.0,Will,12,Northern - Collar,Mostly Urban,3.9,32580.0,11.0,35.0,3.0,32.0,2.0,16.0,12.0,3.0,1.0,16.0,6.0,13.0,2.0,33.0,28.0,33.8,107.4,9.2,98.2,6.1,49.1,36.8,9.2,3.1,49.1,18.4,39.9,6.1,101.3,85.9
2005,100,199.0,Williamson,1,Southern,Mostly Urban,34.8,2787.0,2.0,2.0,,2.0,,1.0,1.0,,,,,2.0,1.0,1.0,4.0,71.8,71.8,,71.8,,35.9,35.9,,,,,71.8,35.9,35.9,143.5
2005,101,201.0,Winnebago,17,Northern - Other,Mostly Urban,7.9,14750.0,11.0,34.0,2.0,32.0,1.0,12.0,16.0,2.0,2.0,20.0,3.0,10.0,7.0,27.0,76.0,74.6,230.5,13.6,216.9,6.8,81.4,108.5,13.6,13.6,135.6,20.3,67.8,47.5,183.1,515.3
2005,102,203.0,Woodford,11,Central,Mostly Rural,54.9,2179.0,4.0,15.0,1.0,14.0,,3.0,9.0,2.0,,,,15.0,1.0,14.0,5.0,183.6,688.4,45.9,642.5,,137.7,413.0,91.8,,,,688.4,45.9,642.5,229.5
2006,1,1.0,Adams,8,Central,Mostly Urban,32.6,3812.0,1.0,6.0,1.0,5.0,,1.0,,5.0,,1.0,,5.0,1.0,5.0,7.0,26.2,157.4,26.2,131.2,,26.2,,131.2,,26.2,,131.2,26.2,131.2,183.6
2006,2,3.0,Alexander,1,Southern,Mostly Rural,61.9,435.0,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,919.5
2006,4,7.0,Boone,17,Northern - Other,Mostly Urban,19.4,2641.0,2.0,4.0,,4.0,,1.0,2.0,1.0,,,1.0,3.0,1.0,3.0,5.0,75.7,151.5,,151.5,,37.9,75.7,37.9,,,37.9,113.6,37.9,113.6,189.3
2006,6,11.0,Bureau,13,Central,Mostly Rural,57.4,1747.0,,1.0,,1.0,,,1.0,,,,,1.0,,1.0,,,57.2,,57.2,,,57.2,,,,,57.2,,57.2,
2006,8,15.0,Carroll,15,Northern - Other,Mostly Rural,81.9,802.0,,1.0,,1.0,,,,1.0,,,,1.0,,1.0,1.0,,124.7,,124.7,,,,124.7,,,,124.7,,124.7,124.7
2006,9,17.0,Cass,8,Central,Mostly Rural,52.1,659.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,151.7
2006,10,19.0,Champaign,6,Central,Mostly Urban,12.7,29387.0,,13.0,2.0,11.0,,8.0,4.0,1.0,,10.0,,3.0,,13.0,14.0,,44.2,6.8,37.4,,27.2,13.6,3.4,,34.0,,10.2,,44.2,47.6
2006,11,21.0,Christian,4,Central,Mostly Urban,43.5,1753.0,,2.0,1.0,1.0,1.0,1.0,,,,,,2.0,,2.0,6.0,,114.1,57.0,57.0,57.0,57.0,,,,,,114.1,,114.1,342.3
2006,12,23.0,Clark,5,Southern,Mostly Rural,59.5,831.0,,2.0,,2.0,,,2.0,,,,,2.0,,2.0,4.0,,240.7,,240.7,,,240.7,,,,,240.7,,240.7,481.3
2006,14,27.0,Clinton,4,Southern,Mostly Urban,48.8,1885.0,,1.0,,1.0,,,1.0,,,,,1.0,,1.0,,,53.1,,53.1,,,53.1,,,,,53.1,,53.1,
2006,15,29.0,Coles,5,Central,Mostly Urban,24.3,7219.0,,4.0,,4.0,,2.0,2.0,,,1.0,,3.0,,4.0,,,55.4,,55.4,,27.7,27.7,,,13.9,,41.6,,55.4,
2006,16,31.0,Cook,co,Northern - Cook,Completely Urban,0.0,277995.0,57.0,235.0,33.0,202.0,61.0,91.0,57.0,7.0,19.0,187.0,33.0,12.0,10.0,225.0,273.0,20.5,84.5,11.9,72.7,21.9,32.7,20.5,2.5,6.8,67.3,11.9,4.3,3.6,80.9,98.2
2006,17,33.0,Crawford,2,Southern,Mostly Rural,60.2,985.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,101.5
2006,18,35.0,Cumberland,5,Southern,Completely Rural,100.0,562.0,,1.0,,1.0,,1.0,,,,,,1.0,1.0,,,,177.9,,177.9,,177.9,,,,,,177.9,177.9,,
2006,19,37.0,DeKalb,23,Northern - Other,Mostly Urban,20.3,13324.0,,2.0,,2.0,,,1.0,1.0,,,,2.0,,2.0,3.0,,15.0,,15.0,,,7.5,7.5,,,,15.0,,15.0,22.5
2006,20,39.0,De Witt,6,Central,Mostly Urban,48.8,728.0,1.0,1.0,,1.0,,,1.0,,,,,1.0,,1.0,5.0,137.4,137.4,,137.4,,,137.4,,,,,137.4,,137.4,686.8
2006,21,41.0,Douglas,6,Central,Mostly Rural,61.6,1012.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,98.8
2006,22,43.0,DuPage,18,Northern - Collar,Completely Urban,0.0,49826.0,,5.0,,5.0,,3.0,1.0,1.0,,1.0,1.0,3.0,1.0,4.0,20.0,,10.0,,10.0,,6.0,2.0,2.0,,2.0,2.0,6.0,2.0,8.0,40.1
2006,23,45.0,Edgar,5,Central,Mostly Rural,51.8,941.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,106.3
2006,24,47.0,Edwards,2,Southern,Completely Rural,100.0,272.0,,2.0,,2.0,,1.0,1.0,,,,,2.0,,2.0,1.0,,735.3,,735.3,,367.6,367.6,,,,,735.3,,735.3,367.6
2006,25,49.0,Effingham,4,Southern,Mostly Rural,59.7,1860.0,3.0,4.0,1.0,3.0,,1.0,1.0,2.0,,,,4.0,,4.0,1.0,161.3,215.1,53.8,161.3,,53.8,53.8,107.5,,,,215.1,,215.1,53.8
2006,26,51.0,Fayette,4,Southern,Mostly Rural,67.0,1142.0,1.0,3.0,,3.0,,1.0,2.0,,,,,3.0,1.0,2.0,3.0,87.6,262.7,,262.7,,87.6,175.1,,,,,262.7,87.6,175.1,262.7
2006,27,53.0,Ford,11,Central,Mostly Urban,41.8,723.0,,1.0,1.0,,,1.0,,,,,,1.0,,1.0,1.0,,138.3,138.3,,,138.3,,,,,,138.3,,138.3,138.3
2006,28,55.0,Franklin,2,Southern,Mostly Urban,48.6,1791.0,,3.0,,3.0,,1.0,2.0,,,,,3.0,,3.0,2.0,,167.5,,167.5,,55.8,111.7,,,,,167.5,,167.5,111.7
2006,29,57.0,Fulton,9,Central,Mostly Rural,60.0,1697.0,1.0,1.0,,1.0,,,1.0,,,,,1.0,,1.0,3.0,58.9,58.9,,58.9,,,58.9,,,,,58.9,,58.9,176.8
2006,32,63.0,Grundy,13,Northern - Other,Mostly Urban,24.4,2120.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,94.3
2006,33,65.0,Hamilton,2,Southern,Mostly Rural,68.1,365.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,274.0
2006,34,67.0,Hancock,9,Central,Mostly Rural,71.0,937.0,,1.0,,1.0,,,1.0,,,,,1.0,,1.0,4.0,,106.7,,106.7,,,106.7,,,,,106.7,,106.7,426.9
2006,37,73.0,Henry,14,Central,Mostly Rural,50.3,2521.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,119.0
2006,38,75.0,Iroquois,21,Central,Mostly Rural,71.7,1531.0,1.0,4.0,,4.0,,2.0,2.0,,,,1.0,3.0,,4.0,4.0,65.3,261.3,,261.3,,130.6,130.6,,,,65.3,196.0,,261.3,261.3
2006,39,77.0,Jackson,1,Southern,Mostly Urban,37.2,7436.0,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,53.8
2006,41,81.0,Jefferson,2,Southern,Mostly Rural,58.8,2043.0,,1.0,,1.0,1.0,,,,,,,1.0,,1.0,2.0,,48.9,,48.9,48.9,,,,,,,48.9,,48.9,97.9
2006,42,83.0,Jersey,7,Southern,Mostly Rural,60.6,1463.0,1.0,1.0,,1.0,,1.0,,,,,,1.0,,1.0,,68.4,68.4,,68.4,,68.4,,,,,,68.4,,68.4,
2006,43,85.0,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,961.0,1.0,2.0,,2.0,,,2.0,,,,,2.0,,2.0,,104.1,208.1,,208.1,,,208.1,,,,,208.1,,208.1,
2006,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,25516.0,2.0,21.0,2.0,19.0,1.0,6.0,9.0,2.0,3.0,10.0,6.0,5.0,1.0,20.0,33.0,7.8,82.3,7.8,74.5,3.9,23.5,35.3,7.8,11.8,39.2,23.5,19.6,3.9,78.4,129.3
2006,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,7250.0,,9.0,,9.0,,2.0,5.0,1.0,1.0,6.0,1.0,2.0,1.0,8.0,10.0,,124.1,,124.1,,27.6,69.0,13.8,13.8,82.8,13.8,27.6,13.8,110.3,137.9
2006,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,3941.0,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,126.9
2006,48,95.0,Knox,9,Central,Mostly Urban,24.3,3033.0,1.0,1.0,,1.0,,,,,,1.0,,,,1.0,1.0,33.0,33.0,,33.0,,,,,,33.0,,,,33.0,33.0
2006,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,43116.0,,25.0,3.0,22.0,,6.0,12.0,4.0,3.0,13.0,8.0,4.0,,25.0,44.0,,58.0,7.0,51.0,,13.9,27.8,9.3,7.0,30.2,18.6,9.3,,58.0,102.1
2006,50,99.0,LaSalle,13,Northern - Other,Mostly Urban,30.2,5700.0,,2.0,,2.0,,,1.0,1.0,,,,2.0,,2.0,4.0,,35.1,,35.1,,,17.5,17.5,,,,35.1,,35.1,70.2
2006,52,103.0,Lee,15,Northern - Other,Mostly Rural,53.2,1884.0,1.0,6.0,,6.0,,4.0,1.0,,,1.0,,5.0,2.0,4.0,3.0,53.1,318.5,,318.5,,212.3,53.1,,,53.1,,265.4,106.2,212.3,159.2
2006,53,105.0,Livingston,11,Central,Mostly Urban,40.8,2095.0,1.0,2.0,,2.0,,,2.0,,,,,2.0,,2.0,,47.7,95.5,,95.5,,,95.5,,,,,95.5,,95.5,
2006,54,107.0,Logan,11,Central,Mostly Urban,39.9,2329.0,3.0,11.0,1.0,10.0,,3.0,8.0,,,,,11.0,3.0,8.0,5.0,128.8,472.3,42.9,429.4,,128.8,343.5,,,,,472.3,128.8,343.5,214.7
2006,55,109.0,McDonough,9,Central,Mostly Urban,29.5,6183.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,16.2
2006,56,111.0,McHenry,22,Northern - Collar,Mostly Urban,9.9,15842.0,1.0,6.0,1.0,5.0,,1.0,3.0,1.0,1.0,,2.0,4.0,,6.0,6.0,6.3,37.9,6.3,31.6,,6.3,18.9,6.3,6.3,,12.6,25.2,,37.9,37.9
2006,57,113.0,McLean,11,Central,Mostly Urban,16.5,17231.0,1.0,7.0,1.0,6.0,,4.0,3.0,,,2.0,,5.0,2.0,5.0,11.0,5.8,40.6,5.8,34.8,,23.2,17.4,,,11.6,,29.0,11.6,29.0,63.8
2006,58,115.0,Macon,6,Central,Mostly Urban,15.3,6585.0,,8.0,1.0,7.0,,1.0,3.0,3.0,1.0,4.0,1.0,3.0,1.0,7.0,7.0,,121.5,15.2,106.3,,15.2,45.6,45.6,15.2,60.7,15.2,45.6,15.2,106.3,106.3
2006,59,117.0,Macoupin,7,Central,Mostly Rural,58.5,2606.0,1.0,5.0,,5.0,,,5.0,,,,,5.0,,5.0,3.0,38.4,191.9,,191.9,,,191.9,,,,,191.9,,191.9,115.1
2006,60,119.0,Madison,3,Southern,Mostly Urban,13.3,14416.0,9.0,27.0,3.0,24.0,1.0,9.0,12.0,4.0,,10.0,2.0,15.0,2.0,25.0,18.0,62.4,187.3,20.8,166.5,6.9,62.4,83.2,27.7,,69.4,13.9,104.1,13.9,173.4,124.9
2006,61,121.0,Marion,4,Southern,Mostly Urban,45.1,1982.0,,7.0,,7.0,,2.0,3.0,1.0,1.0,3.0,,4.0,,7.0,5.0,,353.2,,353.2,,100.9,151.4,50.5,50.5,151.4,,201.8,,353.2,252.3
2006,63,125.0,Mason,8,Central,Mostly Rural,77.5,718.0,1.0,2.0,,2.0,,,2.0,,,,,2.0,1.0,1.0,1.0,139.3,278.6,,278.6,,,278.6,,,,,278.6,139.3,139.3,139.3
2006,64,127.0,Massac,1,Southern,Mostly Rural,50.5,679.0,,3.0,,3.0,,1.0,,2.0,,1.0,1.0,1.0,,3.0,3.0,,441.8,,441.8,,147.3,,294.6,,147.3,147.3,147.3,,441.8,441.8
2006,65,129.0,Menard,8,Central,Mostly Rural,75.7,652.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,153.4
2006,68,135.0,Montgomery,4,Central,Mostly Urban,41.6,1524.0,1.0,1.0,,1.0,,1.0,,,,,,1.0,1.0,,2.0,65.6,65.6,,65.6,,65.6,,,,,,65.6,65.6,,131.2
2006,69,137.0,Morgan,7,Central,Mostly Urban,36.2,2535.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,78.9
