year,id,fips_number,county_name,judicial_circuit,region,community_type,percent_rural,population,cannabis_control_act,controlled_substance_act,drug_paraphernalia_control_act,hypodermic_syringes_and_neddles_act,methamphetamine,cannabis_control_act_rate,controlled_substance_act_rate,drug_paraphernalia_control_act_rate,hypodermic_syringes_and_neddles_act_rate,methamphetamine_rate
1985,99,197.0,Will,12,Northern - Collar,Mostly Urban,3.9,330895,235.0,98.0,,8.0,,71.0,29.6,,2.4,
1985,100,199.0,Williamson,1,Southern,Mostly Urban,34.8,58557,26.0,3.0,,1.0,,44.4,5.1,,1.7,
1985,101,201.0,Winnebago,17,Northern - Other,Mostly Urban,7.9,249140,186.0,22.0,,23.0,,74.7,8.8,,9.2,
1985,102,203.0,Woodford,11,Central,Mostly Rural,54.9,32304,8.0,7.0,,0.0,,24.8,21.7,,0.0,
1986,1,1.0,Adams,8,Central,Mostly Urban,32.6,67405,160.0,33.0,,0.0,,237.4,49.0,,0.0,
1986,2,3.0,Alexander,1,Southern,Mostly Rural,61.9,11415,5.0,2.0,,0.0,,43.8,17.5,,0.0,
1986,3,5.0,Bond,3,Southern,Mostly Rural,60.7,15538,4.0,1.0,,0.0,,25.7,6.4,,0.0,
1986,4,7.0,Boone,17,Northern - Other,Mostly Urban,19.4,29629,18.0,1.0,,0.0,,60.8,3.4,,0.0,
1986,5,9.0,Brown,8,Central,Mostly Urban,41.1,5615,4.0,0.0,,0.0,,71.2,0.0,,0.0,
1986,6,11.0,Bureau,13,Central,Mostly Rural,57.4,37127,43.0,3.0,,1.0,,115.8,8.1,,2.7,
1986,7,13.0,Calhoun,8,Southern,Completely Rural,100.0,5498,1.0,0.0,,0.0,,18.2,0.0,,0.0,
1986,8,15.0,Carroll,15,Northern - Other,Mostly Rural,81.9,17485,9.0,0.0,,0.0,,51.5,0.0,,0.0,
1986,9,17.0,Cass,8,Central,Mostly Rural,52.1,13891,10.0,1.0,,0.0,,72.0,7.2,,0.0,
1986,10,19.0,Champaign,6,Central,Mostly Urban,12.7,173215,127.0,61.0,,15.0,,73.3,35.2,,8.7,
1986,11,21.0,Christian,4,Central,Mostly Urban,43.5,35199,10.0,19.0,,0.0,,28.4,54.0,,0.0,
1986,12,23.0,Clark,5,Southern,Mostly Rural,59.5,16215,18.0,7.0,,2.0,,111.0,43.2,,12.3,
1986,13,25.0,Clay,4,Southern,Mostly Rural,64.7,15045,10.0,1.0,,0.0,,66.5,6.6,,0.0,
1986,14,27.0,Clinton,4,Southern,Mostly Urban,48.8,33869,11.0,1.0,,0.0,,32.5,3.0,,0.0,
1986,15,29.0,Coles,5,Central,Mostly Urban,24.3,52272,30.0,10.0,,0.0,,57.4,19.1,,0.0,
1986,16,31.0,Cook,co,Northern - Cook,Completely Urban,0.0,5187228,13137.0,11721.0,,250.0,,253.3,226.0,,4.8,
1986,17,33.0,Crawford,2,Southern,Mostly Rural,60.2,20740,5.0,2.0,,0.0,,24.1,9.6,,0.0,
1986,18,35.0,Cumberland,5,Southern,Completely Rural,100.0,10792,5.0,2.0,,0.0,,46.3,18.5,,0.0,
1986,19,37.0,DeKalb,23,Northern - Other,Mostly Urban,20.3,74011,68.0,21.0,,0.0,,91.9,28.4,,0.0,
1986,20,39.0,De Witt,6,Central,Mostly Urban,48.8,17136,17.0,16.0,,0.0,,99.2,93.4,,0.0,
1986,21,41.0,Douglas,6,Central,Mostly Rural,61.6,19663,8.0,3.0,,0.0,,40.7,15.3,,0.0,
1986,22,43.0,DuPage,18,Northern - Collar,Completely Urban,0.0,726512,522.0,246.0,,20.0,,71.9,33.9,,2.8,
1986,23,45.0,Edgar,5,Central,Mostly Rural,51.8,20729,18.0,11.0,,1.0,,86.8,53.1,,4.8,
1986,24,47.0,Edwards,2,Southern,Completely Rural,100.0,8029,2.0,0.0,,0.0,,24.9,0.0,,0.0,
1986,25,49.0,Effingham,4,Southern,Mostly Rural,59.7,31282,10.0,1.0,,1.0,,32.0,3.2,,3.2,
1986,26,51.0,Fayette,4,Southern,Mostly Rural,67.0,21665,17.0,0.0,,0.0,,78.5,0.0,,0.0,
1986,27,53.0,Ford,11,Central,Mostly Urban,41.8,14854,10.0,16.0,,0.0,,67.3,107.7,,0.0,
1986,28,55.0,Franklin,2,Southern,Mostly Urban,48.6,42844,19.0,11.0,,0.0,,44.3,25.7,,0.0,
1986,29,57.0,Fulton,9,Central,Mostly Rural,60.0,38649,35.0,3.0,,0.0,,90.6,7.8,,0.0,
1986,30,59.0,Gallatin,2,Southern,Completely Rural,100.0,7490,4.0,1.0,,0.0,,53.4,13.4,,0.0,
1986,31,61.0,Greene,7,Central,Mostly Rural,70.8,15695,6.0,1.0,,0.0,,38.2,6.4,,0.0,
1986,32,63.0,Grundy,13,Northern - Other,Mostly Urban,24.4,31024,24.0,14.0,,4.0,,77.4,45.1,,12.9,
1986,33,65.0,Hamilton,2,Southern,Mostly Rural,68.1,8919,0.0,0.0,,0.0,,0.0,0.0,,0.0,
1986,34,67.0,Hancock,9,Central,Mostly Rural,71.0,22308,12.0,0.0,,0.0,,53.8,0.0,,0.0,
1986,35,69.0,Hardin,2,Southern,Completely Rural,100.0,5294,1.0,2.0,,0.0,,18.9,37.8,,0.0,
1986,36,71.0,Henderson,9,Central,Mostly Rural,99.7,8418,3.0,0.0,,0.0,,35.6,0.0,,0.0,
1986,37,73.0,Henry,14,Central,Mostly Rural,50.3,53681,50.0,9.0,,0.0,,93.1,16.8,,0.0,
1986,38,75.0,Iroquois,21,Central,Mostly Rural,71.7,31765,19.0,6.0,,0.0,,59.8,18.9,,0.0,
1986,39,77.0,Jackson,1,Southern,Mostly Urban,37.2,61080,52.0,21.0,,1.0,,85.1,34.4,,1.6,
1986,40,79.0,Jasper,4,Southern,Mostly Rural,69.9,11135,9.0,0.0,,0.0,,80.8,0.0,,0.0,
1986,41,81.0,Jefferson,2,Southern,Mostly Rural,58.8,38103,25.0,8.0,,0.0,,65.6,21.0,,0.0,
1986,42,83.0,Jersey,7,Southern,Mostly Rural,60.6,20331,32.0,11.0,,0.0,,157.4,54.1,,0.0,
1986,43,85.0,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,22592,10.0,1.0,,0.0,,44.3,4.4,,0.0,
1986,44,87.0,Johnson,1,Southern,Completely Rural,100.0,11173,16.0,2.0,,0.0,,143.2,17.9,,0.0,
1986,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,293743,221.0,132.0,,14.0,,75.2,44.9,,4.8,
1986,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,95926,82.0,48.0,,1.0,,85.5,50.0,,1.0,
1986,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,37322,11.0,4.0,,0.0,,29.5,10.7,,0.0,
1986,48,95.0,Knox,9,Central,Mostly Urban,24.3,56636,39.0,10.0,,2.0,,68.9,17.7,,3.5,
1986,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,473870,392.0,261.0,,24.0,,82.7,55.1,,5.1,
1986,50,99.0,LaSalle,13,Northern - Other,Mostly Urban,30.2,107473,27.0,13.0,,1.0,,25.1,12.1,,0.9,
1986,51,101.0,Lawrence,2,Southern,Mostly Rural,58.0,17301,4.0,0.0,,0.0,,23.1,0.0,,0.0,
1986,52,103.0,Lee,15,Northern - Other,Mostly Rural,53.2,34238,43.0,11.0,,2.0,,125.6,32.1,,5.8,
1986,53,105.0,Livingston,11,Central,Mostly Urban,40.8,39799,14.0,0.0,,1.0,,35.2,0.0,,2.5,
1986,54,107.0,Logan,11,Central,Mostly Urban,39.9,31046,11.0,3.0,,0.0,,35.4,9.7,,0.0,
1986,55,109.0,McDonough,9,Central,Mostly Urban,29.5,35315,52.0,8.0,,0.0,,147.2,22.7,,0.0,
1986,56,111.0,McHenry,22,Northern - Collar,Mostly Urban,9.9,161268,99.0,92.0,,1.0,,61.4,57.0,,0.6,
1986,57,113.0,McLean,11,Central,Mostly Urban,16.5,122638,120.0,41.0,,1.0,,97.8,33.4,,0.8,
1986,58,115.0,Macon,6,Central,Mostly Urban,15.3,122775,180.0,57.0,,12.0,,146.6,46.4,,9.8,
1986,59,117.0,Macoupin,7,Central,Mostly Rural,58.5,48978,7.0,1.0,,0.0,,14.3,2.0,,0.0,
1986,60,119.0,Madison,3,Southern,Mostly Urban,13.3,247243,317.0,51.0,,13.0,,128.2,20.6,,5.3,
1986,61,121.0,Marion,4,Southern,Mostly Urban,45.1,43272,29.0,4.0,,1.0,,67.0,9.2,,2.3,
1986,62,123.0,Marshall,10,Central,Completely Rural,100.0,13164,14.0,0.0,,0.0,,106.4,0.0,,0.0,
1986,63,125.0,Mason,8,Central,Mostly Rural,77.5,16994,4.0,0.0,,2.0,,23.5,0.0,,11.8,
1986,64,127.0,Massac,1,Southern,Mostly Rural,50.5,15022,35.0,8.0,,0.0,,233.0,53.3,,0.0,
1986,65,129.0,Menard,8,Central,Mostly Rural,75.7,11489,8.0,0.0,,0.0,,69.6,0.0,,0.0,
1986,66,131.0,Mercer,14,Central,Mostly Rural,77.8,18106,9.0,8.0,,2.0,,49.7,44.2,,11.0,
1986,67,133.0,Monroe,20,Southern,Mostly Urban,41.4,20901,19.0,0.0,,2.0,,90.9,0.0,,9.6,
1986,68,135.0,Montgomery,4,Central,Mostly Urban,41.6,31602,12.0,0.0,,0.0,,38.0,0.0,,0.0,
1986,69,137.0,Morgan,7,Central,Mostly Urban,36.2,37121,55.0,5.0,,1.0,,148.2,13.5,,2.7,
1986,70,139.0,Moultrie,6,Central,Mostly Rural,69.2,14268,15.0,2.0,,0.0,,105.1,14.0,,0.0,
1986,71,141.0,Ogle,15,Northern - Other,Mostly Urban,47.1,45457,13.0,7.0,,0.0,,28.6,15.4,,0.0,
1986,72,143.0,Peoria,10,Central,Mostly Urban,14.6,182189,160.0,62.0,,15.0,,87.8,34.0,,8.2,
1986,73,145.0,Perry,20,Southern,Mostly Urban,43.6,22093,14.0,2.0,,0.0,,63.4,9.1,,0.0,
1986,74,147.0,Piatt,6,Central,Mostly Rural,67.7,15978,17.0,9.0,,1.0,,106.4,56.3,,6.3,
1986,75,149.0,Pike,8,Central,Mostly Rural,72.3,18045,17.0,0.0,,0.0,,94.2,0.0,,0.0,
1986,76,151.0,Pope,1,Southern,Completely Rural,100.0,4538,24.0,0.0,,0.0,,528.9,0.0,,0.0,
1986,77,153.0,Pulaski,1,Southern,Completely Rural,100.0,8105,0.0,3.0,,0.0,,0.0,37.0,,0.0,
1986,78,155.0,Putnam,10,Central,Completely Rural,100.0,5841,1.0,0.0,,0.0,,17.1,0.0,,0.0,
1986,79,157.0,Randolph,20,Southern,Mostly Urban,42.6,35409,25.0,2.0,,0.0,,70.6,5.6,,0.0,
1986,80,159.0,Richland,2,Southern,Mostly Urban,43.5,17447,34.0,1.0,,1.0,,194.9,5.7,,5.7,
1986,81,161.0,Rock Island,14,Central,Mostly Urban,10.9,155640,202.0,77.0,,14.0,,129.8,49.5,,9.0,
1986,82,163.0,St. Clair,20,Southern,Mostly Urban,9.8,266545,250.0,69.0,,18.0,,93.8,25.9,,6.8,
1986,83,165.0,Saline,1,Southern,Mostly Urban,43.7,28182,21.0,2.0,,3.0,,74.5,7.1,,10.6,
1986,84,167.0,Sangamon,7,Central,Mostly Urban,14.1,175827,34.0,18.0,,5.0,,19.3,10.2,,2.8,
1986,85,169.0,Schuyler,8,Central,Mostly Rural,57.6,7676,1.0,0.0,,0.0,,13.0,0.0,,0.0,
1986,86,171.0,Scott,7,Central,Completely Rural,100.0,5815,0.0,0.0,,0.0,,0.0,0.0,,0.0,
1986,87,173.0,Shelby,4,Central,Mostly Rural,77.7,22891,7.0,1.0,,0.0,,30.6,4.4,,0.0,
1986,88,175.0,Stark,10,Central,Completely Rural,100.0,6930,2.0,0.0,,0.0,,28.9,0.0,,0.0,
1986,89,177.0,Stephenson,15,Northern - Other,Mostly Urban,40.1,48768,50.0,4.0,,0.0,,102.5,8.2,,0.0,
1986,90,179.0,Tazewell,10,Central,Mostly Urban,20.4,122898,150.0,21.0,,5.0,,122.1,17.1,,4.1,
1986,91,181.0,Union,1,Southern,Mostly Rural,65.9,18302,4.0,3.0,,0.0,,21.9,16.4,,0.0,
1986,92,183.0,Vermilion,5,Central,Mostly Urban,31.3,91551,64.0,42.0,,2.0,,69.9,45.9,,2.2,
1986,93,185.0,Wabash,2,Southern,Mostly Urban,38.9,13639,15.0,0.0,,0.0,,110.0,0.0,,0.0,
1986,94,187.0,Warren,9,Central,Mostly Urban,45.5,20445,41.0,10.0,,0.0,,200.5,48.9,,0.0,
1986,95,189.0,Washington,20,Southern,Mostly Rural,73.6,15125,0.0,0.0,,0.0,,0.0,0.0,,0.0,
1986,96,191.0,Wayne,2,Southern,Mostly Rural,69.9,18247,14.0,0.0,,0.0,,76.7,0.0,,0.0,
1986,97,193.0,White,2,Southern,Mostly Rural,62.0,17727,17.0,8.0,,0.0,,95.9,45.1,,0.0,
1986,98,195.0,Whiteside,14,Northern - Other,Mostly Urban,37.3,61428,41.0,12.0,,0.0,,66.7,19.5,,0.0,
1986,99,197.0,Will,12,Northern - Collar,Mostly Urban,3.9,334246,178.0,127.0,,27.0,,53.3,38.0,,8.1,
1986,100,199.0,Williamson,1,Southern,Mostly Urban,34.8,58539,25.0,5.0,,0.0,,42.7,8.5,,0.0,
1986,101,201.0,Winnebago,17,Northern - Other,Mostly Urban,7.9,249009,164.0,73.0,,30.0,,65.9,29.3,,12.0,
1986,102,203.0,Woodford,11,Central,Mostly Rural,54.9,32654,5.0,0.0,,0.0,,15.3,0.0,,0.0,
1987,1,1.0,Adams,8,Central,Mostly Urban,32.6,66829,139.0,24.0,,6.0,,208.0,35.9,,9.0,
1987,2,3.0,Alexander,1,Southern,Mostly Rural,61.9,11342,3.0,1.0,,0.0,,26.5,8.8,,0.0,
1987,3,5.0,Bond,3,Southern,Mostly Rural,60.7,15503,1.0,0.0,,0.0,,6.5,0.0,,0.0,
1987,4,7.0,Boone,17,Northern - Other,Mostly Urban,19.4,29641,18.0,2.0,,1.0,,60.7,6.7,,3.4,
1987,5,9.0,Brown,8,Central,Mostly Urban,41.1,5676,6.0,0.0,,0.0,,105.7,0.0,,0.0,
1987,6,11.0,Bureau,13,Central,Mostly Rural,57.4,36625,34.0,8.0,,0.0,,92.8,21.8,,0.0,
1987,7,13.0,Calhoun,8,Southern,Completely Rural,100.0,5380,6.0,0.0,,0.0,,111.5,0.0,,0.0,
1987,8,15.0,Carroll,15,Northern - Other,Mostly Rural,81.9,17153,16.0,12.0,,0.0,,93.3,70.0,,0.0,
1987,9,17.0,Cass,8,Central,Mostly Rural,52.1,13631,10.0,2.0,,0.0,,73.4,14.7,,0.0,
1987,10,19.0,Champaign,6,Central,Mostly Urban,12.7,173857,84.0,47.0,,12.0,,48.3,27.0,,6.9,
1987,11,21.0,Christian,4,Central,Mostly Urban,43.5,35098,13.0,4.0,,0.0,,37.0,11.4,,0.0,
1987,12,23.0,Clark,5,Southern,Mostly Rural,59.5,16103,22.0,4.0,,1.0,,136.6,24.8,,6.2,
1987,13,25.0,Clay,4,Southern,Mostly Rural,64.7,14729,18.0,0.0,,1.0,,122.2,0.0,,6.8,
1987,14,27.0,Clinton,4,Southern,Mostly Urban,48.8,33720,8.0,3.0,,0.0,,23.7,8.9,,0.0,
1987,15,29.0,Coles,5,Central,Mostly Urban,24.3,52000,12.0,7.0,,0.0,,23.1,13.5,,0.0,
1987,16,31.0,Cook,co,Northern - Cook,Completely Urban,0.0,5172398,16468.0,12278.0,,281.0,,318.4,237.4,,5.4,
1987,17,33.0,Crawford,2,Southern,Mostly Rural,60.2,20404,21.0,0.0,,0.0,,102.9,0.0,,0.0,
1987,18,35.0,Cumberland,5,Southern,Completely Rural,100.0,10753,6.0,0.0,,0.0,,55.8,0.0,,0.0,
1987,19,37.0,DeKalb,23,Northern - Other,Mostly Urban,20.3,74844,60.0,9.0,,2.0,,80.2,12.0,,2.7,
1987,20,39.0,De Witt,6,Central,Mostly Urban,48.8,16741,36.0,5.0,,0.0,,215.0,29.9,,0.0,
1987,21,41.0,Douglas,6,Central,Mostly Rural,61.6,19665,17.0,5.0,,0.0,,86.4,25.4,,0.0,
1987,22,43.0,DuPage,18,Northern - Collar,Completely Urban,0.0,741405,534.0,248.0,,26.0,,72.0,33.5,,3.5,
1987,23,45.0,Edgar,5,Central,Mostly Rural,51.8,20386,28.0,2.0,,2.0,,137.3,9.8,,9.8,
1987,24,47.0,Edwards,2,Southern,Completely Rural,100.0,7898,1.0,0.0,,0.0,,12.7,0.0,,0.0,
1987,25,49.0,Effingham,4,Southern,Mostly Rural,59.7,31370,19.0,1.0,,0.0,,60.6,3.2,,0.0,
1987,26,51.0,Fayette,4,Southern,Mostly Rural,67.0,21440,13.0,4.0,,0.0,,60.6,18.7,,0.0,
1987,27,53.0,Ford,11,Central,Mostly Urban,41.8,14642,1.0,0.0,,0.0,,6.8,0.0,,0.0,
1987,28,55.0,Franklin,2,Southern,Mostly Urban,48.6,42145,14.0,13.0,,0.0,,33.2,30.8,,0.0,
1987,29,57.0,Fulton,9,Central,Mostly Rural,60.0,38304,34.0,2.0,,0.0,,88.8,5.2,,0.0,
1987,30,59.0,Gallatin,2,Southern,Completely Rural,100.0,7309,15.0,1.0,,0.0,,205.2,13.7,,0.0,
1987,31,61.0,Greene,7,Central,Mostly Rural,70.8,15590,4.0,0.0,,0.0,,25.7,0.0,,0.0,
1987,32,63.0,Grundy,13,Northern - Other,Mostly Urban,24.4,31313,28.0,7.0,,1.0,,89.4,22.4,,3.2,
1987,33,65.0,Hamilton,2,Southern,Mostly Rural,68.1,8841,6.0,0.0,,0.0,,67.9,0.0,,0.0,
1987,34,67.0,Hancock,9,Central,Mostly Rural,71.0,22051,10.0,4.0,,0.0,,45.3,18.1,,0.0,
1987,35,69.0,Hardin,2,Southern,Completely Rural,100.0,5356,1.0,2.0,,0.0,,18.7,37.3,,0.0,
1987,36,71.0,Henderson,9,Central,Mostly Rural,99.7,8340,10.0,9.0,,0.0,,119.9,107.9,,0.0,
1987,37,73.0,Henry,14,Central,Mostly Rural,50.3,52738,28.0,3.0,,1.0,,53.1,5.7,,1.9,
1987,38,75.0,Iroquois,21,Central,Mostly Rural,71.7,31595,41.0,41.0,,1.0,,129.8,129.8,,3.2,
1987,39,77.0,Jackson,1,Southern,Mostly Urban,37.2,61215,36.0,12.0,,0.0,,58.8,19.6,,0.0,
1987,40,79.0,Jasper,4,Southern,Mostly Rural,69.9,10979,7.0,0.0,,0.0,,63.8,0.0,,0.0,
1987,41,81.0,Jefferson,2,Southern,Mostly Rural,58.8,37578,18.0,16.0,,0.0,,47.9,42.6,,0.0,
1987,42,83.0,Jersey,7,Southern,Mostly Rural,60.6,20510,31.0,4.0,,1.0,,151.1,19.5,,4.9,
1987,43,85.0,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,22294,2.0,4.0,,0.0,,9.0,17.9,,0.0,
1987,44,87.0,Johnson,1,Southern,Completely Rural,100.0,11249,12.0,1.0,,0.0,,106.7,8.9,,0.0,
1987,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,298651,226.0,177.0,,16.0,,75.7,59.3,,5.4,
1987,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,95692,117.0,74.0,,1.0,,122.3,77.3,,1.0,
1987,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,37813,20.0,3.0,,0.0,,52.9,7.9,,0.0,
1987,48,95.0,Knox,9,Central,Mostly Urban,24.3,56898,20.0,7.0,,0.0,,35.2,12.3,,0.0,
1987,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,482608,477.0,320.0,,21.0,,98.8,66.3,,4.4,
1987,50,99.0,LaSalle,13,Northern - Other,Mostly Urban,30.2,107017,44.0,26.0,,2.0,,41.1,24.3,,1.9,
1987,51,101.0,Lawrence,2,Southern,Mostly Rural,58.0,16834,11.0,3.0,,0.0,,65.3,17.8,,0.0,
1987,52,103.0,Lee,15,Northern - Other,Mostly Rural,53.2,34184,56.0,18.0,,3.0,,163.8,52.7,,8.8,
1987,53,105.0,Livingston,11,Central,Mostly Urban,40.8,39441,17.0,1.0,,1.0,,43.1,2.5,,2.5,
1987,54,107.0,Logan,11,Central,Mostly Urban,39.9,30824,15.0,4.0,,0.0,,48.7,13.0,,0.0,
1987,55,109.0,McDonough,9,Central,Mostly Urban,29.5,34955,19.0,29.0,,0.0,,54.4,83.0,,0.0,
1987,56,111.0,McHenry,22,Northern - Collar,Mostly Urban,9.9,165577,108.0,94.0,,0.0,,65.2,56.8,,0.0,
1987,57,113.0,McLean,11,Central,Mostly Urban,16.5,124317,161.0,56.0,,1.0,,129.5,45.0,,0.8,
1987,58,115.0,Macon,6,Central,Mostly Urban,15.3,120527,166.0,98.0,,7.0,,137.7,81.3,,5.8,
1987,59,117.0,Macoupin,7,Central,Mostly Rural,58.5,48723,6.0,4.0,,0.0,,12.3,8.2,,0.0,
1987,60,119.0,Madison,3,Southern,Mostly Urban,13.3,248041,278.0,51.0,,6.0,,112.1,20.6,,2.4,
1987,61,121.0,Marion,4,Southern,Mostly Urban,45.1,42791,22.0,7.0,,2.0,,51.4,16.4,,4.7,
1987,62,123.0,Marshall,10,Central,Completely Rural,100.0,13027,21.0,0.0,,0.0,,161.2,0.0,,0.0,
1987,63,125.0,Mason,8,Central,Mostly Rural,77.5,16625,5.0,5.0,,0.0,,30.1,30.1,,0.0,
1987,64,127.0,Massac,1,Southern,Mostly Rural,50.5,14830,38.0,11.0,,0.0,,256.2,74.2,,0.0,
1987,65,129.0,Menard,8,Central,Mostly Rural,75.7,11404,1.0,0.0,,0.0,,8.8,0.0,,0.0,
1987,66,131.0,Mercer,14,Central,Mostly Rural,77.8,17893,2.0,0.0,,0.0,,11.2,0.0,,0.0,
1987,67,133.0,Monroe,20,Southern,Mostly Urban,41.4,21347,4.0,1.0,,0.0,,18.7,4.7,,0.0,
1987,68,135.0,Montgomery,4,Central,Mostly Urban,41.6,31422,7.0,1.0,,1.0,,22.3,3.2,,3.2,
1987,69,137.0,Morgan,7,Central,Mostly Urban,36.2,36796,39.0,25.0,,1.0,,106.0,67.9,,2.7,
1987,70,139.0,Moultrie,6,Central,Mostly Rural,69.2,14184,19.0,5.0,,0.0,,134.0,35.3,,0.0,
1987,71,141.0,Ogle,15,Northern - Other,Mostly Urban,47.1,45270,12.0,2.0,,0.0,,26.5,4.4,,0.0,
1987,72,143.0,Peoria,10,Central,Mostly Urban,14.6,180602,153.0,70.0,,15.0,,84.7,38.8,,8.3,
1987,73,145.0,Perry,20,Southern,Mostly Urban,43.6,21907,27.0,6.0,,1.0,,123.2,27.4,,4.6,
1987,74,147.0,Piatt,6,Central,Mostly Rural,67.7,15830,8.0,1.0,,0.0,,50.5,6.3,,0.0,
1987,75,149.0,Pike,8,Central,Mostly Rural,72.3,17878,12.0,3.0,,0.0,,67.1,16.8,,0.0,
1987,76,151.0,Pope,1,Southern,Completely Rural,100.0,4477,2.0,1.0,,0.0,,44.7,22.3,,0.0,
1987,77,153.0,Pulaski,1,Southern,Completely Rural,100.0,7919,0.0,1.0,,0.0,,0.0,12.6,,0.0,
1987,78,155.0,Putnam,10,Central,Completely Rural,100.0,5775,0.0,1.0,,0.0,,0.0,17.3,,0.0,
1987,79,157.0,Randolph,20,Southern,Mostly Urban,42.6,35150,22.0,3.0,,0.0,,62.6,8.5,,0.0,
1987,80,159.0,Richland,2,Southern,Mostly Urban,43.5,16947,5.0,6.0,,0.0,,29.5,35.4,,0.0,
1987,81,161.0,Rock Island,14,Central,Mostly Urban,10.9,152819,169.0,67.0,,9.0,,110.6,43.8,,5.9,
1987,82,163.0,St. Clair,20,Southern,Mostly Urban,9.8,266527,177.0,41.0,,17.0,,66.4,15.4,,6.4,
1987,83,165.0,Saline,1,Southern,Mostly Urban,43.7,27912,25.0,3.0,,0.0,,89.6,10.7,,0.0,
1987,84,167.0,Sangamon,7,Central,Mostly Urban,14.1,176187,37.0,35.0,,9.0,,21.0,19.9,,5.1,
1987,85,169.0,Schuyler,8,Central,Mostly Rural,57.6,7597,2.0,2.0,,0.0,,26.3,26.3,,0.0,
1987,86,171.0,Scott,7,Central,Completely Rural,100.0,5747,1.0,0.0,,0.0,,17.4,0.0,,0.0,
1987,87,173.0,Shelby,4,Central,Mostly Rural,77.7,22653,13.0,0.0,,0.0,,57.4,0.0,,0.0,
1987,88,175.0,Stark,10,Central,Completely Rural,100.0,6786,8.0,0.0,,0.0,,117.9,0.0,,0.0,
1987,89,177.0,Stephenson,15,Northern - Other,Mostly Urban,40.1,48462,54.0,10.0,,0.0,,111.4,20.6,,0.0,
1987,90,179.0,Tazewell,10,Central,Mostly Urban,20.4,122047,152.0,36.0,,4.0,,124.5,29.5,,3.3,
1987,91,181.0,Union,1,Southern,Mostly Rural,65.9,18180,9.0,1.0,,0.0,,49.5,5.5,,0.0,
1987,92,183.0,Vermilion,5,Central,Mostly Urban,31.3,90909,66.0,21.0,,4.0,,72.6,23.1,,4.4,
1987,93,185.0,Wabash,2,Southern,Mostly Urban,38.9,13496,13.0,2.0,,0.0,,96.3,14.8,,0.0,
1987,94,187.0,Warren,9,Central,Mostly Urban,45.5,19853,17.0,11.0,,1.0,,85.6,55.4,,5.0,
1987,95,189.0,Washington,20,Southern,Mostly Rural,73.6,15109,10.0,0.0,,0.0,,66.2,0.0,,0.0,
1987,96,191.0,Wayne,2,Southern,Mostly Rural,69.9,17779,2.0,0.0,,0.0,,11.2,0.0,,0.0,
1987,97,193.0,White,2,Southern,Mostly Rural,62.0,17432,10.0,4.0,,0.0,,57.4,22.9,,0.0,
1987,98,195.0,Whiteside,14,Northern - Other,Mostly Urban,37.3,61037,58.0,18.0,,1.0,,95.0,29.5,,1.6,
1987,99,197.0,Will,12,Northern - Collar,Mostly Urban,3.9,339236,216.0,94.0,,25.0,,63.7,27.7,,7.4,
1987,100,199.0,Williamson,1,Southern,Mostly Urban,34.8,58708,26.0,16.0,,0.0,,44.3,27.3,,0.0,
1987,101,201.0,Winnebago,17,Northern - Other,Mostly Urban,7.9,249410,146.0,66.0,,39.0,,58.5,26.5,,15.6,
1987,102,203.0,Woodford,11,Central,Mostly Rural,54.9,32474,6.0,0.0,,0.0,,18.5,0.0,,0.0,
1988,1,1.0,Adams,8,Central,Mostly Urban,32.6,66691,123.0,24.0,,4.0,,184.4,36.0,,6.0,
1988,2,3.0,Alexander,1,Southern,Mostly Rural,61.9,11137,2.0,0.0,,0.0,,18.0,0.0,,0.0,
1988,3,5.0,Bond,3,Southern,Mostly Rural,60.7,15321,1.0,0.0,,0.0,,6.5,0.0,,0.0,
1988,4,7.0,Boone,17,Northern - Other,Mostly Urban,19.4,30111,10.0,6.0,,1.0,,33.2,19.9,,3.3,
1988,5,9.0,Brown,8,Central,Mostly Urban,41.1,5659,3.0,2.0,,0.0,,53.0,35.3,,0.0,
1988,6,11.0,Bureau,13,Central,Mostly Rural,57.4,36234,16.0,0.0,,0.0,,44.2,0.0,,0.0,
1988,7,13.0,Calhoun,8,Southern,Completely Rural,100.0,5423,3.0,0.0,,0.0,,55.3,0.0,,0.0,
1988,8,15.0,Carroll,15,Northern - Other,Mostly Rural,81.9,17006,7.0,1.0,,0.0,,41.2,5.9,,0.0,
1988,9,17.0,Cass,8,Central,Mostly Rural,52.1,13562,10.0,1.0,,0.0,,73.7,7.4,,0.0,
1988,10,19.0,Champaign,6,Central,Mostly Urban,12.7,174411,129.0,77.0,,6.0,,74.0,44.1,,3.4,
1988,11,21.0,Christian,4,Central,Mostly Urban,43.5,34834,13.0,1.0,,1.0,,37.3,2.9,,2.9,
1988,12,23.0,Clark,5,Southern,Mostly Rural,59.5,16115,21.0,1.0,,0.0,,130.3,6.2,,0.0,
