year,id,fips_number,county_name,judicial_circuit,region,community_type,percent_rural,population,cannabis_control_act,controlled_substance_act,drug_paraphernalia_control_act,hypodermic_syringes_and_neddles_act,methamphetamine,cannabis_control_act_rate,controlled_substance_act_rate,drug_paraphernalia_control_act_rate,hypodermic_syringes_and_neddles_act_rate,methamphetamine_rate
1998,77,153.0,Pulaski,1,Southern,Completely Rural,100.0,7426,17.0,4.0,5.0,0.0,,228.9,53.9,67.3,0.0,
1998,78,155.0,Putnam,10,Central,Completely Rural,100.0,5992,5.0,0.0,1.0,0.0,,83.4,0.0,16.7,0.0,
1998,79,157.0,Randolph,20,Southern,Mostly Urban,42.6,33687,71.0,40.0,88.0,1.0,,210.8,118.7,261.2,3.0,
1998,80,159.0,Richland,2,Southern,Mostly Urban,43.5,16387,16.0,1.0,33.0,0.0,,97.6,6.1,201.4,0.0,
1998,81,161.0,Rock Island,14,Central,Mostly Urban,10.9,150027,455.0,262.0,399.0,2.0,,303.3,174.6,266.0,1.3,
1998,82,163.0,St. Clair,20,Southern,Mostly Urban,9.8,258286,665.0,457.0,197.0,16.0,,257.5,176.9,76.3,6.2,
1998,83,165.0,Saline,1,Southern,Mostly Urban,43.7,26946,44.0,12.0,16.0,1.0,,163.3,44.5,59.4,3.7,
1998,84,167.0,Sangamon,7,Central,Mostly Urban,14.1,189441,542.0,318.0,246.0,6.0,,286.1,167.9,129.9,3.2,
1998,85,169.0,Schuyler,8,Central,Mostly Rural,57.6,7333,11.0,10.0,7.0,1.0,,150.0,136.4,95.5,13.6,
1998,86,171.0,Scott,7,Central,Completely Rural,100.0,5541,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
1998,87,173.0,Shelby,4,Central,Mostly Rural,77.7,23072,60.0,8.0,80.0,0.0,,260.1,34.7,346.7,0.0,
1998,88,175.0,Stark,10,Central,Completely Rural,100.0,6415,4.0,1.0,29.0,1.0,,62.4,15.6,452.1,15.6,
1998,89,177.0,Stephenson,15,Northern - Other,Mostly Urban,40.1,49195,275.0,94.0,218.0,0.0,,559.0,191.1,443.1,0.0,
1998,90,179.0,Tazewell,10,Central,Mostly Urban,20.4,128327,421.0,75.0,519.0,1.0,,328.1,58.4,404.4,0.8,
1998,91,181.0,Union,1,Southern,Mostly Rural,65.9,18272,21.0,8.0,17.0,0.0,,114.9,43.8,93.0,0.0,
1998,92,183.0,Vermilion,5,Central,Mostly Urban,31.3,84996,217.0,126.0,116.0,3.0,,255.3,148.2,136.5,3.5,
1998,93,185.0,Wabash,2,Southern,Mostly Urban,38.9,12966,32.0,10.0,29.0,1.0,,246.8,77.1,223.7,7.7,
1998,94,187.0,Warren,9,Central,Mostly Urban,45.5,18958,17.0,7.0,26.0,0.0,,89.7,36.9,137.1,0.0,
1998,95,189.0,Washington,20,Southern,Mostly Rural,73.6,15240,28.0,8.0,25.0,0.0,,183.7,52.5,164.0,0.0,
1998,96,191.0,Wayne,2,Southern,Mostly Rural,69.9,17108,24.0,13.0,20.0,2.0,,140.3,76.0,116.9,11.7,
1998,97,193.0,White,2,Southern,Mostly Rural,62.0,15469,58.0,19.0,37.0,9.0,,374.9,122.8,239.2,58.2,
1998,98,195.0,Whiteside,14,Northern - Other,Mostly Urban,37.3,60719,213.0,41.0,129.0,0.0,,350.8,67.5,212.5,0.0,
1998,99,197.0,Will,12,Northern - Collar,Mostly Urban,3.9,467549,902.0,525.0,322.0,4.0,,192.9,112.3,68.9,0.9,
1998,100,199.0,Williamson,1,Southern,Mostly Urban,34.8,61372,30.0,9.0,26.0,0.0,,48.9,14.7,42.4,0.0,
1998,101,201.0,Winnebago,17,Northern - Other,Mostly Urban,7.9,275161,824.0,693.0,454.0,37.0,,299.5,251.9,165.0,13.4,
1998,102,203.0,Woodford,11,Central,Mostly Rural,54.9,35144,94.0,7.0,98.0,1.0,,267.5,19.9,278.9,2.8,
1999,1,1.0,Adams,8,Central,Mostly Urban,32.6,68430,154.0,54.0,128.0,1.0,,225.0,78.9,187.1,1.5,
1999,2,3.0,Alexander,1,Southern,Mostly Rural,61.9,9621,21.0,4.0,4.0,0.0,,218.3,41.6,41.6,0.0,
1999,3,5.0,Bond,3,Southern,Mostly Rural,60.7,17532,33.0,3.0,29.0,0.0,,188.2,17.1,165.4,0.0,
1999,4,7.0,Boone,17,Northern - Other,Mostly Urban,19.4,40844,151.0,27.0,137.0,8.0,,369.7,66.1,335.4,19.6,
1999,5,9.0,Brown,8,Central,Mostly Urban,41.1,6948,10.0,1.0,10.0,0.0,,143.9,14.4,143.9,0.0,
1999,6,11.0,Bureau,13,Central,Mostly Rural,57.4,35527,106.0,10.0,101.0,3.0,,298.4,28.1,284.3,8.4,
1999,7,13.0,Calhoun,8,Southern,Completely Rural,100.0,5093,4.0,4.0,1.0,0.0,,78.5,78.5,19.6,0.0,
1999,8,15.0,Carroll,15,Northern - Other,Mostly Rural,81.9,16813,16.0,6.0,20.0,1.0,,95.2,35.7,119.0,5.9,
1999,9,17.0,Cass,8,Central,Mostly Rural,52.1,13795,29.0,13.0,27.0,0.0,,210.2,94.2,195.7,0.0,
1999,10,19.0,Champaign,6,Central,Mostly Urban,12.7,178652,387.0,380.0,379.0,8.0,,216.6,212.7,212.1,4.5,
1999,11,21.0,Christian,4,Central,Mostly Urban,43.5,35398,36.0,4.0,53.0,2.0,,101.7,11.3,149.7,5.7,
1999,12,23.0,Clark,5,Southern,Mostly Rural,59.5,17011,48.0,11.0,44.0,6.0,,282.2,64.7,258.7,35.3,
1999,13,25.0,Clay,4,Southern,Mostly Rural,64.7,14575,4.0,3.0,4.0,0.0,,27.4,20.6,27.4,0.0,
1999,14,27.0,Clinton,4,Southern,Mostly Urban,48.8,35533,51.0,15.0,35.0,0.0,,143.5,42.2,98.5,0.0,
1999,15,29.0,Coles,5,Central,Mostly Urban,24.3,53447,112.0,37.0,79.0,3.0,,209.6,69.2,147.8,5.6,
1999,16,31.0,Cook,co,Northern - Cook,Completely Urban,0.0,5365344,25240.0,43656.0,2673.0,550.0,,470.4,813.7,49.8,10.3,
1999,17,33.0,Crawford,2,Southern,Mostly Rural,60.2,20623,39.0,6.0,21.0,0.0,,189.1,29.1,101.8,0.0,
1999,18,35.0,Cumberland,5,Southern,Completely Rural,100.0,11186,12.0,4.0,18.0,0.0,,107.3,35.8,160.9,0.0,
1999,19,37.0,DeKalb,23,Northern - Other,Mostly Urban,20.3,88010,281.0,55.0,253.0,3.0,,319.3,62.5,287.5,3.4,
1999,20,39.0,De Witt,6,Central,Mostly Urban,48.8,16764,37.0,6.0,32.0,0.0,,220.7,35.8,190.9,0.0,
1999,21,41.0,Douglas,6,Central,Mostly Rural,61.6,19905,42.0,3.0,48.0,1.0,,211.0,15.1,241.1,5.0,
1999,22,43.0,DuPage,18,Northern - Collar,Completely Urban,0.0,898083,1882.0,426.0,897.0,70.0,,209.6,47.4,99.9,7.8,
1999,23,45.0,Edgar,5,Central,Mostly Rural,51.8,19821,38.0,17.0,34.0,0.0,,191.7,85.8,171.5,0.0,
1999,24,47.0,Edwards,2,Southern,Completely Rural,100.0,6954,7.0,6.0,6.0,0.0,,100.7,86.3,86.3,0.0,
1999,25,49.0,Effingham,4,Southern,Mostly Rural,59.7,34164,112.0,15.0,61.0,2.0,,327.8,43.9,178.6,5.9,
1999,26,51.0,Fayette,4,Southern,Mostly Rural,67.0,21786,25.0,3.0,11.0,0.0,,114.8,13.8,50.5,0.0,
1999,27,53.0,Ford,11,Central,Mostly Urban,41.8,14260,43.0,7.0,39.0,0.0,,301.5,49.1,273.5,0.0,
1999,28,55.0,Franklin,2,Southern,Mostly Urban,48.6,39126,33.0,14.0,42.0,0.0,,84.3,35.8,107.3,0.0,
1999,29,57.0,Fulton,9,Central,Mostly Rural,60.0,38434,94.0,21.0,115.0,3.0,,244.6,54.6,299.2,7.8,
1999,30,59.0,Gallatin,2,Southern,Completely Rural,100.0,6477,11.0,32.0,6.0,0.0,,169.8,494.1,92.6,0.0,
1999,31,61.0,Greene,7,Central,Mostly Rural,70.8,14832,18.0,4.0,18.0,0.0,,121.4,27.0,121.4,0.0,
1999,32,63.0,Grundy,13,Northern - Other,Mostly Urban,24.4,37121,163.0,16.0,113.0,2.0,,439.1,43.1,304.4,5.4,
1999,33,65.0,Hamilton,2,Southern,Mostly Rural,68.1,8688,0.0,2.0,0.0,0.0,,0.0,23.0,0.0,0.0,
1999,34,67.0,Hancock,9,Central,Mostly Rural,71.0,20267,21.0,6.0,20.0,0.0,,103.6,29.6,98.7,0.0,
1999,35,69.0,Hardin,2,Southern,Completely Rural,100.0,4824,3.0,6.0,6.0,0.0,,62.2,124.4,124.4,0.0,
1999,36,71.0,Henderson,9,Central,Mostly Rural,99.7,8218,3.0,0.0,4.0,0.0,,36.5,0.0,48.7,0.0,
1999,37,73.0,Henry,14,Central,Mostly Rural,50.3,51004,285.0,37.0,230.0,5.0,,558.8,72.5,450.9,9.8,
1999,38,75.0,Iroquois,21,Central,Mostly Rural,71.7,31389,26.0,14.0,22.0,0.0,,82.8,44.6,70.1,0.0,
1999,39,77.0,Jackson,1,Southern,Mostly Urban,37.2,60026,151.0,42.0,88.0,2.0,,251.6,70.0,146.6,3.3,
1999,40,79.0,Jasper,4,Southern,Mostly Rural,69.9,10256,36.0,7.0,38.0,0.0,,351.0,68.3,370.5,0.0,
1999,41,81.0,Jefferson,2,Southern,Mostly Rural,58.8,39981,144.0,111.0,147.0,1.0,,360.2,277.6,367.7,2.5,
1999,42,83.0,Jersey,7,Southern,Mostly Rural,60.6,21659,41.0,11.0,73.0,0.0,,189.3,50.8,337.0,0.0,
1999,43,85.0,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,22242,56.0,34.0,68.0,5.0,,251.8,152.9,305.7,22.5,
1999,44,87.0,Johnson,1,Southern,Completely Rural,100.0,12778,80.0,69.0,53.0,0.0,,626.1,540.0,414.8,0.0,
1999,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,396371,1186.0,758.0,768.0,24.0,,299.2,191.2,193.8,6.1,
1999,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,103675,304.0,405.0,280.0,2.0,,293.2,390.6,270.1,1.9,
1999,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,52845,123.0,39.0,100.0,2.0,,232.8,73.8,189.2,3.8,
1999,48,95.0,Knox,9,Central,Mostly Urban,24.3,55987,103.0,113.0,156.0,1.0,,184.0,201.8,278.6,1.8,
1999,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,633094,1829.0,1015.0,789.0,29.0,,288.9,160.3,124.6,4.6,
1999,50,99.0,LaSalle,13,Northern - Other,Mostly Urban,30.2,111600,299.0,121.0,256.0,1.0,,267.9,108.4,229.4,0.9,
1999,51,101.0,Lawrence,2,Southern,Mostly Rural,58.0,15546,25.0,4.0,5.0,1.0,,160.8,25.7,32.2,6.4,
1999,52,103.0,Lee,15,Northern - Other,Mostly Rural,53.2,36080,140.0,90.0,132.0,1.0,,388.0,249.4,365.9,2.8,
1999,53,105.0,Livingston,11,Central,Mostly Urban,40.8,39786,90.0,15.0,65.0,1.0,,226.2,37.7,163.4,2.5,
1999,54,107.0,Logan,11,Central,Mostly Urban,39.9,31264,104.0,8.0,69.0,0.0,,332.7,25.6,220.7,0.0,
1999,55,109.0,McDonough,9,Central,Mostly Urban,29.5,33168,104.0,27.0,80.0,1.0,,313.6,81.4,241.2,3.0,
1999,56,111.0,McHenry,22,Northern - Collar,Mostly Urban,9.9,255448,422.0,130.0,347.0,4.0,,165.2,50.9,135.8,1.6,
1999,57,113.0,McLean,11,Central,Mostly Urban,16.5,149135,578.0,310.0,511.0,4.0,,387.6,207.9,342.6,2.7,
1999,58,115.0,Macon,6,Central,Mostly Urban,15.3,115142,423.0,194.0,205.0,6.0,,367.4,168.5,178.0,5.2,
1999,59,117.0,Macoupin,7,Central,Mostly Rural,58.5,49005,60.0,18.0,71.0,3.0,,122.4,36.7,144.9,6.1,
1999,60,119.0,Madison,3,Southern,Mostly Urban,13.3,258739,896.0,717.0,535.0,15.0,,346.3,277.1,206.8,5.8,
1999,61,121.0,Marion,4,Southern,Mostly Urban,45.1,41647,118.0,50.0,94.0,6.0,,283.3,120.1,225.7,14.4,
1999,62,123.0,Marshall,10,Central,Completely Rural,100.0,13182,8.0,4.0,7.0,0.0,,60.7,30.3,53.1,0.0,
1999,63,125.0,Mason,8,Central,Mostly Rural,77.5,16082,41.0,11.0,47.0,0.0,,254.9,68.4,292.3,0.0,
1999,64,127.0,Massac,1,Southern,Mostly Rural,50.5,15258,44.0,10.0,20.0,0.0,,288.4,65.5,131.1,0.0,
1999,65,129.0,Menard,8,Central,Mostly Rural,75.7,12390,13.0,0.0,15.0,0.0,,104.9,0.0,121.1,0.0,
1999,66,131.0,Mercer,14,Central,Mostly Rural,77.8,16948,52.0,2.0,47.0,0.0,,306.8,11.8,277.3,0.0,
1999,67,133.0,Monroe,20,Southern,Mostly Urban,41.4,27247,64.0,14.0,43.0,1.0,,234.9,51.4,157.8,3.7,
1999,68,135.0,Montgomery,4,Central,Mostly Urban,41.6,30748,63.0,3.0,74.0,2.0,,204.9,9.8,240.7,6.5,
1999,69,137.0,Morgan,7,Central,Mostly Urban,36.2,36546,89.0,13.0,82.0,1.0,,243.5,35.6,224.4,2.7,
1999,70,139.0,Moultrie,6,Central,Mostly Rural,69.2,14198,11.0,7.0,24.0,0.0,,77.5,49.3,169.0,0.0,
1999,71,141.0,Ogle,15,Northern - Other,Mostly Urban,47.1,50751,167.0,32.0,172.0,1.0,,329.1,63.1,338.9,2.0,
1999,72,143.0,Peoria,10,Central,Mostly Urban,14.6,184042,418.0,374.0,222.0,6.0,,227.1,203.2,120.6,3.3,
1999,73,145.0,Perry,20,Southern,Mostly Urban,43.6,23223,51.0,12.0,51.0,0.0,,219.6,51.7,219.6,0.0,
1999,74,147.0,Piatt,6,Central,Mostly Rural,67.7,16388,15.0,4.0,26.0,0.0,,91.5,24.4,158.7,0.0,
1999,75,149.0,Pike,8,Central,Mostly Rural,72.3,17490,11.0,3.0,12.0,0.0,,62.9,17.2,68.6,0.0,
1999,76,151.0,Pope,1,Southern,Completely Rural,100.0,4366,26.0,4.0,22.0,0.0,,595.5,91.6,503.9,0.0,
1999,77,153.0,Pulaski,1,Southern,Completely Rural,100.0,7406,14.0,3.0,1.0,0.0,,189.0,40.5,13.5,0.0,
1999,78,155.0,Putnam,10,Central,Completely Rural,100.0,6080,12.0,1.0,5.0,0.0,,197.4,16.4,82.2,0.0,
1999,79,157.0,Randolph,20,Southern,Mostly Urban,42.6,33899,78.0,26.0,78.0,5.0,,230.1,76.7,230.1,14.7,
1999,80,159.0,Richland,2,Southern,Mostly Urban,43.5,16212,19.0,12.0,30.0,3.0,,117.2,74.0,185.0,18.5,
1999,81,161.0,Rock Island,14,Central,Mostly Urban,10.9,149961,469.0,207.0,345.0,4.0,,312.7,138.0,230.1,2.7,
1999,82,163.0,St. Clair,20,Southern,Mostly Urban,9.8,256201,628.0,333.0,239.0,20.0,,245.1,130.0,93.3,7.8,
1999,83,165.0,Saline,1,Southern,Mostly Urban,43.7,26878,56.0,13.0,35.0,0.0,,208.3,48.4,130.2,0.0,
1999,84,167.0,Sangamon,7,Central,Mostly Urban,14.1,188957,494.0,333.0,216.0,7.0,,261.4,176.2,114.3,3.7,
1999,85,169.0,Schuyler,8,Central,Mostly Rural,57.6,7248,5.0,2.0,6.0,0.0,,69.0,27.6,82.8,0.0,
1999,86,171.0,Scott,7,Central,Completely Rural,100.0,5515,2.0,0.0,5.0,0.0,,36.3,0.0,90.7,0.0,
1999,87,173.0,Shelby,4,Central,Mostly Rural,77.7,22973,20.0,11.0,29.0,2.0,,87.1,47.9,126.2,8.7,
1999,88,175.0,Stark,10,Central,Completely Rural,100.0,6368,6.0,1.0,13.0,0.0,,94.2,15.7,204.1,0.0,
1999,89,177.0,Stephenson,15,Northern - Other,Mostly Urban,40.1,49194,185.0,46.0,189.0,0.0,,376.1,93.5,384.2,0.0,
1999,90,179.0,Tazewell,10,Central,Mostly Urban,20.4,128540,508.0,71.0,400.0,8.0,,395.2,55.2,311.2,6.2,
1999,91,181.0,Union,1,Southern,Mostly Rural,65.9,18353,20.0,7.0,11.0,0.0,,109.0,38.1,59.9,0.0,
1999,92,183.0,Vermilion,5,Central,Mostly Urban,31.3,84276,161.0,93.0,36.0,3.0,,191.0,110.4,42.7,3.6,
1999,93,185.0,Wabash,2,Southern,Mostly Urban,38.9,12969,27.0,9.0,22.0,2.0,,208.2,69.4,169.6,15.4,
1999,94,187.0,Warren,9,Central,Mostly Urban,45.5,18870,36.0,14.0,49.0,0.0,,190.8,74.2,259.7,0.0,
1999,95,189.0,Washington,20,Southern,Mostly Rural,73.6,15143,16.0,15.0,12.0,0.0,,105.7,99.1,79.2,0.0,
1999,96,191.0,Wayne,2,Southern,Mostly Rural,69.9,17203,29.0,43.0,26.0,8.0,,168.6,250.0,151.1,46.5,
1999,97,193.0,White,2,Southern,Mostly Rural,62.0,15403,60.0,69.0,62.0,29.0,,389.5,448.0,402.5,188.3,
1999,98,195.0,Whiteside,14,Northern - Other,Mostly Urban,37.3,60658,188.0,26.0,137.0,0.0,,309.9,42.9,225.9,0.0,
1999,99,197.0,Will,12,Northern - Collar,Mostly Urban,3.9,486207,1144.0,537.0,505.0,5.0,,235.3,110.4,103.9,1.0,
1999,100,199.0,Williamson,1,Southern,Mostly Urban,34.8,61476,40.0,8.0,28.0,1.0,,65.1,13.0,45.5,1.6,
1999,101,201.0,Winnebago,17,Northern - Other,Mostly Urban,7.9,276752,783.0,615.0,377.0,18.0,,282.9,222.2,136.2,6.5,
1999,102,203.0,Woodford,11,Central,Mostly Rural,54.9,35449,91.0,15.0,101.0,0.0,,256.7,42.3,284.9,0.0,
2000,1,1.0,Adams,8,Central,Mostly Urban,32.6,68220,180.0,38.0,166.0,0.0,,263.9,55.7,243.3,0.0,
2000,2,3.0,Alexander,1,Southern,Mostly Rural,61.9,9584,6.0,0.0,5.0,0.0,,62.6,0.0,52.2,0.0,
2000,3,5.0,Bond,3,Southern,Mostly Rural,60.7,17650,13.0,12.0,14.0,0.0,,73.7,68.0,79.3,0.0,
2000,4,7.0,Boone,17,Northern - Other,Mostly Urban,19.4,42053,151.0,35.0,130.0,13.0,,359.1,83.2,309.1,30.9,
2000,5,9.0,Brown,8,Central,Mostly Urban,41.1,6963,11.0,0.0,8.0,0.0,,158.0,0.0,114.9,0.0,
2000,6,11.0,Bureau,13,Central,Mostly Rural,57.4,35473,70.0,10.0,47.0,0.0,,197.3,28.2,132.5,0.0,
2000,7,13.0,Calhoun,8,Southern,Completely Rural,100.0,5090,11.0,3.0,0.0,0.0,,216.1,58.9,0.0,0.0,
2000,8,15.0,Carroll,15,Northern - Other,Mostly Rural,81.9,16626,21.0,14.0,22.0,0.0,,126.3,84.2,132.3,0.0,
2000,9,17.0,Cass,8,Central,Mostly Rural,52.1,13680,35.0,16.0,28.0,2.0,,255.8,117.0,204.7,14.6,
2000,10,19.0,Champaign,6,Central,Mostly Urban,12.7,179931,493.0,336.0,415.0,8.0,,274.0,186.7,230.6,4.4,
2000,11,21.0,Christian,4,Central,Mostly Urban,43.5,35354,54.0,11.0,74.0,7.0,,152.7,31.1,209.3,19.8,
2000,12,23.0,Clark,5,Southern,Mostly Rural,59.5,16993,34.0,6.0,45.0,0.0,,200.1,35.3,264.8,0.0,
2000,13,25.0,Clay,4,Southern,Mostly Rural,64.7,14410,9.0,2.0,8.0,0.0,,62.5,13.9,55.5,0.0,
2000,14,27.0,Clinton,4,Southern,Mostly Urban,48.8,35536,26.0,19.0,18.0,0.0,,73.2,53.5,50.7,0.0,
2000,15,29.0,Coles,5,Central,Mostly Urban,24.3,53078,136.0,80.0,104.0,12.0,,256.2,150.7,195.9,22.6,
2000,16,31.0,Cook,co,Northern - Cook,Completely Urban,0.0,5376861,26040.0,45873.0,3259.0,682.0,,484.3,853.2,60.6,12.7,
2000,17,33.0,Crawford,2,Southern,Mostly Rural,60.2,20398,62.0,23.0,35.0,0.0,,304.0,112.8,171.6,0.0,
2000,18,35.0,Cumberland,5,Southern,Completely Rural,100.0,11256,25.0,3.0,31.0,0.0,,222.1,26.7,275.4,0.0,
2000,19,37.0,DeKalb,23,Northern - Other,Mostly Urban,20.3,89334,244.0,51.0,268.0,1.0,,273.1,57.1,300.0,1.1,
2000,20,39.0,De Witt,6,Central,Mostly Urban,48.8,16790,45.0,14.0,47.0,0.0,,268.0,83.4,279.9,0.0,
2000,21,41.0,Douglas,6,Central,Mostly Rural,61.6,19925,54.0,13.0,56.0,2.0,,271.0,65.2,281.1,10.0,
2000,22,43.0,DuPage,18,Northern - Collar,Completely Urban,0.0,906576,2320.0,620.0,1223.0,65.0,,255.9,68.4,134.9,7.2,
2000,23,45.0,Edgar,5,Central,Mostly Rural,51.8,19657,45.0,26.0,40.0,3.0,,228.9,132.3,203.5,15.3,
2000,24,47.0,Edwards,2,Southern,Completely Rural,100.0,6967,8.0,23.0,21.0,1.0,,114.8,330.1,301.4,14.4,
2000,25,49.0,Effingham,4,Southern,Mostly Rural,59.7,34260,127.0,15.0,78.0,1.0,,370.7,43.8,227.7,2.9,
2000,26,51.0,Fayette,4,Southern,Mostly Rural,67.0,21792,33.0,12.0,18.0,0.0,,151.4,55.1,82.6,0.0,
2000,27,53.0,Ford,11,Central,Mostly Urban,41.8,14209,21.0,6.0,25.0,0.0,,147.8,42.2,175.9,0.0,
2000,28,55.0,Franklin,2,Southern,Mostly Urban,48.6,39016,53.0,15.0,53.0,0.0,,135.8,38.4,135.8,0.0,
2000,29,57.0,Fulton,9,Central,Mostly Rural,60.0,38240,119.0,19.0,126.0,3.0,,311.2,49.7,329.5,7.8,
2000,30,59.0,Gallatin,2,Southern,Completely Rural,100.0,6427,20.0,25.0,22.0,3.0,,311.2,389.0,342.3,46.7,
2000,31,61.0,Greene,7,Central,Mostly Rural,70.8,14746,13.0,0.0,24.0,1.0,,88.2,0.0,162.8,6.8,
2000,32,63.0,Grundy,13,Northern - Other,Mostly Urban,24.4,37678,162.0,22.0,103.0,0.0,,430.0,58.4,273.4,0.0,
2000,33,65.0,Hamilton,2,Southern,Mostly Rural,68.1,8604,3.0,3.0,6.0,3.0,,34.9,34.9,69.7,34.9,
2000,34,67.0,Hancock,9,Central,Mostly Rural,71.0,20089,23.0,3.0,26.0,0.0,,114.5,14.9,129.4,0.0,
2000,35,69.0,Hardin,2,Southern,Completely Rural,100.0,4787,4.0,1.0,3.0,0.0,,83.6,20.9,62.7,0.0,
2000,36,71.0,Henderson,9,Central,Mostly Rural,99.7,8209,6.0,0.0,1.0,0.0,,73.1,0.0,12.2,0.0,
2000,37,73.0,Henry,14,Central,Mostly Rural,50.3,51049,211.0,27.0,188.0,0.0,,413.3,52.9,368.3,0.0,
2000,38,75.0,Iroquois,21,Central,Mostly Rural,71.7,31320,54.0,11.0,49.0,0.0,,172.4,35.1,156.4,0.0,
2000,39,77.0,Jackson,1,Southern,Mostly Urban,37.2,59612,143.0,55.0,82.0,2.0,,239.9,92.3,137.6,3.4,
2000,40,79.0,Jasper,4,Southern,Mostly Rural,69.9,10070,18.0,18.0,26.0,1.0,,178.7,178.7,258.2,9.9,
2000,41,81.0,Jefferson,2,Southern,Mostly Rural,58.8,40053,104.0,177.0,110.0,6.0,,259.7,441.9,274.6,15.0,
2000,42,83.0,Jersey,7,Southern,Mostly Rural,60.6,21655,85.0,44.0,103.0,0.0,,392.5,203.2,475.6,0.0,
2000,43,85.0,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,22276,70.0,26.0,64.0,3.0,,314.2,116.7,287.3,13.5,
2000,44,87.0,Johnson,1,Southern,Completely Rural,100.0,12920,60.0,8.0,53.0,2.0,,464.4,61.9,410.2,15.5,
2000,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,407511,992.0,591.0,618.0,19.0,,243.4,145.0,151.7,4.7,
2000,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,103879,311.0,211.0,235.0,9.0,,299.4,203.1,226.2,8.7,
2000,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,55217,190.0,44.0,144.0,2.0,,344.1,79.7,260.8,3.6,
2000,48,95.0,Knox,9,Central,Mostly Urban,24.3,55754,127.0,108.0,156.0,3.0,,227.8,193.7,279.8,5.4,
2000,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,648116,1759.0,1059.0,774.0,40.0,,271.4,163.4,119.4,6.2,
2000,50,99.0,LaSalle,13,Northern - Other,Mostly Urban,30.2,111516,355.0,115.0,363.0,5.0,,318.3,103.1,325.5,4.5,
2000,51,101.0,Lawrence,2,Southern,Mostly Rural,58.0,15390,46.0,24.0,44.0,2.0,,298.9,155.9,285.9,13.0,
2000,52,103.0,Lee,15,Northern - Other,Mostly Rural,53.2,36053,164.0,42.0,129.0,2.0,,454.9,116.5,357.8,5.5,
2000,53,105.0,Livingston,11,Central,Mostly Urban,40.8,39651,98.0,15.0,71.0,1.0,,247.2,37.8,179.1,2.5,
2000,54,107.0,Logan,11,Central,Mostly Urban,39.9,31149,78.0,19.0,58.0,0.0,,250.4,61.0,186.2,0.0,
2000,55,109.0,McDonough,9,Central,Mostly Urban,29.5,32855,70.0,18.0,71.0,2.0,,213.1,54.8,216.1,6.1,
2000,56,111.0,McHenry,22,Northern - Collar,Mostly Urban,9.9,261887,357.0,163.0,322.0,6.0,,136.3,62.2,123.0,2.3,
2000,57,113.0,McLean,11,Central,Mostly Urban,16.5,150897,572.0,244.0,535.0,7.0,,379.1,161.7,354.5,4.6,
2000,58,115.0,Macon,6,Central,Mostly Urban,15.3,114476,485.0,202.0,218.0,1.0,,423.7,176.5,190.4,0.9,
2000,59,117.0,Macoupin,7,Central,Mostly Rural,58.5,48989,65.0,23.0,78.0,1.0,,132.7,46.9,159.2,2.0,
2000,60,119.0,Madison,3,Southern,Mostly Urban,13.3,259120,934.0,679.0,526.0,13.0,,360.5,262.0,203.0,5.0,
2000,61,121.0,Marion,4,Southern,Mostly Urban,45.1,41687,95.0,51.0,94.0,2.0,,227.9,122.3,225.5,4.8,
2000,62,123.0,Marshall,10,Central,Completely Rural,100.0,13138,25.0,5.0,16.0,0.0,,190.3,38.1,121.8,0.0,
2000,63,125.0,Mason,8,Central,Mostly Rural,77.5,16009,21.0,6.0,28.0,2.0,,131.2,37.5,174.9,12.5,
2000,64,127.0,Massac,1,Southern,Mostly Rural,50.5,15127,61.0,23.0,28.0,0.0,,403.3,152.0,185.1,0.0,
2000,65,129.0,Menard,8,Central,Mostly Rural,75.7,12493,19.0,2.0,12.0,0.0,,152.1,16.0,96.1,0.0,
2000,66,131.0,Mercer,14,Central,Mostly Rural,77.8,16950,63.0,10.0,71.0,0.0,,371.7,59.0,418.9,0.0,
2000,67,133.0,Monroe,20,Southern,Mostly Urban,41.4,27763,71.0,22.0,49.0,1.0,,255.7,79.2,176.5,3.6,
2000,68,135.0,Montgomery,4,Central,Mostly Urban,41.6,30625,48.0,26.0,68.0,2.0,,156.7,84.9,222.0,6.5,
2000,69,137.0,Morgan,7,Central,Mostly Urban,36.2,36617,70.0,19.0,95.0,0.0,,191.2,51.9,259.4,0.0,
2000,70,139.0,Moultrie,6,Central,Mostly Rural,69.2,14319,14.0,1.0,17.0,0.0,,97.8,7.0,118.7,0.0,
2000,71,141.0,Ogle,15,Northern - Other,Mostly Urban,47.1,51161,137.0,40.0,130.0,2.0,,267.8,78.2,254.1,3.9,
2000,72,143.0,Peoria,10,Central,Mostly Urban,14.6,183166,423.0,309.0,211.0,8.0,,230.9,168.7,115.2,4.4,
